,eta,epsilon,mu,K,TMSE,CB
0,0.3,0.35,0.05,1,0.2628770094417637,23
1,0.3,0.35,0.05,2,0.6438114307431497,24
2,0.3,0.35,0.05,4,0.49266918933485143,26
3,0.3,0.35,0.05,6,0.47120188824261966,33
4,0.3,0.35,0.05,8,0.2376661600945927,39
5,0.3,0.35,0.1,1,1.7062104417923336,13
6,0.3,0.35,0.1,2,1.9231942964743947,13
7,0.3,0.35,0.1,4,2.4797161024372083,20
8,0.3,0.35,0.1,6,1.3569276524963412,19
9,0.3,0.35,0.1,8,2.7936701048290504,25
10,0.3,0.35,0.2,1,4.598898362180609,9
11,0.3,0.35,0.2,2,6.424406512291957,10
12,0.3,0.35,0.2,4,4.720479447448504,13
13,0.3,0.35,0.2,6,3.2416148216126928,17
14,0.3,0.35,0.2,8,2.5844659081611687,23
15,0.3,0.35,0.3,1,3.341500229567134,9
16,0.3,0.35,0.3,2,3.366027218590042,12
17,0.3,0.35,0.3,4,3.3179490094333177,14
18,0.3,0.35,0.3,6,1.5657370753881414,23
19,0.3,0.35,0.3,8,3.2993870545945336,28
20,0.3,0.35,0.4,1,4.930425068871119,9
21,0.3,0.35,0.4,2,4.021672275792813,13
22,0.3,0.35,0.4,4,3.565919847200518,13
23,0.3,0.35,0.4,6,2.930445334088755,20
24,0.3,0.35,0.4,8,3.39024830226636,27
25,0.3,0.5,0.05,1,0.2751286956303518,17
26,0.3,0.5,0.05,2,0.7314403668690341,17
27,0.3,0.5,0.05,4,0.530171106936881,22
28,0.3,0.5,0.05,6,0.19697730493435145,25
29,0.3,0.5,0.05,8,0.1703972670859246,28
30,0.3,0.5,0.1,1,1.082739477301527,11
31,0.3,0.5,0.1,2,1.1818529884972757,11
32,0.3,0.5,0.1,4,1.0434541080470339,14
33,0.3,0.5,0.1,6,0.5504267188043728,17
34,0.3,0.5,0.1,8,0.5149924587325867,22
35,0.3,0.5,0.2,1,2.4195461336413704,7
36,0.3,0.5,0.2,2,2.767649787109736,8
37,0.3,0.5,0.2,4,1.9291261826067596,13
38,0.3,0.5,0.2,6,2.3259487804073733,14
39,0.3,0.5,0.2,8,1.6534802010461245,20
40,0.3,0.5,0.3,1,3.0819303713166057,7
41,0.3,0.5,0.3,2,6.91951593993643,8
42,0.3,0.5,0.3,4,2.7698808639163928,11
43,0.3,0.5,0.3,6,1.803389315371367,14
44,0.3,0.5,0.3,8,1.1807570011219837,17
45,0.3,0.5,0.4,1,6.1946356978785,8
46,0.3,0.5,0.4,2,4.540612257017325,8
47,0.3,0.5,0.4,4,3.795085477403852,109
48,0.3,0.5,0.4,6,4.192670014737876,16
49,0.3,0.5,0.4,8,2.538531628628925,20
50,0.3,1.0,0.05,1,0.29495745256686395,9
51,0.3,1.0,0.05,2,0.35177274429225375,10
52,0.3,1.0,0.05,4,0.3353504740058752,10
53,0.3,1.0,0.05,6,0.28258873220974473,11
54,0.3,1.0,0.05,8,0.2822890073711549,12
55,0.3,1.0,0.1,1,0.5241289786774603,7
56,0.3,1.0,0.1,2,0.5401665178396206,8
57,0.3,1.0,0.1,4,0.6309627168814023,9
58,0.3,1.0,0.1,6,0.4433373229487535,10
59,0.3,1.0,0.1,8,0.42157915023647285,11
60,0.3,1.0,0.2,1,1.5699603504288437,4
61,0.3,1.0,0.2,2,0.9317972426009626,6
62,0.3,1.0,0.2,4,1.119973423904263,7
63,0.3,1.0,0.2,6,0.7391551773612627,9
64,0.3,1.0,0.2,8,0.6554581566229097,10
65,0.3,1.0,0.3,1,3.133542828880707,4
66,0.3,1.0,0.3,2,2.111067030663794,5
67,0.3,1.0,0.3,4,1.2988610616228804,6
68,0.3,1.0,0.3,6,1.2034463543036318,8
69,0.3,1.0,0.3,8,0.589972844907735,9
70,0.3,1.0,0.4,1,5.1596300835638305,4
71,0.3,1.0,0.4,2,4.474354862690872,5
72,0.3,1.0,0.4,4,2.013793115121744,6
73,0.3,1.0,0.4,6,2.609057908476959,8
74,0.3,1.0,0.4,8,1.722194188245453,9
75,0.5,0.35,0.05,1,0.42189913281128666,23
76,0.5,0.35,0.05,2,0.4445622294335241,24
77,0.5,0.35,0.05,4,0.5290804247320187,26
78,0.5,0.35,0.05,6,0.5707709947433601,32
79,0.5,0.35,0.05,8,1.0181420483684616,37
80,0.5,0.35,0.1,1,2.8292125282478358,13
81,0.5,0.35,0.1,2,2.223949781757738,13
82,0.5,0.35,0.1,4,1.9627394153966318,17
83,0.5,0.35,0.1,6,2.157862738032904,18
84,0.5,0.35,0.1,8,5.3831465985163724,25
85,0.5,0.35,0.2,1,7.002832496013117,9
86,0.5,0.35,0.2,2,4.016614351553659,11
87,0.5,0.35,0.2,4,2.7489497840375825,16
88,0.5,0.35,0.2,6,5.789333922677761,17
89,0.5,0.35,0.2,8,5.50456666734295,24
90,0.5,0.35,0.3,1,4.123031308091996,10
91,0.5,0.35,0.3,2,5.767359466117442,11
92,0.5,0.35,0.3,4,2.7824012718238094,15
93,0.5,0.35,0.3,6,1.9360759891958537,21
94,0.5,0.35,0.3,8,2.6558665312976255,36
95,0.5,0.35,0.4,1,7.798440865830186,10
96,0.5,0.35,0.4,2,3.9038889869728193,193
97,0.5,0.35,0.4,4,4.325183610079966,165
98,0.5,0.35,0.4,6,3.411654224973492,22
99,0.5,0.35,0.4,8,5.209900158881149,222
100,0.5,0.5,0.05,1,1.011560526980682,17
101,0.5,0.5,0.05,2,0.8793232109497179,16
102,0.5,0.5,0.05,4,1.2159756620229785,20
103,0.5,0.5,0.05,6,0.6908411640271059,23
104,0.5,0.5,0.05,8,0.4891921141707442,27
105,0.5,0.5,0.1,1,1.8763278608687084,10
106,0.5,0.5,0.1,2,2.1018917607154117,11
107,0.5,0.5,0.1,4,1.8236079166392307,14
108,0.5,0.5,0.1,6,0.7637749754565684,17
109,0.5,0.5,0.1,8,1.0886786814966363,19
110,0.5,0.5,0.2,1,5.439825192205026,7
111,0.5,0.5,0.2,2,3.0369306957459825,8
112,0.5,0.5,0.2,4,1.886158746702939,11
113,0.5,0.5,0.2,6,2.0065467508153345,13
114,0.5,0.5,0.2,8,1.3418578325596324,19
115,0.5,0.5,0.3,1,5.107242850646253,6
116,0.5,0.5,0.3,2,5.147487167814023,7
117,0.5,0.5,0.3,4,3.782037181688299,9
118,0.5,0.5,0.3,6,0.9281127886146843,17
119,0.5,0.5,0.3,8,2.4956789429168107,20
120,0.5,0.5,0.4,1,7.289697378391374,8
121,0.5,0.5,0.4,2,4.248298951806205,8
122,0.5,0.5,0.4,4,4.081087948170588,9
123,0.5,0.5,0.4,6,3.4806540133035413,14
124,0.5,0.5,0.4,8,3.1142894246954844,17
125,0.5,1.0,0.05,1,1.0895037792386968,9
126,0.5,1.0,0.05,2,0.9635687381092689,9
127,0.5,1.0,0.05,4,0.8890418735785515,10
128,0.5,1.0,0.05,6,0.7641710023293417,11
129,0.5,1.0,0.05,8,0.7156341935240127,12
130,0.5,1.0,0.1,1,2.3634772408054627,6
131,0.5,1.0,0.1,2,1.4249762209176364,7
132,0.5,1.0,0.1,4,1.5464584402320576,9
133,0.5,1.0,0.1,6,1.2047091783878283,10
134,0.5,1.0,0.1,8,1.0806942277941285,11
135,0.5,1.0,0.2,1,1.9934854394733752,4
136,0.5,1.0,0.2,2,1.9581041492706166,6
137,0.5,1.0,0.2,4,1.6257985003319402,7
138,0.5,1.0,0.2,6,1.5643625782112103,9
139,0.5,1.0,0.2,8,1.3216085947227492,10
140,0.5,1.0,0.3,1,4.19296118901745,5
141,0.5,1.0,0.3,2,2.6148837533936047,5
142,0.5,1.0,0.3,4,2.188956323447445,6
143,0.5,1.0,0.3,6,1.6673809825345738,8
144,0.5,1.0,0.3,8,1.3287727284160191,9
145,0.5,1.0,0.4,1,5.724410155370096,3
146,0.5,1.0,0.4,2,4.701104744359015,4
147,0.5,1.0,0.4,4,2.051519191074975,7
148,0.5,1.0,0.4,6,2.7391454675989357,8
149,0.5,1.0,0.4,8,1.9630702518582717,9
150,0.9,0.35,0.05,1,0.9743266971330373,25
151,0.9,0.35,0.05,2,2.1900389022162754,25
152,0.9,0.35,0.05,4,3.2338297094249135,27
153,0.9,0.35,0.05,6,1.1182413048222948,31
154,0.9,0.35,0.05,8,1.1430472307202357,34
155,0.9,0.35,0.1,1,9.924972933263861,16
156,0.9,0.35,0.1,2,2.202305943567353,18
157,0.9,0.35,0.1,4,3.3043621484678836,17
158,0.9,0.35,0.1,6,3.8244301284609024,20
159,0.9,0.35,0.1,8,8.480994399780268,24
160,0.9,0.35,0.2,1,4.297838161498787,12
161,0.9,0.35,0.2,2,3.4231573149437637,12
162,0.9,0.35,0.2,4,3.8777816818188278,16
163,0.9,0.35,0.2,6,3.6216674496418273,14
164,0.9,0.35,0.2,8,7.854629724409736,22
165,0.9,0.35,0.3,1,4.987757542208874,13
166,0.9,0.35,0.3,2,10.971178341873266,13
167,0.9,0.35,0.3,4,6.305638451426324,15
168,0.9,0.35,0.3,6,9.302845072783775,22
169,0.9,0.35,0.3,8,3.3778798891837156,119
170,0.9,0.35,0.4,1,8.356981111797271,12
171,0.9,0.35,0.4,2,8.37467851272843,22
172,0.9,0.35,0.4,4,9.785476987501067,13
173,0.9,0.35,0.4,6,7.776744483149223,242
174,0.9,0.35,0.4,8,3.6035881114502275,132
175,0.9,0.5,0.05,1,1.9934444847533324,17
176,0.9,0.5,0.05,2,2.077378992365669,17
177,0.9,0.5,0.05,4,1.9743097192902535,20
178,0.9,0.5,0.05,6,1.7743434752008942,23
179,0.9,0.5,0.05,8,1.7424367048694187,25
180,0.9,0.5,0.1,1,2.2589990512935914,11
181,0.9,0.5,0.1,2,3.133281795007863,12
182,0.9,0.5,0.1,4,2.402063661133073,15
183,0.9,0.5,0.1,6,1.572742709528007,17
184,0.9,0.5,0.1,8,3.553239579349973,19
185,0.9,0.5,0.2,1,6.2416864326257535,8
186,0.9,0.5,0.2,2,4.057034980485647,8
187,0.9,0.5,0.2,4,2.6632938693133856,11
188,0.9,0.5,0.2,6,2.519926120276494,14
189,0.9,0.5,0.2,8,2.8929718713484283,17
190,0.9,0.5,0.3,1,4.144210248764955,7
191,0.9,0.5,0.3,2,5.888661777438463,8
192,0.9,0.5,0.3,4,3.8431466616279337,9
193,0.9,0.5,0.3,6,2.7987927631797183,13
194,0.9,0.5,0.3,8,1.8996431254210144,23
195,0.9,0.5,0.4,1,3.658473606479787,9
196,0.9,0.5,0.4,2,3.482830214310718,8
197,0.9,0.5,0.4,4,5.289912074964735,10
198,0.9,0.5,0.4,6,21.200355948818434,13
199,0.9,0.5,0.4,8,3.617001604733133,20
200,0.9,1.0,0.05,1,3.928141456425306,9
201,0.9,1.0,0.05,2,3.698562307871851,9
202,0.9,1.0,0.05,4,3.614259324999794,10
203,0.9,1.0,0.05,6,3.020715844936943,11
204,0.9,1.0,0.05,8,2.7846495639387223,11
205,0.9,1.0,0.1,1,5.959298016811061,6
206,0.9,1.0,0.1,2,4.034992875502274,7
207,0.9,1.0,0.1,4,4.486171195388376,9
208,0.9,1.0,0.1,6,4.307650917572063,10
209,0.9,1.0,0.1,8,4.003591512316657,11
210,0.9,1.0,0.2,1,2.806099521349182,5
211,0.9,1.0,0.2,2,2.7940217119192323,6
212,0.9,1.0,0.2,4,2.494510978010571,7
213,0.9,1.0,0.2,6,4.424643966299183,9
214,0.9,1.0,0.2,8,3.8596595673103202,10
215,0.9,1.0,0.3,1,6.111844579638055,4
216,0.9,1.0,0.3,2,3.899461036793832,5
217,0.9,1.0,0.3,4,2.4133526558243394,6
218,0.9,1.0,0.3,6,2.6960023851250066,8
219,0.9,1.0,0.3,8,3.909535361868896,9
220,0.9,1.0,0.4,1,6.085435566745774,3
221,0.9,1.0,0.4,2,4.841261735248143,4
222,0.9,1.0,0.4,4,2.893413809875261,6
223,0.9,1.0,0.4,6,2.8526919954754346,8
224,0.9,1.0,0.4,8,2.862961359488827,9
