,eta,epsilon,mu,K,TMSE,TMSE_std,CB_mean,CB_median,CB_mode,CB_std
62,0.3,1.0,0.2,4,37.29838205253057,32.600107600363806,8,8,8,0.5351635264103863
63,0.3,1.0,0.2,6,23.52139581939163,13.833438321332494,10,10,10,0.5744562646538032
64,0.3,1.0,0.2,8,34.855458125149354,20.39165613226105,12,12,12,0.4582575694955839
65,0.3,1.0,0.3,1,30.3940142410639,21.928074807702025,5,5,4,1.8736061485808597
66,0.3,1.0,0.3,2,29.636661112002425,34.10617273626996,9,9,8,1.8200000000000003
67,0.3,1.0,0.3,4,12.257416412716783,9.16212663484695,7,7,7,1.8594622878671139
68,0.3,1.0,0.3,6,31.414285214491784,28.507315543417484,9,9,9,1.4333178293735138
69,0.3,1.0,0.3,8,9.65007255227516,9.654923301180444,11,12,12,0.7820485918406863
70,0.3,1.0,0.4,1,41.61122402967846,24.48223487468826,3,3,3,0.8772684879784524
71,0.3,1.0,0.4,2,34.46333545432871,17.581342726725495,4,4,4,0.13999999999999996
72,0.3,1.0,0.4,4,33.3881804620095,19.433746375694337,6,6,6,0.0
73,0.3,1.0,0.4,6,43.167544633241434,22.072764434251237,8,8,8,0.7000000000000007
74,0.3,1.0,0.4,8,29.26036286004853,19.29432148629816,10,10,10,0.244131112314674
75,0.5,0.35,0.05,1,128.05270607241206,88.63576995867813,24,24,24,4.2389149555045345
76,0.5,0.35,0.05,2,101.61797912692711,79.33339446721156,30,29,28,5.941750583792625
77,0.5,0.35,0.05,4,39.384706856996246,50.667960926492924,42,41,35,11.392910076007798
78,0.5,0.35,0.05,6,22.4005045031091,24.79056599007707,55,55,45,10.836161682071747
79,0.5,0.35,0.05,8,21.404297780293895,35.54205487651517,71,72,78,13.003445697198877
80,0.5,0.35,0.1,1,95.76918309020816,84.6934157990842,19,18,17,2.745468994543555
81,0.5,0.35,0.1,2,90.36548093480599,82.74146404278662,21,21,18,2.936392344357272
82,0.5,0.35,0.1,4,79.4828548223064,69.65224722526398,25,23,22,5.046345212131252
83,0.5,0.35,0.1,6,75.17527913233023,84.95917073794908,36,35,31,12.49857591887972
84,0.5,0.35,0.1,8,82.78659380815563,99.82351323040628,34,30,27,10.701794242088567
85,0.5,0.35,0.2,1,42.3675789518189,71.87610598867873,20,20,25,4.418551798949515
86,0.5,0.35,0.2,2,78.1873921677673,60.55949465062633,19,18,16,7.078530921031565
87,0.5,0.35,0.2,4,54.146726041582625,58.15716249022986,23,22,20,5.333066659999666
88,0.5,0.35,0.2,6,49.98650235277292,93.0656414131106,27,26,18,8.46933291351804
89,0.5,0.35,0.2,8,55.780247398984194,57.27822600820881,26,27,27,4.98654188792193
90,0.5,0.35,0.3,1,43.08966075147637,44.71733283852437,17,19,19,5.883842282046657
91,0.5,0.35,0.3,2,51.381776959893934,59.636689126525965,27,26,26,7.722693830523129
92,0.5,0.35,0.3,4,42.24312918149501,52.334964174061895,29,28,28,7.379322462123472
93,0.5,0.35,0.3,6,33.695895126953936,35.15384409765626,38,35,33,14.656002183405949
94,0.5,0.35,0.3,8,30.653895859682006,49.32585277231464,38,37,27,14.25336451508906
95,0.5,0.35,0.4,1,85.3206137133753,97.42732129932065,19,18,17,4.567537629839518
96,0.5,0.35,0.4,2,51.999969986870155,64.6124025358833,23,22,18,7.206247289678588
97,0.5,0.35,0.4,4,33.959474882471014,45.64359249873023,32,28,27,14.840606456610859
98,0.5,0.35,0.4,6,46.97149470022613,79.63640863103335,28,26,23,9.374433316206371
99,0.5,0.35,0.4,8,33.95133452634264,66.43809154196259,37,32,27,14.27502714533321
100,0.5,0.5,0.05,1,58.43437131982753,58.06891348337153,21,21,21,2.012063617284503
101,0.5,0.5,0.05,2,75.6720673396971,64.19107523224821,25,25,25,3.9949968710876362
102,0.5,0.5,0.05,4,27.372347766240605,34.96784662410038,33,35,35,4.488251329861108
103,0.5,0.5,0.05,6,23.708089402994116,24.979977712206438,37,38,37,3.170173496829471
104,0.5,0.5,0.05,8,22.47619291362167,30.454624453718314,40,42,46,6.394497634685619
105,0.5,0.5,0.1,1,89.72831076264964,97.79095511225478,14,14,14,1.6302147097851871
106,0.5,0.5,0.1,2,86.16148788139249,68.97626709362339,15,15,15,2.69785099662676
107,0.5,0.5,0.1,4,116.06066815835166,80.71352214406797,19,18,16,4.283176391417939
108,0.5,0.5,0.1,6,95.3812629001445,77.7425402281792,22,22,19,4.1876485048294105
109,0.5,0.5,0.1,8,99.88610300177749,78.57700753601446,22,22,21,3.2936909387494144
110,0.5,0.5,0.2,1,82.29279456668466,54.99765558903927,11,11,11,2.0108704582841725
111,0.5,0.5,0.2,2,48.63796569961875,41.494736163883296,13,12,12,3.518010801575232
112,0.5,0.5,0.2,4,46.9811889288265,52.572533745291565,16,16,16,3.9801507509138396
113,0.5,0.5,0.2,6,85.40573008390083,89.71977203926194,16,16,14,3.3231912373500267
114,0.5,0.5,0.2,8,42.707696936579,52.91727830365127,21,20,18,4.058768286069062
115,0.5,0.5,0.3,1,72.20998916349892,78.82514638907955,14,14,12,4.189558449287944
116,0.5,0.5,0.3,2,71.89439230827175,78.68018782593097,19,19,19,5.12811856337195
117,0.5,0.5,0.3,4,38.5892510105286,50.123625141166826,21,19,17,5.583690535837386
118,0.5,0.5,0.3,6,41.85644671816648,48.5865271906688,24,22,20,7.446475676452586
119,0.5,0.5,0.3,8,44.8571198335534,59.06636282087562,25,25,15,8.389421910954296
120,0.5,0.5,0.4,1,36.29461131068497,67.80979503011409,13,13,13,3.3714092009128764
121,0.5,0.5,0.4,2,70.46181593186985,73.42239840124037,13,12,12,3.384907679686404
122,0.5,0.5,0.4,4,83.75870039454543,106.28591706750474,17,17,14,5.164649068426625
123,0.5,0.5,0.4,6,52.14899966615182,79.41879643933424,22,20,18,9.165936940651513
124,0.5,0.5,0.4,8,72.24826087429065,96.71650605559107,21,20,20,8.64131934371135
125,0.5,1.0,0.05,1,19.25347201274732,12.778340203667616,14,14,14,1.4108153670838712
126,0.5,1.0,0.05,2,8.471050777003633,5.214681834908714,15,16,15,1.9234344283078648
127,0.5,1.0,0.05,4,9.995601337860053,5.017230074529876,16,17,16,1.5599999999999998
128,0.5,1.0,0.05,6,5.296784875947577,3.0153569050613624,18,19,20,1.5926079241294766
129,0.5,1.0,0.05,8,3.4865784570026594,1.9531532296861278,19,19,19,1.8642961138188323
130,0.5,1.0,0.1,1,46.08400270098291,29.9281017536241,9,9,9,0.8772684879784522
131,0.5,1.0,0.1,2,43.03586479267971,34.339654637816004,10,10,10,1.474584687293341
132,0.5,1.0,0.1,4,35.930725250514705,24.10603063492786,11,12,12,0.5546169849544815
133,0.5,1.0,0.1,6,29.103965174504015,16.853091300573933,13,14,14,0.6988562083862458
134,0.5,1.0,0.1,8,26.970152346088863,30.956600049282628,15,15,15,0.9024411338142775
135,0.5,1.0,0.2,1,40.48987537781857,24.268020934728302,5,5,5,1.1426285485668561
136,0.5,1.0,0.2,2,30.4298247252143,17.793027617752248,6,6,6,1.0268398122394744
137,0.5,1.0,0.2,4,47.06345343074551,41.64068567690417,8,8,8,0.5351635264103863
138,0.5,1.0,0.2,6,32.10466570552822,18.72375590205684,10,10,10,0.5599999999999998
139,0.5,1.0,0.2,8,47.492607701652666,28.090813989602943,12,12,12,0.4582575694955839
140,0.5,1.0,0.3,1,42.599077528069884,30.15759473833351,5,5,4,1.9053608582103292
141,0.5,1.0,0.3,2,57.16802949568364,42.29090638985889,7,8,8,2.243568585980826
142,0.5,1.0,0.3,4,21.09796777819015,16.68088875643603,7,7,7,1.6322989922192552
143,0.5,1.0,0.3,6,59.092279172005675,41.13318307516912,10,9,9,1.4119490075778236
144,0.5,1.0,0.3,8,19.480427834460794,16.394165747249133,11,12,12,0.6600000000000001
145,0.5,1.0,0.4,1,43.34268536319744,27.525894892549267,3,3,3,0.8772684879784524
146,0.5,1.0,0.4,2,35.033905555437,18.061740593368,4,4,4,0.8400000000000003
147,0.5,1.0,0.4,4,34.455354404703925,19.743811820341882,6,6,6,0.0
148,0.5,1.0,0.4,6,45.36910396242683,24.468269627790395,8,8,8,0.5599999999999996
149,0.5,1.0,0.4,8,36.69448561325283,26.846226350589745,9,10,10,0.13999999999999996
150,0.9,0.35,0.05,1,149.5473655034769,102.21240133157109,25,24,24,4.926702751333798
151,0.9,0.35,0.05,2,123.85910428925028,107.08501812292934,31,30,30,6.442856509344283
152,0.9,0.35,0.05,4,97.4774617432137,99.94263564101615,42,39,31,11.87132680032017
153,0.9,0.35,0.05,6,48.831246866179164,70.46860615274055,54,54,60,8.574870261409208
154,0.9,0.35,0.05,8,43.35506197890936,55.76198392143718,64,62,66,12.800765602103649
155,0.9,0.35,0.1,1,107.00154225873763,108.40976534216148,20,20,18,2.6943644890771554
156,0.9,0.35,0.1,2,86.89089866498185,96.95769594920093,21,21,18,2.4771758112818723
157,0.9,0.35,0.1,4,109.129939162444,84.63775209486025,25,24,24,4.912229636326054
158,0.9,0.35,0.1,6,141.36840206008975,143.78776474509198,34,33,33,7.247068372797376
159,0.9,0.35,0.1,8,164.27872647618716,250.8156758405434,35,34,27,8.888396930830666
160,0.9,0.35,0.2,1,99.95892390086996,126.32989866451997,21,20,17,5.982507835347983
161,0.9,0.35,0.2,2,73.7231262941107,80.29657952858138,20,20,16,5.249038007101873
162,0.9,0.35,0.2,4,61.84368449385148,66.78068609045397,25,24,20,4.80016666377325
163,0.9,0.35,0.2,6,46.39168418615628,43.575502239966255,23,20,18,6.898144678100046
164,0.9,0.35,0.2,8,68.60198495537317,92.08888280882334,29,27,26,10.219373757721165
165,0.9,0.35,0.3,1,54.0186295124934,71.4920541332938,21,20,21,7.94302209489562
166,0.9,0.35,0.3,2,62.38267383586488,66.67801897689412,32,29,31,13.401208900692502
167,0.9,0.35,0.3,4,45.53683610593825,59.884429053297815,33,31,27,11.610064599303485
168,0.9,0.35,0.3,6,40.366239189633006,47.97468877737384,46,39,39,18.687792807070608
169,0.9,0.35,0.3,8,64.32500468727339,115.86482559822824,47,42,29,20.218813021540115
170,0.9,0.35,0.4,1,34.176927789750444,51.923609252570586,21,19,19,6.8905732707808856
171,0.9,0.35,0.4,2,52.93613267098974,71.1580308208935,23,24,26,7.668533106142269
172,0.9,0.35,0.4,4,45.539973075690895,71.29888432403177,33,29,25,15.021531213561422
173,0.9,0.35,0.4,6,28.597990265375064,46.505071641049064,30,27,32,10.37427587834447
174,0.9,0.35,0.4,8,46.14221642037815,69.29660661216006,42,33,25,20.768206470468265
175,0.9,0.5,0.05,1,88.40186200799793,82.63568994345107,21,21,21,1.9082976707002497
176,0.9,0.5,0.05,2,123.54184011831465,89.67287770272264,25,25,23,3.894868418830089
177,0.9,0.5,0.05,4,46.685737414451324,43.827906970741346,33,33,35,3.836665218650176
178,0.9,0.5,0.05,6,56.049059299993296,48.75215442407393,37,38,39,3.5227829907617076
179,0.9,0.5,0.05,8,42.876706227790365,50.76897466602103,38,38,33,5.276703516401126
180,0.9,0.5,0.1,1,157.95330587796107,164.2305369766859,14,14,16,1.686297719858507
181,0.9,0.5,0.1,2,106.67164352311595,118.3210070896759,16,16,16,2.7882611068549514
182,0.9,0.5,0.1,4,176.63226771139762,109.12136743039174,19,17,16,4.777488880154511
183,0.9,0.5,0.1,6,185.30218031595567,148.2798568840663,25,24,29,4.6364210335128115
184,0.9,0.5,0.1,8,154.6640038576831,122.07164237838063,24,23,23,2.6125849268492685
185,0.9,0.5,0.2,1,82.44854634379868,58.52429387620748,11,11,11,1.5347964034359736
186,0.9,0.5,0.2,2,63.05032312085327,77.72311838318805,12,12,12,2.446548589339685
187,0.9,0.5,0.2,4,52.82841833879115,44.196669382471924,17,16,16,3.7546770833188843
188,0.9,0.5,0.2,6,91.82769194953381,102.27070469373946,19,18,15,5.09415351162487
189,0.9,0.5,0.2,8,60.99034097448416,82.56010295352517,20,19,19,3.9870289690444944
190,0.9,0.5,0.3,1,83.55490438053869,90.66292895613184,17,18,12,5.846845303238321
191,0.9,0.5,0.3,2,89.16966183561783,111.39421878658416,18,19,19,4.931085073287621
192,0.9,0.5,0.3,4,36.667460244050766,38.70117812755498,21,20,17,6.359905659677666
193,0.9,0.5,0.3,6,53.530682104596515,95.40972384892001,25,23,19,9.319141591369885
194,0.9,0.5,0.3,8,58.44827762046597,68.41060628009305,22,22,15,7.035367794223696
195,0.9,0.5,0.4,1,57.57792074008417,97.91580853394885,14,13,12,5.006755436407894
196,0.9,0.5,0.4,2,106.32794453026537,140.06354997694424,14,12,12,3.4313845602030675
197,0.9,0.5,0.4,4,90.59675258081889,109.0404231479943,18,19,10,6.0141167265027375
198,0.9,0.5,0.4,6,83.82315089580061,103.88020697273548,20,20,21,4.88626646837849
199,0.9,0.5,0.4,8,47.106077891198545,44.43147163363336,23,21,17,8.147539505887652
200,0.9,1.0,0.05,1,72.23888295248372,43.60755590462995,14,14,14,1.0628264204469144
201,0.9,1.0,0.05,2,46.938763826810785,23.28243924545036,15,15,15,1.0584894897919384
202,0.9,1.0,0.05,4,47.20510595590059,24.91481615985668,16,17,16,1.562049935181331
203,0.9,1.0,0.05,6,31.233712466765,16.531109444427333,18,18,18,1.431642413453862
204,0.9,1.0,0.05,8,20.218044946540005,11.098776692727634,19,19,19,1.6998823488700623
205,0.9,1.0,0.1,1,87.96055854848908,56.60222321605928,9,9,9,0.8774964387392122
206,0.9,1.0,0.1,2,90.74487398425228,60.74171814059054,10,10,10,1.088852607105296
207,0.9,1.0,0.1,4,81.37526818172522,50.19640593139115,11,12,12,0.6003332407921456
208,0.9,1.0,0.1,6,77.51529926910298,40.09323690345888,13,14,13,1.2806248474865696
209,0.9,1.0,0.1,8,86.65047557437087,67.97467519965711,15,15,15,0.9314504817756021
210,0.9,1.0,0.2,1,48.702049885230416,30.873115220508268,6,5,5,1.330413469565007
211,0.9,1.0,0.2,2,38.12017613410451,21.48409369412853,6,6,6,1.0268398122394744
212,0.9,1.0,0.2,4,59.767960088500146,54.73809865241727,8,8,8,0.8039900496896714
213,0.9,1.0,0.2,6,43.54444613362979,28.622654943661182,10,10,10,0.42000000000000015
214,0.9,1.0,0.2,8,69.14700692014705,44.49735691252856,12,12,12,0.3919183588453086
215,0.9,1.0,0.3,1,62.16638463060777,52.58241117760712,5,5,4,2.3048644211753544
216,0.9,1.0,0.3,2,76.61514038306842,43.99113551415552,8,8,8,2.8864511081949753
217,0.9,1.0,0.3,4,39.34520981817279,34.522260063055384,7,7,7,1.3298120167903436
218,0.9,1.0,0.3,6,72.53783750107027,50.65552517294528,10,9,9,2.0784609690826534
219,0.9,1.0,0.3,8,56.49897680576096,61.829796966575195,11,11,11,1.9329769786523592
220,0.9,1.0,0.4,1,44.701888912820756,30.066775207550375,3,3,3,1.5236797563792728
221,0.9,1.0,0.4,2,35.29852862589414,19.370200821048854,4,4,4,1.0
222,0.9,1.0,0.4,4,35.623544988678184,19.183454128083874,6,6,6,0.4200000000000002
223,0.9,1.0,0.4,6,45.9565464057727,25.844797109181236,8,8,8,0.979999999999999
224,0.9,1.0,0.4,8,37.96671974595801,24.784791596538835,9,10,10,0.13999999999999996
