,TMSE,CB
0,0.9999999999398909,1
1,0.9999999999398909,2
2,0.9999999999398909,3
3,0.9999999999398909,4
4,0.9999999999397653,5
5,0.9999999999397666,6
6,0.9999999999397666,7
7,0.9999999999397666,8
8,0.9999999999397496,9
9,0.9999999994638672,10
10,0.9999999994638672,11
11,0.9999999994638672,12
12,0.9999999994638672,13
13,0.9999749871643527,14
14,0.9999749871643527,15
15,0.9999749871643527,16
16,0.9999749871643527,17
17,0.9999749871643521,18
18,0.9999749755362138,19
19,0.9999749755362138,20
20,0.9999749755362138,21
21,0.9999749755362136,22
22,0.999970888678821,23
23,0.9999708886788212,24
24,0.9999708886788212,25
25,0.999970887469489,26
26,0.9999708871027251,27
27,0.9999708871039267,28
28,0.9999708871039267,29
29,0.9999708871039267,30
30,0.9999707688272846,31
31,0.9997916041727738,32
32,0.9997916041676171,33
33,0.9997916041676171,34
34,0.9997915522209633,35
35,0.9997915522188426,36
36,0.9997915442272359,37
37,0.9997915442272359,38
38,0.9997915442272359,39
39,0.9997733438189612,40
40,0.9997719673938086,41
41,0.9997719584542929,42
42,0.9997719584542929,43
43,0.9997719580104593,44
44,0.9997719580084758,44
45,0.9997719241061813,44
46,0.9997719241061813,45
47,0.9997719241061813,46
48,0.9997715574498427,47
49,0.9997715574498381,48
50,0.9997715574483951,49
51,0.9997715574483951,50
52,0.9997715574483951,51
53,0.9997688429365971,52
54,0.9997307531972667,52
55,0.9997307531910544,52
56,0.9997307531910544,53
57,0.9997307530538794,54
58,0.9994056743907952,55
59,0.9992132619341301,56
60,0.9992132519383965,57
61,0.9992132519383965,58
62,0.9991972582223092,59
63,0.9995090294890303,60
64,0.9992775714029871,61
65,0.9992773483579386,62
66,0.9992773422950014,63
67,0.9992773422950014,64
68,0.9992767825083164,65
69,0.9992760734240909,66
70,0.9992760682682296,67
71,0.9992760681639855,68
72,0.9992750508498734,69
73,0.9992750508498734,70
74,0.999070305787107,71
75,0.9962897772621304,72
76,0.991226783635254,73
77,0.9876203384447173,74
78,0.9876200684487473,75
79,0.9876200683878483,76
80,0.9876200423669496,77
81,0.9876200423565785,78
82,0.9876200423542598,78
83,0.9876200423548507,79
84,0.9876200423548507,80
85,0.9876200423548507,81
86,0.9874688899128797,82
87,0.9844449882370696,83
88,0.9844448823155209,84
89,0.9844448823155209,85
90,0.9844356261262988,86
91,0.9783809099444499,87
92,0.9721900849488115,88
93,0.9677030198880371,89
94,0.9677030198427822,90
95,0.9677030198424684,91
96,0.9677025690033909,92
97,0.968079390939557,93
98,0.9680793179690383,94
99,0.9680793179685356,94
100,0.9680793179685356,95
101,0.9680793179685356,96
102,0.9675353837030432,97
103,0.9628011578299772,98
104,0.9587334196574143,98
105,0.9534946841381136,99
106,0.9534945038591331,100
107,0.9534944885615114,101
108,0.953397102556688,102
109,0.9535259749746701,102
110,0.9535089586252242,103
111,0.9535072102033849,104
112,0.9535072101817971,105
113,0.9535072101817971,106
114,0.9535072077180209,107
115,0.9535074947991625,108
116,0.9535073480643106,109
117,0.9535072805483542,109
118,0.9535072805483542,110
119,0.9535072805483542,111
120,0.9535053680821839,112
121,0.9514318553914102,113
122,0.9480786237915378,114
123,0.9479209772458822,115
124,0.9479209772458822,116
125,0.9479147709437561,117
126,0.9479141652583706,117
127,0.9479141602698545,117
128,0.9479141601698791,117
129,0.9479132859343422,117
130,0.9479132859343422,118
131,0.9478966064770596,119
132,0.9475189551881256,120
133,0.9467545232521513,121
134,0.9460884657627706,122
135,0.9460884624988702,123
136,0.9460884624407367,123
137,0.9460884316971205,123
138,0.946088820859502,123
139,0.9460886647951385,123
140,0.9460886647957192,124
141,0.9460886647957192,125
142,0.9460886647957192,125
143,0.9460860908107424,125
144,0.946043384910717,125
145,0.946043102525331,126
146,0.946043102525331,127
147,0.9421957183875422,128
148,0.9373462035426678,128
149,0.9336159267492488,129
150,0.9295442555906616,129
151,0.9295440975187963,129
152,0.9295440975185386,129
153,0.9295440627046704,129
154,0.9295513891531784,129
155,0.9295330765697372,129
156,0.9295330746024691,130
157,0.9295330746024691,130
158,0.9295330746024691,131
159,0.9295353732530937,132
160,0.9293982500157313,132
161,0.928605377936927,133
162,0.925106628009036,133
163,0.9251066280089358,134
164,0.925106628008935,135
165,0.9250280490615292,135
166,0.92502838889649,135
167,0.9250282659426408,135
168,0.9250282644959197,135
169,0.9250282644959197,135
170,0.9250282644959197,135
171,0.9250283046492682,136
172,0.9250232210948511,137
173,0.9249998663934476,138
174,0.9249998663424224,139
175,0.9249998663424224,139
176,0.9249998637112583,139
177,0.9250079122451613,140
