,eta,epsilon,sigma_init,mu,K,testing_mse,CB_size,tradeOff_dist
267,0.5,0.1,0.01,0.1,20,0.06968804320518315,15,0.06979293653921917
268,0.5,0.1,0.01,1.0,2,0.06968804320518315,15,0.06979293653921917
269,0.5,0.1,0.01,1.0,5,0.06968804320518315,15,0.06979293653921917
270,0.5,0.1,0.01,1.0,10,0.06968804320518315,15,0.06979293653921917
271,0.5,0.1,0.01,1.0,20,0.06968804320518315,15,0.06979293653921917
272,0.5,0.1,0.1,0.001,2,2.9421910940798594e-30,15,0.0038250000000000003
273,0.5,0.1,0.1,0.001,5,3.104943484404179e-30,15,0.0038250000000000003
274,0.5,0.1,0.1,0.001,10,3.204989796114212e-30,15,0.0038250000000000003
275,0.5,0.1,0.1,0.001,20,3.2072303459743146e-30,15,0.0038250000000000003
276,0.5,0.1,0.1,0.1,2,1.5709074562238436e-30,15,0.0038250000000000003
277,0.5,0.1,0.1,0.1,5,1.6239146286753946e-30,15,0.0038250000000000003
278,0.5,0.1,0.1,0.1,10,3.0624638013256892e-30,15,0.0038250000000000003
279,0.5,0.1,0.1,0.1,20,3.1307252441238602e-30,15,0.0038250000000000003
280,0.5,0.1,0.1,0.1,2,1.5709074562238436e-30,15,0.0038250000000000003
281,0.5,0.1,0.1,0.1,5,1.6239146286753946e-30,15,0.0038250000000000003
282,0.5,0.1,0.1,0.1,10,3.0624638013256892e-30,15,0.0038250000000000003
283,0.5,0.1,0.1,0.1,20,3.1307252441238602e-30,15,0.0038250000000000003
284,0.5,0.1,0.1,1.0,2,1.5967684631459113e-30,15,0.0038250000000000003
285,0.5,0.1,0.1,1.0,5,1.5684095924935216e-30,15,0.0038250000000000003
286,0.5,0.1,0.1,1.0,10,1.730709182243441e-30,15,0.0038250000000000003
287,0.5,0.1,0.1,1.0,20,2.651566666949972e-30,15,0.0038250000000000003
288,0.5,0.1,2.0,0.001,2,0.01797296085260149,15,0.018375471335700364
289,0.5,0.1,2.0,0.001,5,0.017968645486709924,15,0.018371250518869446
290,0.5,0.1,2.0,0.001,10,0.017962973806525635,15,0.0183657031712354
291,0.5,0.1,2.0,0.001,20,0.01796296321245671,15,0.018365692809476943
292,0.5,0.1,2.0,0.1,2,0.018914790031705892,15,0.01929766584184524
293,0.5,0.1,2.0,0.1,5,0.01851566910338715,15,0.018906629190475113
294,0.5,0.1,2.0,0.1,10,0.017980829016920788,15,0.018383167222645304
295,0.5,0.1,2.0,0.1,20,0.01797976356954429,15,0.01838212509523075
296,0.5,0.1,2.0,0.1,2,0.018914790031705892,15,0.01929766584184524
297,0.5,0.1,2.0,0.1,5,0.01851566910338715,15,0.018906629190475113
298,0.5,0.1,2.0,0.1,10,0.017980829016920788,15,0.018383167222645304
299,0.5,0.1,2.0,0.1,20,0.01797976356954429,15,0.01838212509523075
300,0.5,0.1,2.0,1.0,2,0.02301325914291446,15,0.023328967430620153
301,0.5,0.1,2.0,1.0,5,0.02104994574282226,15,0.021394645142552866
302,0.5,0.1,2.0,1.0,10,0.01820491325790382,15,0.018602405536053725
303,0.5,0.1,2.0,1.0,20,0.018195885705113306,15,0.018593570974762937
304,0.5,0.1,4.0,0.001,2,0.2480444367444013,15,0.24807392693478952
305,0.5,0.1,4.0,0.001,5,0.24804091289127744,15,0.24807040350057538
