,eta,epsilon,sigma_init,mu,K,MSE,MAE,MASE,MAPE,CB
36,0.05,0.35,0.4,0.2,2,0.1279738723329261,0.21865922717403355,8.562554898167395,34790.67093105856,138
37,0.05,0.35,0.4,0.2,4,0.1283686413613058,0.21910220549383894,8.573483895678855,34799.21449453305,138
38,0.05,0.35,0.4,0.2,6,0.1290485539401624,0.21980460032704446,8.59926201506236,34786.64117681187,138
39,0.05,0.35,0.4,0.2,8,0.12977364877334024,0.22054797104778137,8.618916789344626,34797.743706917354,138
40,0.05,0.35,0.4,0.3,1,0.11993182170280395,0.21358124132594458,8.375479912641856,38839.38024632049,138
41,0.05,0.35,0.4,0.3,2,0.12006284484520008,0.2137286084797978,8.379611729910506,38839.91841889031,138
42,0.05,0.35,0.4,0.3,4,0.12039561457712615,0.21411859765224872,8.388946288308679,38846.60138017182,138
43,0.05,0.35,0.4,0.3,6,0.1208566147404175,0.21461523370996785,8.407645728489236,38831.310472990146,138
44,0.05,0.35,0.4,0.3,8,0.12143223352563445,0.21521316510745087,8.422623556882241,38838.60332669686,138
45,0.05,0.35,0.4,0.4,1,0.11558181253694734,0.2113681964176205,8.295873698487815,41952.76627904559,138
46,0.05,0.35,0.4,0.4,2,0.11569033572970683,0.2114918526422475,8.299148118867679,41953.162166208385,138
47,0.05,0.35,0.4,0.4,4,0.11598375160022421,0.21184290575864917,8.307330928141706,41958.55399777737,138
48,0.05,0.35,0.4,0.4,6,0.11629005111186826,0.2121813016313746,8.320841628485994,41942.35061932539,138
49,0.05,0.35,0.4,0.4,8,0.1167824516432817,0.21268818852350244,8.332555246460975,41946.92474585192,138
50,0.05,0.35,0.6,0.05,1,0.12025547690492754,0.20246795453020805,7.899014102909779,23786.74687523749,138
51,0.05,0.35,0.6,0.05,2,0.12035510610506366,0.20257885117786897,7.9021429087015225,23787.9218775665,138
52,0.05,0.35,0.6,0.05,4,0.12049165299617445,0.2027694469711564,7.905197689460786,23794.14101589837,138
53,0.05,0.35,0.6,0.05,6,0.120814810018262,0.203102570077433,7.914694343189196,23796.39750351391,138
54,0.05,0.35,0.6,0.05,8,0.12104627297605447,0.20336915571485994,7.921514966300265,23801.025752817186,138
55,0.05,0.35,0.6,0.1,1,0.12176560218846186,0.20761578203870787,8.117446500416854,28821.08149677352,138
56,0.05,0.35,0.6,0.1,2,0.12190417932217297,0.20776654385143117,8.121604524663969,28822.62545857625,138
57,0.05,0.35,0.6,0.1,4,0.12212358905667858,0.20804535018299278,8.126262916682109,28831.926262909175,138
58,0.05,0.35,0.6,0.1,6,0.12254100652772831,0.2084607479851935,8.13815870119574,28834.473253149106,138
59,0.05,0.35,0.6,0.1,8,0.12285428102180881,0.2088033338022553,8.146938273310441,28840.657012803014,138
60,0.05,0.35,0.6,0.2,1,0.11779201948638511,0.20812934912950984,8.156433916453965,34871.080397392034,138
61,0.05,0.35,0.6,0.2,2,0.11794484608250923,0.2082979000907595,8.160971700916301,34872.70912562073,138
62,0.05,0.35,0.6,0.2,4,0.11821904127928162,0.20863371901419794,8.166848279828207,34883.59156081409,138
63,0.05,0.35,0.6,0.2,6,0.11864142666617453,0.20905474016962394,8.179078346897615,34885.72336876196,138
64,0.05,0.35,0.6,0.2,8,0.1189734058542929,0.2094114573372852,8.188263667585217,34891.862602018984,138
65,0.05,0.35,0.6,0.3,1,0.11444989395656897,0.20769677223826102,8.150437291878017,38906.35083625414,138
66,0.05,0.35,0.6,0.3,2,0.11459696259499784,0.20786131357357043,8.154782371772374,38907.75696359033,138
67,0.05,0.35,0.6,0.3,4,0.1148800110445231,0.20820534717685993,8.160974262774271,38918.17931585445,138
68,0.05,0.35,0.6,0.3,6,0.11526393281696436,0.20859074562696855,8.172276951220232,38919.56795299287,138
69,0.05,0.35,0.6,0.3,8,0.1155735632585831,0.20892065658496017,8.180762779313188,38924.990313347545,138
70,0.05,0.35,0.6,0.4,1,0.11215236797436909,0.20760982707943623,8.154220957528748,42003.70021768317,138
71,0.05,0.35,0.6,0.4,2,0.1122902035139764,0.20776498276390026,8.158246281995197,42004.947406213665,138
72,0.05,0.35,0.6,0.4,4,0.11256882059845523,0.20810119334693702,8.164420357937464,42014.66184789407,138
73,0.05,0.35,0.6,0.4,6,0.11291215835766204,0.2084463236422959,8.174589360383179,42015.51826873942,138
74,0.05,0.35,0.6,0.4,8,0.11319472751039152,0.20874500897414566,8.182235689200892,42020.093845968724,138
75,0.05,0.5,0.2,0.05,1,0.2751503394527874,0.3285771303903698,12.763450811064056,30725.581866509376,75
76,0.05,0.5,0.2,0.05,2,0.2843450583972104,0.3332456773463309,12.880601773187893,30711.5867323015,75
77,0.05,0.5,0.2,0.05,4,0.30085624687587714,0.3417356879089763,13.149109002261048,30068.65433941966,75
78,0.05,0.5,0.2,0.05,6,0.337764999820487,0.3630809366125221,14.003807496284885,30594.980217637854,75
79,0.05,0.5,0.2,0.05,8,0.36586968037584616,0.37444781602038485,14.237972532005085,30754.29036505587,75
80,0.05,0.5,0.2,0.1,1,0.1744776107264249,0.26160989629613296,10.25170540167518,36418.8265128396,75
81,0.05,0.5,0.2,0.1,2,0.17767746427908832,0.2640764960175606,10.32093970203938,36372.944041681294,75
82,0.05,0.5,0.2,0.1,4,0.1849681379416698,0.2695499103832161,10.50937632634196,35465.85538445362,75
83,0.05,0.5,0.2,0.1,6,0.20522546755784174,0.28526732580843084,11.134627386279087,35814.24046650293,75
84,0.05,0.5,0.2,0.1,8,0.22198245082938844,0.2956204382384828,11.348752548041476,35963.949732856025,75
85,0.05,0.5,0.2,0.2,1,0.13470908197393236,0.2300628316009062,9.058856664706914,42992.66403504783,75
86,0.05,0.5,0.2,0.2,2,0.13570375285456018,0.23111582090559393,9.093469874536385,42971.33706608937,75
87,0.05,0.5,0.2,0.2,4,0.13833367728016022,0.23381002400347214,9.195848319053125,42978.25622940797,75
88,0.05,0.5,0.2,0.2,6,0.14863284147277012,0.24434478567218582,9.593709155264127,43365.0593014118,75
89,0.05,0.5,0.2,0.2,8,0.15862683429859256,0.25277947465877904,9.768915086426485,43483.489620289954,75
90,0.05,0.5,0.2,0.3,1,0.12439986380270901,0.2223718965802074,8.768888059058963,46931.14887947672,75
91,0.05,0.5,0.2,0.3,2,0.12480623351175461,0.22291804159513065,8.787304486646105,46849.49311014938,75
92,0.05,0.5,0.2,0.3,4,0.12641854377933603,0.22480581846830872,8.871955507107836,47497.49117697152,75
93,0.05,0.5,0.2,0.3,6,0.13433411436274534,0.23344180854583477,9.195278312496317,47801.91533542417,75
94,0.05,0.5,0.2,0.3,8,0.14696582137946107,0.24439179108802825,9.423212038245326,47946.657314707445,75
95,0.05,0.5,0.2,0.4,1,0.12051176300725099,0.22048248955739885,8.702657451004537,50015.17194726678,75
96,0.05,0.5,0.2,0.4,2,0.12084277391160433,0.2209177917719481,8.714197117384177,49843.48696112637,75
97,0.05,0.5,0.2,0.4,4,0.12223248048813269,0.22251247960047424,8.79647237907705,50476.63813586259,75
98,0.05,0.5,0.2,0.4,6,0.12820073808262647,0.2291110429003078,9.047071485321617,50624.2721061935,75
99,0.05,0.5,0.2,0.4,8,0.14088160412670997,0.24030296360397807,9.281034455360226,50770.47711552299,75
100,0.05,0.5,0.4,0.05,1,0.17697156504372555,0.25691776798548827,10.056232274599152,32055.729407969986,75
101,0.05,0.5,0.4,0.05,2,0.17776395154695543,0.25763858780840754,10.076230225666807,32055.827239174934,75
