,MAPE_0,MAPE_1,MAPE_2,MAPE_3,MAPE_4,MAPE_5,MAPE_6,MAPE_7,MAPE_8,MAPE_9,MAPE_10,MAPE_11,MAPE_12,MAPE_13,MAPE_14,MAPE_15,MAPE_16,MAPE_17,MAPE_18,MAPE_19,MAPE_20,MAPE_21,MAPE_22,MAPE_23,MAPE_24,MAPE_25,MAPE_26,MAPE_27,MAPE_28,MAPE_29,MAPE_30,MAPE_31,MAPE_32,MAPE_33,MAPE_34,MAPE_35,MAPE_36,MAPE_37,MAPE_38,MAPE_39,MAPE_40,MAPE_41,MAPE_42,MAPE_43,MAPE_44,MAPE_45,MAPE_46,MAPE_47,MAPE_48,MAPE_49
0,4181.459559287411,4179.668234678879,5676.701314208905,5355.871416934996,3665.8472372516335,4911.568268527233,3257.5440831998594,3112.0748755888367,4991.50573837033,4544.509733620456,3038.5727574643033,3303.7339504283927,3464.7322525838,3400.19137436214,4171.039953511526,7376.465305131121,3309.54600481177,4384.271136749571,5085.903890615969,6677.4861792766515,5330.744217016938,8230.086361348647,3360.982274347096,10716.522527912766,3431.4698509076406,3975.878087931886,65129.44011553268,3427.511477675992,5753.614696540653,4321.507407487885,7646.964157858728,3364.252676400729,4645.37437398576,8201.024543142386,7464.9361389366495,5328.085658250002,6030.135676045529,6767.908305913461,3853.412433875698,4626.7295338468575,5089.195833459006,4539.214512012807,3395.0494496952538,5169.8965773988,3496.2033337343173,4135.10138365224,5900.232739974543,4928.312532954023,9055.738250856706,2943.2782354685687
