,eta,epsilon,mu,K,TMSE,TMSE_std,CB_mean,CB_median,CB_mode,CB_std
168,0.9,0.35,0.3,6,1.0433498996012787,0.5956011046576536,16,16,14,2.5
169,0.9,0.35,0.3,8,2.0520833556139673,0.7614946410381025,18,18,16,2.5
170,0.9,0.35,0.4,1,2.5463378606117644,0.0429171585065975,6,6,6,0.5
171,0.9,0.35,0.4,2,2.243799548380376,0.06192546368267293,9,9,9,0.5
172,0.9,0.35,0.4,4,2.4453093059611204,0.29986182246003557,10,10,9,1.0
173,0.9,0.35,0.4,6,1.2372974488464805,0.7296094353571256,13,13,9,4.5
174,0.9,0.35,0.4,8,1.2165903119861832,0.1562370958232937,14,14,14,0.5
175,0.9,0.5,0.05,1,2.0124117945650735,0.4733644112259985,13,13,11,2.5
176,0.9,0.5,0.05,2,1.9622423555147028,0.709936231242822,15,15,12,3.5
177,0.9,0.5,0.05,4,2.051226014176247,0.4293716012301322,16,16,13,3.0
178,0.9,0.5,0.05,6,1.9190287596737048,0.5125112613331729,14,14,12,2.5
179,0.9,0.5,0.05,8,1.9372005053566514,0.6757152094700342,16,16,13,3.0
180,0.9,0.5,0.1,1,2.2983832219770415,0.6328015561129849,12,12,11,1.0
181,0.9,0.5,0.1,2,2.2070188695396893,0.793302577499004,16,16,12,4.0
182,0.9,0.5,0.1,4,2.133580247890981,0.16707947683960644,16,16,12,4.5
183,0.9,0.5,0.1,6,1.8648239631332024,0.37919193577038957,14,14,12,2.0
184,0.9,0.5,0.1,8,2.017640121636368,0.6641453940770728,14,14,12,2.5
185,0.9,0.5,0.2,1,2.41774242201717,0.7493356555506594,8,8,7,1.0
186,0.9,0.5,0.2,2,1.8570398629912468,0.6367760787296591,15,15,11,4.0
187,0.9,0.5,0.2,4,2.388813294266071,0.18736990943137988,14,14,10,4.5
188,0.9,0.5,0.2,6,1.5413228475468546,0.2716364429601251,11,11,10,1.5
189,0.9,0.5,0.2,8,1.7071852919354287,0.2906681530365811,14,14,12,2.0
190,0.9,0.5,0.3,1,2.7150830799305634,0.4784974878037327,7,7,5,2.0
191,0.9,0.5,0.3,2,1.4130209456253655,0.8976853380045902,10,10,9,1.0
192,0.9,0.5,0.3,4,1.9991605431789836,0.5043273416382335,12,12,8,4.5
193,0.9,0.5,0.3,6,1.1122259193529007,0.30336086251963773,10,10,9,1.0
194,0.9,0.5,0.3,8,1.1824698599684076,0.478847091330398,12,12,11,1.0
195,0.9,0.5,0.4,1,1.7498295202067617,1.0072146510323732,8,8,8,0.0
196,0.9,0.5,0.4,2,1.4864815973285355,1.0196235089223475,11,11,10,1.5
197,0.9,0.5,0.4,4,0.6417383877530599,0.3458130085793212,13,13,9,4.0
198,0.9,0.5,0.4,6,1.2859219349517081,0.11497414149700347,11,11,10,1.0
199,0.9,0.5,0.4,8,1.0109936716253056,0.4260967353295649,13,13,12,1.0
200,0.9,1.0,0.05,1,2.8182613676797112,0.6645353886432044,7,7,5,2.0
201,0.9,1.0,0.05,2,2.8317791202572886,0.6238269231820015,7,7,6,1.0
202,0.9,1.0,0.05,4,2.7208653494016692,0.8285655698573177,7,7,6,1.0
203,0.9,1.0,0.05,6,2.688378608775576,0.5682870391942065,7,7,6,1.0
204,0.9,1.0,0.05,8,2.56232550972674,0.6943401382430426,7,7,6,1.0
205,0.9,1.0,0.1,1,3.0503777459213537,0.886994213284102,6,6,5,1.5
206,0.9,1.0,0.1,2,3.2956318748909217,0.49106856767909934,6,6,5,1.0
207,0.9,1.0,0.1,4,2.989924986923772,0.8611793782246213,7,7,6,1.0
208,0.9,1.0,0.1,6,2.771424306606069,0.48524134136371355,7,7,6,1.0
209,0.9,1.0,0.1,8,2.56232550972674,0.6943401382430426,7,7,6,1.0
210,0.9,1.0,0.2,1,3.4107116122197443,1.1437526847713813,5,5,4,1.0
211,0.9,1.0,0.2,2,3.2699700321237284,0.7316316631795756,5,5,4,1.0
212,0.9,1.0,0.2,4,3.2262757061375646,1.2178705254798248,6,6,6,0.5
213,0.9,1.0,0.2,6,2.7797792987332537,0.47688634923652895,6,6,6,0.5
214,0.9,1.0,0.2,8,2.56232550972674,0.6943401382430426,7,7,6,1.0
215,0.9,1.0,0.3,1,2.8314220374452983,1.2021922625741919,6,6,3,3.0
216,0.9,1.0,0.3,2,2.8010351046957176,0.3969320925436661,4,4,4,0.5
217,0.9,1.0,0.3,4,3.5446007197558735,1.2021660489194905,7,7,6,1.0
218,0.9,1.0,0.3,6,2.6047475802436533,0.6519180677261295,6,6,6,0.5
219,0.9,1.0,0.3,8,2.56232550972674,0.6943401382430426,7,7,6,1.0
220,0.9,1.0,0.4,1,1.4057407695791682,0.9816515704237592,6,6,3,3.0
221,0.9,1.0,0.4,2,2.7379167317355604,0.03658398845481292,4,4,4,0.5
222,0.9,1.0,0.4,4,2.830611151268886,0.3433352304839117,7,7,6,1.0
223,0.9,1.0,0.4,6,2.450315534369647,0.8063501136001356,6,6,6,0.5
224,0.9,1.0,0.4,8,2.56232550972674,0.6943401382430426,7,7,6,1.0
