,eta,epsilon,mu,K,testing_mse,CB_size,tradeOff_dist
50,0.05,2.0,0.1,15,0.03659961664706124,5,0.036621818137714604
51,0.05,2.0,0.1,20,0.03659961664706124,5,0.036621818137714604
52,0.05,2.0,0.1,5,0.036514206026994823,5,0.03653645941770802
53,0.05,2.0,0.1,10,0.03659961664706124,5,0.036621818137714604
54,0.05,2.0,0.1,15,0.03659961664706124,5,0.036621818137714604
55,0.05,2.0,0.1,20,0.03659961664706124,5,0.036621818137714604
56,0.05,2.0,1.0,5,0.036933547910154484,5,0.03695554878812756
57,0.05,2.0,1.0,10,0.03659961664706124,5,0.036621818137714604
58,0.05,2.0,1.0,15,0.03659961664706124,5,0.036621818137714604
59,0.05,2.0,1.0,20,0.03659961664706124,5,0.036621818137714604
60,0.05,2.0,1.5,5,0.036905031018437576,5,0.0369270488865796
61,0.05,2.0,1.5,10,0.03659961664706124,5,0.036621818137714604
62,0.05,2.0,1.5,15,0.03659961664706124,5,0.036621818137714604
63,0.05,2.0,1.5,20,0.03659961664706124,5,0.036621818137714604
64,0.1,0.01,0.1,5,0.7249063134696414,298,0.7287398615474153
65,0.1,0.01,0.1,10,1.5210020025180113,584,1.5280051070885858
66,0.1,0.01,0.1,15,0.9140608788884862,720,0.9316540829698499
67,0.1,0.01,0.1,20,0.9502568262713927,879,0.9753630357463727
68,0.1,0.01,0.1,5,0.7249063134696414,298,0.7287398615474153
69,0.1,0.01,0.1,10,1.5210020025180113,584,1.5280051070885858
70,0.1,0.01,0.1,15,0.9140608788884862,720,0.9316540829698499
71,0.1,0.01,0.1,20,0.9502568262713927,879,0.9753630357463727
72,0.1,0.01,1.0,5,3.1596530352006797,1325,3.1769849327393525
73,0.1,0.01,1.0,10,1.0898286439717955,2702,1.2822355687807145
74,0.1,0.01,1.0,15,1.2871916478140184,2934,1.4815638015968695
75,0.1,0.01,1.0,20,1.6931716649710116,2831,1.8351597006965654
76,0.1,0.01,1.5,5,,3992,
77,0.1,0.01,1.5,10,,3990,
78,0.1,0.01,1.5,15,,3961,
79,0.1,0.01,1.5,20,,3987,
80,0.1,0.1,0.1,5,0.5169835364882044,77,0.5173436643082145
81,0.1,0.1,0.1,10,0.36197244481602364,68,0.3623808642934796
82,0.1,0.1,0.1,15,0.8907146289392305,79,0.8909385785963873
83,0.1,0.1,0.1,20,0.6113050432397805,90,0.611720817359022
84,0.1,0.1,0.1,5,0.5169835364882044,77,0.5173436643082145
85,0.1,0.1,0.1,10,0.36197244481602364,68,0.3623808642934796
86,0.1,0.1,0.1,15,0.8907146289392305,79,0.8909385785963873
87,0.1,0.1,0.1,20,0.6113050432397805,90,0.611720817359022
88,0.1,0.1,1.0,5,0.31045124655695044,178,0.31363143813840544
89,0.1,0.1,1.0,10,0.644085284609044,890,0.6814991884440607
90,0.1,0.1,1.0,15,0.5372789757441803,856,0.5783662401772042
91,0.1,0.1,1.0,20,1.5118658479963532,445,1.5159608058382419
92,0.1,0.1,1.5,5,0.06410925317908112,2867,0.7196611955241018
93,0.1,0.1,1.5,10,,3737,
94,0.1,0.1,1.5,15,,3786,
95,0.1,0.1,1.5,20,0.09236272070310841,3414,0.8587067297981776
96,0.1,1.0,0.1,5,0.02695701957072404,9,0.027054960804562236
97,0.1,1.0,0.1,10,0.027151119010483567,11,0.027300288707657328
98,0.1,1.0,0.1,15,0.026754396372967643,11,0.026900515334875356
99,0.1,1.0,0.1,20,0.026754396372967643,11,0.026900515334875356
100,0.1,1.0,0.1,5,0.02695701957072404,9,0.027054960804562236
101,0.1,1.0,0.1,10,0.027151119010483567,11,0.027300288707657328
102,0.1,1.0,0.1,15,0.026754396372967643,11,0.026900515334875356
103,0.1,1.0,0.1,20,0.026754396372967643,11,0.026900515334875356
104,0.1,1.0,1.0,5,0.21299735096833983,17,0.21304024771045058
105,0.1,1.0,1.0,10,0.05308259320019436,13,0.053181991320909755
106,0.1,1.0,1.0,15,0.026754396372967643,11,0.026900515334875356
107,0.1,1.0,1.0,20,0.026754396372967643,11,0.026900515334875356
108,0.1,1.0,1.5,5,0.9779959915996657,1087,1.0150957418933513
109,0.1,1.0,1.5,10,0.032401720835616,492,0.12731707323885982
110,0.1,1.0,1.5,15,0.026754396372967643,11,0.026900515334875356
111,0.1,1.0,1.5,20,0.026754396372967643,11,0.026900515334875356
112,0.1,2.0,0.1,5,0.041109589260809744,5,0.04112935635519335
113,0.1,2.0,0.1,10,0.040702424485591485,5,0.04072238922270251
114,0.1,2.0,0.1,15,0.040702424485591485,5,0.04072238922270251
115,0.1,2.0,0.1,20,0.040702424485591485,5,0.04072238922270251
116,0.1,2.0,0.1,5,0.041109589260809744,5,0.04112935635519335
117,0.1,2.0,0.1,10,0.040702424485591485,5,0.04072238922270251
118,0.1,2.0,0.1,15,0.040702424485591485,5,0.04072238922270251
119,0.1,2.0,0.1,20,0.040702424485591485,5,0.04072238922270251
120,0.1,2.0,1.0,5,0.043827139570640807,5,0.04384568151989919
121,0.1,2.0,1.0,10,0.040702424485591485,5,0.04072238922270251
122,0.1,2.0,1.0,15,0.040702424485591485,5,0.04072238922270251
123,0.1,2.0,1.0,20,0.040702424485591485,5,0.04072238922270251
124,0.1,2.0,1.5,5,0.04064978030211212,5,0.04066977088219188
125,0.1,2.0,1.5,10,0.040702424485591485,5,0.04072238922270251
126,0.1,2.0,1.5,15,0.040702424485591485,5,0.04072238922270251
127,0.1,2.0,1.5,20,0.040702424485591485,5,0.04072238922270251
128,0.5,0.01,0.1,5,7.609008060042082,577,7.610379061537301
129,0.5,0.01,0.1,10,9.576528347258613,847,9.578874077180092
130,0.5,0.01,0.1,15,9.879331853560199,923,9.88202803342483
131,0.5,0.01,0.1,20,9.50774810383033,1485,9.514996387887608
132,0.5,0.01,0.1,5,7.609008060042082,577,7.610379061537301
133,0.5,0.01,0.1,10,9.576528347258613,847,9.578874077180092
134,0.5,0.01,0.1,15,9.879331853560199,923,9.88202803342483
135,0.5,0.01,0.1,20,9.50774810383033,1485,9.514996387887608
136,0.5,0.01,1.0,5,1.9733410268708726,2431,2.0648528321243114
137,0.5,0.01,1.0,10,1.6341033803697933,2556,1.7546619441821223
138,0.5,0.01,1.0,15,1.1071200354424326,2869,1.3192336915338592
139,0.5,0.01,1.0,20,2.5350062340818935,3469,2.6792578323967002
140,0.5,0.01,1.5,5,,3998,
141,0.5,0.01,1.5,10,,3995,
142,0.5,0.01,1.5,15,,3998,
143,0.5,0.01,1.5,20,,3997,
144,0.5,0.1,0.1,5,8.823734464583731,48,8.823742658424925
145,0.5,0.1,0.1,10,6.628655930441314,68,6.62867779385903
146,0.5,0.1,0.1,15,4.052227433071132,90,4.052291013653172
147,0.5,0.1,0.1,20,6.675744211204028,121,6.6758137705488085
148,0.5,0.1,0.1,5,8.823734464583731,48,8.823742658424925
149,0.5,0.1,0.1,10,6.628655930441314,68,6.62867779385903
150,0.5,0.1,0.1,15,4.052227433071132,90,4.052291013653172
151,0.5,0.1,0.1,20,6.675744211204028,121,6.6758137705488085
152,0.5,0.1,1.0,5,3.3177212572046644,436,3.3195178837457253
153,0.5,0.1,1.0,10,1.3097627183740814,1653,1.3734171267563482
154,0.5,0.1,1.0,15,2.869117001274197,1300,2.8874711893801885
155,0.5,0.1,1.0,20,1.4167503715067546,2631,1.5620649540878662
156,0.5,0.1,1.5,5,,3948,
157,0.5,0.1,1.5,10,,3952,
158,0.5,0.1,1.5,15,,3941,
159,0.5,0.1,1.5,20,,3931,
160,0.5,1.0,0.1,5,0.3186406553213844,9,0.3186498828630591
161,0.5,1.0,0.1,10,0.34186925618273645,11,0.34188113551779586
162,0.5,1.0,0.1,15,0.34327317060005214,11,0.34328458988689325
163,0.5,1.0,0.1,20,0.34327317060005214,11,0.34328458988689325
164,0.5,1.0,0.1,5,0.3186406553213844,9,0.3186498828630591
165,0.5,1.0,0.1,10,0.34186925618273645,11,0.34188113551779586
166,0.5,1.0,0.1,15,0.34327317060005214,11,0.34328458988689325
167,0.5,1.0,0.1,20,0.34327317060005214,11,0.34328458988689325
168,0.5,1.0,1.0,5,0.2896718563601599,26,0.28974646674660437
169,0.5,1.0,1.0,10,0.24450110658817784,10,0.24451601404170545
170,0.5,1.0,1.0,15,0.34327317060005214,11,0.34328458988689325
171,0.5,1.0,1.0,20,0.34327317060005214,11,0.34328458988689325
172,0.5,1.0,1.5,5,0.3111476801462067,1043,0.4059599011729682
173,0.5,1.0,1.5,10,0.35670372624693747,156,0.35883757320471626
174,0.5,1.0,1.5,15,0.34327317060005214,11,0.34328458988689325
175,0.5,1.0,1.5,20,0.34327317060005214,11,0.34328458988689325
176,0.5,2.0,0.1,5,0.307052360051007,5,0.3070550071858351
177,0.5,2.0,0.1,10,0.29668881436940087,5,0.2966915539696417
178,0.5,2.0,0.1,15,0.29668881436940087,5,0.2966915539696417
179,0.5,2.0,0.1,20,0.29668881436940087,5,0.2966915539696417
180,0.5,2.0,0.1,5,0.307052360051007,5,0.3070550071858351
181,0.5,2.0,0.1,10,0.29668881436940087,5,0.2966915539696417
182,0.5,2.0,0.1,15,0.29668881436940087,5,0.2966915539696417
183,0.5,2.0,0.1,20,0.29668881436940087,5,0.2966915539696417
184,0.5,2.0,1.0,5,0.4557632032937663,5,0.4557649866999383
185,0.5,2.0,1.0,10,0.29668881436940087,5,0.2966915539696417
186,0.5,2.0,1.0,15,0.29668881436940087,5,0.2966915539696417
187,0.5,2.0,1.0,20,0.29668881436940087,5,0.2966915539696417
188,0.5,2.0,1.5,5,0.2913644342751553,5,0.2913672239382482
189,0.5,2.0,1.5,10,0.29668881436940087,5,0.2966915539696417
190,0.5,2.0,1.5,15,0.29668881436940087,5,0.2966915539696417
191,0.5,2.0,1.5,20,0.29668881436940087,5,0.2966915539696417
192,0.9,0.01,0.1,5,30.480255483244644,467,30.48047965393368
193,0.9,0.01,0.1,10,2991.4757299358116,1116,2991.4757429462798
194,0.9,0.01,0.1,15,667.2646828067408,1306,667.2647627357078
195,0.9,0.01,0.1,20,29006.319855462432,1028,29006.31985660229
196,0.9,0.01,0.1,5,30.480255483244644,467,30.48047965393368
197,0.9,0.01,0.1,10,2991.4757299358116,1116,2991.4757429462798
198,0.9,0.01,0.1,15,667.2646828067408,1306,667.2647627357078
199,0.9,0.01,0.1,20,29006.319855462432,1028,29006.31985660229
200,0.9,0.01,1.0,5,2.345745906743027,2558,2.4313741052389832
201,0.9,0.01,1.0,10,2.0907646782260043,2186,2.1610657475751376
202,0.9,0.01,1.0,15,4.143755339301355,3380,4.229044551017226
203,0.9,0.01,1.0,20,,3927,
204,0.9,0.01,1.5,5,,3999,
205,0.9,0.01,1.5,10,,3998,
206,0.9,0.01,1.5,15,,3998,
207,0.9,0.01,1.5,20,,3998,
208,0.9,0.1,0.1,5,18.546086566233576,45,18.546090023987656
209,0.9,0.1,0.1,10,36.192171231578,69,36.19217537827047
210,0.9,0.1,0.1,15,67.59190570073365,120,67.59191236943585
211,0.9,0.1,0.1,20,22.439394451459595,94,22.43940699358654
212,0.9,0.1,0.1,5,18.546086566233576,45,18.546090023987656
213,0.9,0.1,0.1,10,36.192171231578,69,36.19217537827047
214,0.9,0.1,0.1,15,67.59190570073365,120,67.59191236943585
215,0.9,0.1,0.1,20,22.439394451459595,94,22.43940699358654
216,0.9,0.1,1.0,5,3.713899674280642,942,3.721373008211735
217,0.9,0.1,1.0,10,12.621719427435512,1933,12.63097004827927
218,0.9,0.1,1.0,15,11.67811519996384,2969,11.701686124064619
219,0.9,0.1,1.0,20,6.128226101171334,3407,6.187158584738444
220,0.9,0.1,1.5,5,,3965,
221,0.9,0.1,1.5,10,,3963,
222,0.9,0.1,1.5,15,,3935,
223,0.9,0.1,1.5,20,,3932,
224,0.9,1.0,0.1,5,1.3159473420453631,9,1.3159495305809628
225,0.9,1.0,0.1,10,1.600556385304546,11,1.6005587909115222
226,0.9,1.0,0.1,15,1.5921630495673702,11,1.592165511624865
227,0.9,1.0,0.1,20,1.5921630495673702,11,1.592165511624865
228,0.9,1.0,0.1,5,1.3159473420453631,9,1.3159495305809628
