,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,mean_CB,mean_TMSE
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866729636389,12.138186185734618,12.107164293728173,12.193299154790207,12.325062484017849,12.396379557359996,12.3703583866818,12.271412163333707,12.155933588204665,1.0,12.245073615943044
38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866745665497,12.138186180827665,12.107164271858814,12.193299119276373,12.325062440992872,12.396379515640934,12.37035835496883,12.271412147146169,12.155933586543387,1.0,12.24507359588006
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866767192395,12.138186167499606,12.107164242293425,12.19329907880478,12.325062396920162,12.396379477164365,12.370358330083242,12.2714121400243,12.155933576748147,1.0,12.245073575192269
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866795995474,12.138186146094627,12.107164206251523,12.19329903527658,12.325062354050747,12.396379444067762,12.370358313603479,12.271412142714919,12.155933558991169,1.0,12.245073555227364
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866831136744,12.138186117391625,12.107164165340432,12.193298990831009,12.32506231466638,12.396379418297135,12.370358306735975,12.271412155485304,12.155933533866238,1.0,12.245073537083426
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866876246471,12.138186082581704,12.107164121487731,12.193298947743918,12.325062280962042,12.396379401497871,12.37035831023703,12.271412178089431,12.15593350237532,1.0,12.245073522357947
43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866921170141,12.1381860432233,12.107164076854264,12.19329890831495,12.325062254928094,12.396379394916654,12.370358324354818,12.271412209759403,12.155933465893376,1.0,12.245073511046112
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866967904297,12.138186001176486,12.107164033731356,12.193298874748816,12.325062238238171,12.396379399320107,12.370358348795396,12.271412249223658,12.15593342611231,1.0,12.245073504361178
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867015681912,12.138185958518617,12.10716399442692,12.193298849036537,12.325062232148957,12.396379414935005,12.370358382715468,12.271412294752093,12.155933384966106,1.0,12.24507350302018
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867058424399,12.138185917445224,12.107163961146002,12.193298832842897,12.325062237417455,12.396379441414037,12.370358424743358,12.271412344226896,12.155933344540221,1.0,12.245073506911163
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867094302183,12.138185880160611,12.107163935871647,12.193298827406215,12.325062254240866,12.396379477830061,12.37035847302836,12.271412395236544,12.15593330696933,1.0,12.245073516116202
48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867124566923,12.138185848763474,12.107163920252388,12.193298833456117,12.325062282223062,12.396379522700201,12.370358525317014,12.271412445189045,12.155933274328213,1.0,12.245073530755159
49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867143938361,12.138185825133183,12.107163915502449,12.193298851154434,12.325062320370582,12.396379574039875,12.370358579053589,12.271412491439346,12.155933248521215,1.0,12.245073549905893
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867157448816,12.138185810822774,12.107163922320446,12.193298880063185,12.325062367119514,12.396379629445187,12.370358631500467,12.27141253142493,12.155933231175961,1.0,12.245073573480143
51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867157337271,12.138185806964412,12.107163940831551,12.193298919142489,12.325062420393206,12.396379686200566,12.37035867987313,12.271412562802801,12.155933223547052,1.0,12.245073599676944
52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867148428297,12.138185814193006,12.107163970557181,12.193298966779754,12.325062477689048,12.396379741407154,12.370358721483226,12.27141258358084,12.15593322643519,1.0,12.2450736278393
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867127599868,12.138185832592352,12.107164010414852,12.193299020849858,12.325062536191062,12.3963797921261,12.370358753882684,12.271412592236322,12.155933240126592,1.0,12.24507365622441
54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867098129396,12.138185861667987,12.107164058749545,12.193299078804605,12.325062592903473,12.396379835529972,12.370358775001346,12.271412587814929,12.155933264356696,1.0,12.245073683661994
55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867053965088,12.138185900348837,12.107164113396198,12.193299137787816,12.325062644799232,12.396379869054686,12.37035878327066,12.271412570004184,12.155933298301111,1.0,12.245073707880868
56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866993744207,12.13818594701925,12.10716417177134,12.193299194771317,12.325062688976328,12.396379890544072,12.370358777726356,12.271412539176389,12.155933340595325,1.0,12.245073727147174
57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866928970193,12.138185999580523,12.107164230990318,12.193299246705438,12.325062722814113,12.396379898379234,12.37035875808386,12.27141249639758,12.155933389383435,1.0,12.245073741256077
58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866858459712,12.138186055540153,12.107164288005045,12.1932992906769,12.325062744121487,12.396379891585251,12.370358724781351,12.271412443400585,12.155933442394463,1.0,12.245073748773883
59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866792891877,12.138186112125572,12.107164339755911,12.193299324066128,12.325062751268842,12.396379869908756,12.37035867898685,12.271412382522175,12.15593349704348,1.0,12.245073749841065
60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866730825262,12.138186166416759,12.107164383330577,12.193299344695774,12.325062743296268,12.396379833861083,12.370358622567501,12.271412316606115,12.155933550553192,1.0,12.245073743572503
61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.24786667176563,12.138186215492242,12.107164416121623,12.193299350962393,12.325062719991339,12.396379784723317,12.370358558021108,12.27141224887585,12.155933600090629,1.0,12.24507372956046
62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866623855334,12.13818625658106,12.107164435974832,12.193299341943675,12.325062681931199,12.396379724511391,12.370358488371972,12.271412182782239,12.155933642912268,1.0,12.245073708762666
63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866594416928,12.138186287213166,12.107164441320046,12.19329931747472,12.325062630485254,12.396379655901454,12.370358417035026,12.271412121833304,12.155933676510527,1.0,12.245073682465602
64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866576835099,12.138186305360419,12.107164431277026,12.193299278188032,12.32506256777669,12.396379582117715,12.370358347654102,12.271412069414081,12.155933698753978,1.0,12.245073650819684
65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866575436221,12.138186309560297,12.10716440572985,12.193299225513703,12.325062496603147,12.396379506787184,12.370358283921698,12.271412028605601,12.155933708013823,1.0,12.245073615574613
66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866588760798,12.13818629901546,12.10716436536464,12.193299161638096,12.325062420319,12.396379433767443,12.37035822938888,12.27141200201228,12.155933703269389,1.0,12.245073578170665
67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866620224906,12.1381862736628,12.107164311667193,12.193299089421457,12.32506234268375,12.39637936695536,12.370358187274817,12.27141199160701,12.155933684186438,1.0,12.245073540853747
68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866667187031,12.138186234207096,12.107164246878924,12.193299012277045,12.325062267683103,12.396379310085972,12.370358160285758,12.27141199860264,12.15593365116301,1.0,12.24507350537451
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866724622927,12.13818618211638,12.10716417391167,12.19329893401646,12.325062199330864,12.396379266531488,12.370358150453258,12.271412023357527,12.155933605339124,1.0,12.245073473297744
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.24786679251717,12.138186119577238,12.10716409622411,12.193298858667763,12.32506214146117,12.396379239110917,12.370358159000718,12.271412065321483,12.155933548568317,1.0,12.245073446716543
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866859065034,12.138186049410955,12.107164017664541,12.193298790274799,12.325062097521517,12.396379229920631,12.37035818624639,12.271412123026508,12.155933483350914,1.0,12.245073426275699
72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866936113521,12.138185974953247,12.107163942286801,12.193298732687285,12.32506207037731,12.396379240195424,12.37035823154924,12.271412194124716,12.155933412730887,1.0,12.245073415002048
73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.2478670121279,12.138185899902005,12.107163874147775,12.193298689352305,12.325062062138624,12.396379270208636,12.370358293302333,12.271412275473486,12.155933340160113,1.0,12.245073412979242
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867085510466,12.138185828140031,12.10716381709624,12.193298663118016,12.325062074019064,12.396379319217969,12.370358368976053,12.271412363265481,12.155933269335728,1.0,12.245073420964339
75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867151855939,12.138185763540523,12.107163774563714,12.193298656060456,12.325062106235396,12.396379385461891,12.370358455210994,12.271412453198737,12.155933204017863,1.0,12.24507343890506
76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867215576132,12.138185709764995,12.10716374936826,12.19329866934328,12.325062157954882,12.396379466208737,12.370358547957922,12.271412540679757,12.155933147836478,1.0,12.245073467187828
77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867257177383,12.138185670063594,12.107163743542094,12.193298703119266,12.325062227295001,12.39637955785834,12.370358642659468,12.271412621050512,12.155933104096835,1.0,12.245073502984722
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867281949265,12.138185647088608,12.107163758192932,12.193298756480356,12.32506231137777,12.396379656093051,12.370358734466079,12.271412689828514,12.155933075593715,1.0,12.245073545674476
79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867287679366,12.13818564273137,12.10716379340784,12.193298827460923,12.325062406438144,12.396379756072445,12.370358818476285,12.271412742948032,12.155933064444508,1.0,12.245073593295436
80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867276549663,12.138185657991944,12.107163848206273,12.193298913096289,12.325062507983075,12.396379852663447,12.370358889990015,12.271412776989827,12.155933071950594,1.0,12.245073643935681
81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867248697322,12.13818569288991,12.107163920546936,12.1932990095357,12.325062610995134,12.39637994069542,12.370358944762113,12.271412789386813,12.155933098495575,1.0,12.24507369511166
82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867205112343,12.138185746422659,12.107164007390216,12.19329911220615,12.325062710171906,12.396380015228,12.370358979242905,12.27141277859379,12.155933143487113,1.0,12.24507374420612
83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867144711847,12.138185816575179,12.107164104815261,12.193299216020618,12.325062800190231,12.396380071818207,12.370358990792575,12.271412744210757,12.155933205347342,1.0,12.24507378827578
84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867075052769,12.138185900383258,12.10716420818787,12.193299315621637,12.325062875982589,12.396380106772876,12.370358977856954,12.271412687051336,12.155933281554276,1.0,12.245073825384841
85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866995832405,12.138185994048786,12.107164312372392,12.193299405649027,12.325062933011672,12.396380117372528,12.370358940093876,12.271412609150435,12.15593336873422,1.0,12.245073852918372
86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866907063063,12.138186093103084,12.107164411978466,12.19329948101883,12.325062967528797,12.396380102053786,12.370358878441314,12.271412513708233,12.155933462802373,1.0,12.245073868633105
87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866811661124,12.138186192612094,12.107164501631106,12.193299537199357,12.325062976801975,12.39638006053898,12.370358795121346,12.271412404970926,12.155933559146286,1.0,12.245073871075911
88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866721124673,12.138186287414124,12.107164576251046,12.193299570469913,12.325062959300508,12.396379993903968,12.370358693577105,12.271412288052002,12.155933652844329,1.0,12.245073860326407
89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866640303226,12.138186372379137,12.107164631331198,12.193299578148013,12.325062914824576,12.396379904578037,12.370358578343316,12.271412168701072,12.155933738909143,1.0,12.245073836390857
90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866565763069,12.138186442677044,12.107164663194675,12.193299558772,12.325062844570871,12.396379796273122,12.370358454854603,12.271412053030385,12.155933812544502,1.0,12.245073799075588
91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.24786650616722,12.13818649404118,12.1071646692203,12.193299512227707,12.325062751128117,12.396379673843176,12.370358329199112,12.271411947211588,12.155933869402693,1.0,12.245073750271231
92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866464609682,12.138186523013495,12.10716464802253,12.193299439810273,12.325062638399878,12.396379543078218,12.370358207828216,12.271411857157382,12.155933905829123,1.0,12.245073691972088
93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.24786644018559,12.138186527157718,12.107164599574698,12.193299344215266,12.32506251145565,12.396379410441222,12.370358097235714,12.27141178820396,12.15593391908092,1.0,12.245073626394525
94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866438544401,12.138186505228177,12.107164525266722,12.19329922945657,12.325062376315111,12.396379282759291,12.370358003621964,12.271411744810589,12.155933907507217,1.0,12.24507355705667
95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866457282239,12.138186457283854,12.10716442789174,12.193299100712302,12.325062239673978,12.396379166883362,12.370357932559806,12.271411730292485,12.155933870680101,1.0,12.245073487028874
96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866496630243,12.138186384739502,12.107164311559277,12.193298964103773,12.325062108583415,12.396379069332882,12.370357888679507,12.271411746601922,12.15593380946758,1.0,12.245073419966458
97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866559621263,12.138186290348369,12.107164181536405,12.193298826416132,12.325061990097755,12.396378995943273,12.370357875389821,12.27141179417078,12.155933726042297,1.0,12.245073359951789
98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866644699716,12.138186178114886,12.107164044022102,12.193298694772833,12.325061890907518,12.396378951534547,12.370357894650802,12.27141187182498,12.155933623822875,1.0,12.245073310483363
99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866745143583,12.1381860531387,12.107163905863672,12.193298576278881,12.32506181697628,12.396378939619035,12.370357946812215,12.271411976778317,12.155933507348141,1.0,12.245073274217647
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866865143505,12.138185921395195,12.107163774227446,12.193298477650112,12.325061773200305,12.396378962164931,12.370358030528514,12.27141210470923,12.155933382087891,1.0,12.245073254567457
101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247866995460145,12.13818578946124,12.107163656239015,12.193298404847251,12.32506176310961,12.39637901943008,12.370358142757865,12.271412249920296,12.155933254197294,1.0,12.245073252824755
102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867127672876,12.138185664198106,12.107163558610301,12.193298362733954,12.325061788627686,12.396379109877524,12.370358278848961,12.271412405575866,12.15593313022525,1.0,12.245073269596725
103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.24786725517727,12.138185552406066,12.107163487272478,12.193298354777783,12.325061849904744,12.396379230180536,12.370358432714816,12.271412564009081,12.155933016789952,1.0,12.245073304803636
104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867367972495,12.138185460467572,12.107163447034116,12.19329838281143,12.325061945236211,12.396379375320706,12.370358597088478,12.271412717085557,12.155932920237026,1.0,12.245073357028176
105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.24786745883378,12.138185393996993,12.107163441283491,12.193298446869228,12.32506207107429,12.396379538777907,12.370358763851037,12.271412856607386,12.155932846297413,1.0,12.245073424176837
106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867522844762,12.138185357515715,12.107163471752617,12.193298545110665,12.325062222135802,12.396379712806322,12.370358924418172,12.27141297473825,12.155932799762816,1.0,12.245073503453902
107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867556430965,12.13818535417051,12.107163538357927,12.193298673838465,12.325062391604842,12.39637988878592,12.370359070167758,12.271413064428202,12.155932784196466,1.0,12.245073591331227
108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867560612626,12.138185385512058,12.107163639129219,12.193298827614253,12.32506257142362,12.396380057634472,12.370359192888031,12.271413119815765,12.155932801695908,1.0,12.245073684036218
109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867532612002,12.138185451347484,12.10716377023427,12.193298999469778,12.325062752660132,12.396380210261249,12.37035928522374,12.27141313658496,12.155932852722442,1.0,12.245073776790672
110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.247867475573411,12.138185549678024,12.107163926101734,12.193299181206585,12.325062925936763,12.396380338040608,12.370359341096735,12.271413112256306,12.155932936009021,1.0,12.24507386509991
