,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,CB_20,CB_21,CB_22,CB_23,CB_24,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,TMSE_20,TMSE_21,TMSE_22,TMSE_23,TMSE_24,mean_CB,mean_TMSE
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143608376169293,12.105653243531595,12.185428324052015,12.31779203891976,12.394761986554167,12.374481705473995,12.278682804381797,12.162250696131292,12.10387808313611,12.162163887585642,12.293504786468224,12.387227849722834,12.385622794245585,12.301107272524638,12.183082656050058,12.10692659217465,12.141944139443499,12.267547017154838,12.375832315544503,12.393508761029839,12.322171030765745,12.205490469037137,12.114525464763393,12.125526360561288,12.24075700906784,1.0,12.242939026579593
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143531072122018,12.105563481798894,12.185368391007133,12.317774062374715,12.39478747162902,12.374541316747866,12.278763485392119,12.162176158780643,12.103784559509199,12.162096914551249,12.293478123197529,12.387245299373644,12.385676815934184,12.30118410890525,12.183009423019577,12.106830074380445,12.14187066469345,12.267511819405726,12.375841424181694,12.393556642410626,12.322244492721298,12.205428575742365,12.114426757659993,12.125446973541614,12.240713518570027,1.0,12.24291406510601
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.14348628493727,12.10551120125298,12.185333377442657,12.31776349241893,12.394802632252281,12.374577376969155,12.278813080673867,12.162132988806212,12.103730107007209,12.162057818978134,12.293462471378007,12.387255650953412,12.385709381463862,12.30123123128767,12.182967003940858,12.106773894373015,12.141827802943212,12.26749118728565,12.375846813521976,12.393585407945375,12.322289406493608,12.20539282453211,12.114369315294294,12.125400690108645,12.240688057112981,1.0,12.242899979974936
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143460134036324,12.105480589553784,12.18531283620086,12.317757264060896,12.394811616103043,12.374598959499876,12.278843035349453,12.162107799413228,12.103698230767726,12.162034894512274,12.29345325984503,12.3872617735635,12.385728833230946,12.301259655311478,12.182942251357758,12.106741012869877,12.141802681013596,12.26747905662839,12.375849993985618,12.393602555680243,12.32231645121296,12.205371998378014,12.11433569959005,12.125373572851386,12.240673099344626,1.0,12.24289189017444
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143444801665241,12.105462609325928,12.185300753479261,12.317753585500391,12.394816922438038,12.374611792779248,12.278860944457199,12.162093037807404,12.103679511020605,12.162021415057506,12.293447826880529,12.387265383543124,12.385740385167495,12.301276636027632,12.182927745689872,12.106721705544148,12.141787914245947,12.267471908537404,12.375851863238754,12.393612726488941,12.322332591210506,12.205359806587312,12.114315963426186,12.125357637660745,12.240664291485983,1.0,12.242887190370613
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143435799817096,12.105452028185224,12.185293632149206,12.317751405147808,12.394820044924414,12.374619389222817,12.278871585175864,12.162084366442327,12.103668496733016,12.162013473724336,12.29344461394685,12.387267502471914,12.385747216958844,12.301286719732959,12.182919225216324,12.106710347387288,12.141779217436017,12.267467686778772,12.375852953682061,12.393618735677045,12.32234216903155,12.205352650252294,12.11430435462823,12.125348255413122,12.240659093995879,1.0,12.242884438565252
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.1434304995883,12.105445792496988,12.185289426026351,12.317750104601576,12.394821872312368,12.374623868766575,12.278877880932864,12.162079266310451,12.10366200760521,12.16200878609202,12.293442705589054,12.387268736891711,12.385751241974283,12.30129268302514,12.182914214698569,12.106703657366587,12.141774086397676,12.267465184908238,12.375853580954745,12.39362227237302,12.322347829782888,12.205348444241816,12.11429751856192,12.125342722290505,12.240656018362376,1.0,12.242882816086047
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143427375928809,12.10544211156851,12.185286933600672,12.317749320027014,12.394822932360423,12.374626499858332,12.278881594310317,12.162076264396653,12.103658178947674,12.162006011215938,12.293441563319794,12.387269446694923,12.385753603169338,12.30129619814285,12.182911266591296,12.106699711954594,12.141771051624055,12.26746369357294,12.375853932431792,12.39362434395255,12.322351164182132,12.205345970946295,12.114293488707462,12.125339452050675,12.24065418978079,1.0,12.242881851973435
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143425534920384,12.10543993238924,12.185285448066129,12.317748837596174,12.394823538400715,12.37462803794894,12.278883779268485,12.162074495714606,12.103655914276267,12.162004360334826,12.293440870406672,12.387269845651904,12.38575498068147,12.301298264458554,12.18290953078486,12.106697380091541,12.141769248804751,12.267462795440144,12.375854119738195,12.393625549399959,12.322353122143781,12.205344515893948,12.114291108726265,12.125337511794946,12.240653093561786,1.0,12.242881272659782
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.14342444193677,12.105438634883665,12.185284553453222,12.31774853204036,12.39482387673494,12.374628931974437,12.278885063166763,12.162073451059527,12.10365456786399,12.162003369170302,12.293440440869858,12.387270061122841,12.385755778579423,12.301299476704832,12.182908506764356,12.106695995634114,12.141768169127426,12.26746224519817,12.375854209818401,12.393626244504683,12.322354268776758,12.205343658605575,12.11428969752744,12.125336352276891,12.240652426988985,1.0,12.24288091819135
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.14342376859796,12.105437853843991,12.185284005199755,12.317748330438741,12.394824058502813,12.374629448552348,12.278885818493547,12.162072830287862,12.103653759307859,12.162002764624997,12.293440165944201,12.387270169405406,12.38575623688738,12.301300188015746,12.182907899442728,12.106695166067256,12.141767513181936,12.267461899053055,12.375854243270044,12.393626640691684,12.32235493962625,12.205343151206518,12.114288853704595,12.125335650187296,12.240652012376408,1.0,12.242880694676417
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143423345221482,12.10543737442706,12.185283659935553,12.31774819082706,12.39482415036543,12.374629746079268,12.278886266062713,12.162072456462022,12.103653264726551,12.162002386447877,12.293439982501718,12.387270216601946,12.385756498312308,12.301300607801466,12.182907534798485,12.106694660286111,12.14176710514154,12.267461673189246,12.375854245129428,12.3936268637939,12.322355333739065,12.205342847491133,12.114288340825667,12.12533521554204,12.240651745886044,1.0,12.242880548463807
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143423077056568,12.10543707065176,12.185283434096572,12.317748089526317,12.394824192607748,12.374629918723233,12.278886536560217,12.162072225425057,12.103652952738807,12.162002141080997,12.293439854381589,12.387270230903544,12.385756647818514,12.30130086008327,12.182907310329002,12.10669434257484,12.14176684221714,12.267461519237585,12.375854231189523,12.393626988870471,12.322355569085127,12.20534266129776,12.114288019954495,12.125334937150765,12.240651567325166,1.0,12.242880448835445
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143422910704517,12.10543686912707,12.18528327947761,12.317748013608716,12.39482420978998,12.374630022462695,12.278886707092708,12.16207207611262,12.103652746713797,12.162001974407854,12.293439761319375,12.387270229796318,12.385756736032508,12.301301018118647,12.182907165882506,12.106694133684941,12.141766664822773,12.267461409750323,12.375854211677556,12.393627060780066,12.322355715433682,12.205342542018675,12.114287809876302,12.125334750439755,12.24065144228141,1.0,12.242880378456498
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143422796716308,12.105436727617443,12.185283168754802,12.317747956393914,12.39482421699578,12.374630090469607,12.278886822842397,12.16207197304026,12.103652602468948,12.162001855624306,12.293439692355888,12.387270224269933,12.385756793058825,12.301301124907873,12.182907066455181,12.106693987846217,12.141766538926055,12.267461329572178,12.375854193375783,12.393627106313845,12.322355813814042,12.205342460162884,12.11428766361019,12.125334618424086,12.240651351524335,1.0,12.242880327021641
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.14342270285249,12.105436622343296,12.185283086882968,12.31774791473644,12.394824223485315,12.374630142189272,12.278886909889684,12.1620718959505,12.103652495061475,12.16200176766209,12.293439641890707,12.387270221261602,12.385756836627115,12.301301205330956,12.18290699202408,12.106693879156133,12.141766445575731,12.26746127068992,12.375854180828743,12.393627141341888,12.32235588802736,12.205342398827495,12.114287554507795,12.125334520423472,12.240651284691939,1.0,12.242880288890337
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143422648646137,12.105436540427775,12.185283025958947,12.317747887376186,12.39482423482516,12.374630188702973,12.278886982815646,12.162071833672657,12.103652410936387,12.162001701476736,12.2934396073014,12.387270225067214,12.385756876898132,12.30130127333953,12.182906931519597,12.106693793492568,12.141766374660556,12.267461229138325,12.375854177019676,12.393627175022534,12.32235595146357,12.205342348644008,12.114287467996919,12.12533444534238,12.240651236508002,1.0,12.242880262730125
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143422612450887,12.105436475377468,12.185282982133517,12.317747873925022,12.394824254130407,12.374630235906157,12.278887049228139,12.162071780461396,12.103652343231385,12.162001652617946,12.293439587494463,12.387270238154006,12.385756919307935,12.301301336235618,12.182906879232906,12.106693723680774,12.141766321166012,12.267461203126572,12.3758541837444,12.393627212288964,12.322356011154119,12.20534230476784,12.114287396650056,12.125334387643152,12.240651204498754,1.0,12.242880246744317
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.143422588581348,12.105436424354115,12.185282953738861,12.317747874239917,12.394824282795948,12.374630286409053,12.278887112480101,12.162071733793358,12.103652288944149,12.162001619152443,12.293439582016545,12.387270261632874,12.385756966266472,12.301301397239772,12.182906832655032,12.106693666578987,12.141766282909387,12.267461191894334,12.375854201819287,12.39362725533157,12.322356070202694,12.20534226506847,12.11428733721219,12.12533434491154,12.240651187603023,1.0,12.242880240313262
