,eta,epsilon,mu,K,TMSE,CB
0,0.3,0.35,0.05,1,95.14113982210573,25
1,0.3,0.35,0.05,2,68.9695217870761,29
2,0.3,0.35,0.05,4,47.91323425758013,33
3,0.3,0.35,0.05,6,39.95330290042438,42
4,0.3,0.35,0.05,8,25.737782659048086,48
5,0.3,0.35,0.1,1,58.31946025442799,17
6,0.3,0.35,0.1,2,31.2908604847662,19
7,0.3,0.35,0.1,4,35.77791956023953,22
8,0.3,0.35,0.1,6,52.80128778807067,27
9,0.3,0.35,0.1,8,35.38353876394003,28
10,0.3,0.35,0.2,1,45.809697648029065,16
11,0.3,0.35,0.2,2,33.52266309567225,19
12,0.3,0.35,0.2,4,32.80337844998537,25
13,0.3,0.35,0.2,6,40.11184242519259,27
14,0.3,0.35,0.2,8,20.139254083283816,28
15,0.3,0.35,0.3,1,27.385989757965746,19
16,0.3,0.35,0.3,2,38.87075077631566,27
17,0.3,0.35,0.3,4,41.386712353388916,30
18,0.3,0.35,0.3,6,32.96379683185919,37
19,0.3,0.35,0.3,8,21.875961826194036,39
20,0.3,0.35,0.4,1,68.0928293618141,18
21,0.3,0.35,0.4,2,27.829443680181335,21
22,0.3,0.35,0.4,4,17.896362182898024,31
23,0.3,0.35,0.4,6,21.74187793324506,30
24,0.3,0.35,0.4,8,39.47858649080447,34
25,0.3,0.5,0.05,1,80.85104948023387,22
26,0.3,0.5,0.05,2,51.83179300291168,29
27,0.3,0.5,0.05,4,46.13031461921379,28
28,0.3,0.5,0.05,6,39.007679598819735,33
29,0.3,0.5,0.05,8,39.569955807635424,39
30,0.3,0.5,0.1,1,55.26813127958046,15
31,0.3,0.5,0.1,2,47.38557225554276,16
32,0.3,0.5,0.1,4,47.24782750832996,18
33,0.3,0.5,0.1,6,58.33785808722564,20
34,0.3,0.5,0.1,8,25.669350640962033,22
35,0.3,0.5,0.2,1,48.61357318549917,11
36,0.3,0.5,0.2,2,51.47386305618561,14
37,0.3,0.5,0.2,4,49.28175994904471,18
38,0.3,0.5,0.2,6,43.059825430285464,20
39,0.3,0.5,0.2,8,59.04616544844979,21
40,0.3,0.5,0.3,1,53.22371929719111,15
41,0.3,0.5,0.3,2,33.523096006114976,18
42,0.3,0.5,0.3,4,33.3785678370089,20
43,0.3,0.5,0.3,6,17.504753016638226,23
44,0.3,0.5,0.3,8,26.690752065222206,29
45,0.3,0.5,0.4,1,68.41369018666373,13
46,0.3,0.5,0.4,2,29.79055037126879,12
47,0.3,0.5,0.4,4,40.794845269081556,19
48,0.3,0.5,0.4,6,34.5551141927869,20
49,0.3,0.5,0.4,8,50.50214093812373,22
50,0.3,1.0,0.05,1,5.231972718027166,20
51,0.3,1.0,0.05,2,2.9508060159230824,24
52,0.3,1.0,0.05,4,2.6439174821974385,21
53,0.3,1.0,0.05,6,2.0910893918177815,23
54,0.3,1.0,0.05,8,1.700495076796198,26
55,0.3,1.0,0.1,1,43.26949287635747,10
56,0.3,1.0,0.1,2,19.545538371427224,16
57,0.3,1.0,0.1,4,42.24539082463598,13
58,0.3,1.0,0.1,6,22.00158103365226,15
59,0.3,1.0,0.1,8,20.117658328101598,18
60,0.3,1.0,0.2,1,31.274543717778016,6
61,0.3,1.0,0.2,2,24.56672484759836,8
62,0.3,1.0,0.2,4,28.404543189791333,9
63,0.3,1.0,0.2,6,33.083074258254165,10
64,0.3,1.0,0.2,8,24.67028648510305,12
65,0.3,1.0,0.3,1,47.644029267380986,7
66,0.3,1.0,0.3,2,13.020900361863994,9
67,0.3,1.0,0.3,4,20.398150425427396,9
68,0.3,1.0,0.3,6,17.50414426326664,10
69,0.3,1.0,0.3,8,24.1050825850732,12
70,0.3,1.0,0.4,1,45.23496199405911,5
71,0.3,1.0,0.4,2,46.86157982198181,5
72,0.3,1.0,0.4,4,48.42713505708337,7
73,0.3,1.0,0.4,6,40.61347472831263,9
74,0.3,1.0,0.4,8,55.907986522447686,10
75,0.5,0.35,0.05,1,103.85983508762149,25
76,0.5,0.35,0.05,2,93.13314990189363,27
77,0.5,0.35,0.05,4,65.8186801164122,35
78,0.5,0.35,0.05,6,65.18467732859014,38
79,0.5,0.35,0.05,8,34.991342890719935,46
80,0.5,0.35,0.1,1,65.76485444743496,17
81,0.5,0.35,0.1,2,54.42067604808422,19
82,0.5,0.35,0.1,4,75.57091663815345,24
83,0.5,0.35,0.1,6,109.73075293287896,29
84,0.5,0.35,0.1,8,83.78038477393689,31
85,0.5,0.35,0.2,1,57.27771305342596,17
86,0.5,0.35,0.2,2,42.43925776704209,19
87,0.5,0.35,0.2,4,28.416118692998992,27
88,0.5,0.35,0.2,6,42.33313791819965,27
89,0.5,0.35,0.2,8,41.96618859203643,29
90,0.5,0.35,0.3,1,44.540369235805464,19
91,0.5,0.35,0.3,2,60.66662817937189,26
92,0.5,0.35,0.3,4,33.6091953710016,33
93,0.5,0.35,0.3,6,26.478430091214374,41
94,0.5,0.35,0.3,8,20.57745118330071,43
95,0.5,0.35,0.4,1,64.57310452028271,21
96,0.5,0.35,0.4,2,30.494976826825145,22
97,0.5,0.35,0.4,4,24.351239632569964,30
98,0.5,0.35,0.4,6,33.8321995976269,34
99,0.5,0.35,0.4,8,44.31694749838016,30
100,0.5,0.5,0.05,1,130.96923798187314,21
101,0.5,0.5,0.05,2,83.49762657204305,25
102,0.5,0.5,0.05,4,59.022688515487616,29
103,0.5,0.5,0.05,6,71.57846085028767,32
104,0.5,0.5,0.05,8,70.11941373968479,37
105,0.5,0.5,0.1,1,88.7798652939431,15
106,0.5,0.5,0.1,2,74.36673353391356,15
107,0.5,0.5,0.1,4,72.61930915353297,19
108,0.5,0.5,0.1,6,80.75191652833155,23
109,0.5,0.5,0.1,8,74.46048962661433,23
110,0.5,0.5,0.2,1,67.89871623831833,11
111,0.5,0.5,0.2,2,46.099053401443186,15
112,0.5,0.5,0.2,4,38.78508752313245,20
113,0.5,0.5,0.2,6,35.85169422467656,21
114,0.5,0.5,0.2,8,46.48259701796469,21
115,0.5,0.5,0.3,1,45.69668637178972,16
116,0.5,0.5,0.3,2,74.60065394011993,20
117,0.5,0.5,0.3,4,15.686218260333106,21
118,0.5,0.5,0.3,6,34.62701049966232,26
119,0.5,0.5,0.3,8,32.43116919185827,30
120,0.5,0.5,0.4,1,61.0938030869472,14
121,0.5,0.5,0.4,2,45.61373443063853,13
122,0.5,0.5,0.4,4,33.089454233639074,20
123,0.5,0.5,0.4,6,48.741960531035964,20
124,0.5,0.5,0.4,8,43.3479832989356,25
125,0.5,1.0,0.05,1,17.766403677841634,17
126,0.5,1.0,0.05,2,7.027701497426068,22
127,0.5,1.0,0.05,4,6.791339657819442,21
128,0.5,1.0,0.05,6,6.9129419126469385,23
129,0.5,1.0,0.05,8,3.9552905631628166,25
130,0.5,1.0,0.1,1,59.536581767753695,10
131,0.5,1.0,0.1,2,35.81283880623367,11
132,0.5,1.0,0.1,4,52.478063183832035,13
133,0.5,1.0,0.1,6,46.17720832545184,15
134,0.5,1.0,0.1,8,41.528790601376315,18
135,0.5,1.0,0.2,1,54.37611410417168,6
136,0.5,1.0,0.2,2,36.49740946164405,8
137,0.5,1.0,0.2,4,34.50080806751756,9
138,0.5,1.0,0.2,6,49.21325207550804,10
139,0.5,1.0,0.2,8,31.178147754107947,12
140,0.5,1.0,0.3,1,64.88986105499801,7
141,0.5,1.0,0.3,2,20.68939440281934,8
142,0.5,1.0,0.3,4,26.915581978831057,9
143,0.5,1.0,0.3,6,21.380114294003707,10
144,0.5,1.0,0.3,8,30.81118901192833,12
145,0.5,1.0,0.4,1,57.071526120205114,5
146,0.5,1.0,0.4,2,72.0643579333736,5
147,0.5,1.0,0.4,4,58.76698902542794,7
148,0.5,1.0,0.4,6,57.411538675601356,9
149,0.5,1.0,0.4,8,57.82848498018027,10
150,0.9,0.35,0.05,1,101.7601278416654,25
151,0.9,0.35,0.05,2,121.46943361422245,27
152,0.9,0.35,0.05,4,123.5726268462704,34
153,0.9,0.35,0.05,6,113.41276351253381,38
154,0.9,0.35,0.05,8,92.55984489573684,42
155,0.9,0.35,0.1,1,78.40696175673452,17
156,0.9,0.35,0.1,2,70.26386911994075,19
157,0.9,0.35,0.1,4,76.32554710611404,24
158,0.9,0.35,0.1,6,89.55812148385914,28
159,0.9,0.35,0.1,8,79.81218783374295,31
160,0.9,0.35,0.2,1,59.52736108404065,19
161,0.9,0.35,0.2,2,72.12104449715662,20
162,0.9,0.35,0.2,4,26.54722525387905,27
163,0.9,0.35,0.2,6,26.245832261086758,29
164,0.9,0.35,0.2,8,84.27768737426818,32
165,0.9,0.35,0.3,1,37.93198911615984,21
166,0.9,0.35,0.3,2,80.66969237041366,28
167,0.9,0.35,0.3,4,47.93625643146987,33
168,0.9,0.35,0.3,6,74.42979377032025,40
169,0.9,0.35,0.3,8,47.025011737103156,45
170,0.9,0.35,0.4,1,38.02328306096052,24
171,0.9,0.35,0.4,2,38.69058950491452,24
172,0.9,0.35,0.4,4,49.660262803718986,29
173,0.9,0.35,0.4,6,53.95218546207102,32
174,0.9,0.35,0.4,8,71.18656628773377,35
175,0.9,0.5,0.05,1,159.95654716476764,21
176,0.9,0.5,0.05,2,140.06775300602334,24
177,0.9,0.5,0.05,4,108.01069882992843,28
178,0.9,0.5,0.05,6,101.9545787524091,32
179,0.9,0.5,0.05,8,158.43348030817745,36
180,0.9,0.5,0.1,1,107.05220254822203,14
181,0.9,0.5,0.1,2,85.73698786879235,16
182,0.9,0.5,0.1,4,105.87492064831767,20
183,0.9,0.5,0.1,6,98.76356363109551,22
184,0.9,0.5,0.1,8,79.23790653949683,23
185,0.9,0.5,0.2,1,71.773252229816,11
186,0.9,0.5,0.2,2,73.8832201096599,17
187,0.9,0.5,0.2,4,40.16720434239909,20
188,0.9,0.5,0.2,6,61.48694570763551,22
189,0.9,0.5,0.2,8,29.985017762872634,23
190,0.9,0.5,0.3,1,46.101556367904365,17
191,0.9,0.5,0.3,2,53.93036674911108,19
192,0.9,0.5,0.3,4,44.05567289946309,27
193,0.9,0.5,0.3,6,78.68743099222516,26
194,0.9,0.5,0.3,8,33.97422153404164,32
195,0.9,0.5,0.4,1,67.439919156314,14
196,0.9,0.5,0.4,2,47.63107380264109,14
197,0.9,0.5,0.4,4,68.48017147476142,19
198,0.9,0.5,0.4,6,38.14205759288831,24
199,0.9,0.5,0.4,8,47.39888901634825,25
200,0.9,1.0,0.05,1,62.609663521044254,17
201,0.9,1.0,0.05,2,40.66763752499416,20
202,0.9,1.0,0.05,4,45.723909805460735,20
203,0.9,1.0,0.05,6,31.010326337653673,22
204,0.9,1.0,0.05,8,23.22650115460497,24
205,0.9,1.0,0.1,1,88.64802482677095,10
206,0.9,1.0,0.1,2,68.16842751655822,11
207,0.9,1.0,0.1,4,106.73586375469999,13
208,0.9,1.0,0.1,6,104.91775940190648,15
209,0.9,1.0,0.1,8,113.51507161651466,18
210,0.9,1.0,0.2,1,64.81891840918107,6
211,0.9,1.0,0.2,2,63.09778283481702,8
212,0.9,1.0,0.2,4,53.334851448461656,9
213,0.9,1.0,0.2,6,62.95886089555531,10
214,0.9,1.0,0.2,8,46.55014212902513,13
215,0.9,1.0,0.3,1,90.77964937622826,7
216,0.9,1.0,0.3,2,35.45394448301141,8
217,0.9,1.0,0.3,4,40.6590334200634,9
218,0.9,1.0,0.3,6,29.600906806932237,10
219,0.9,1.0,0.3,8,45.02305479985288,11
220,0.9,1.0,0.4,1,62.299672879993146,5
221,0.9,1.0,0.4,2,80.11103511916176,5
222,0.9,1.0,0.4,4,58.395907481418455,7
223,0.9,1.0,0.4,6,56.09510433154801,9
224,0.9,1.0,0.4,8,54.654488200864634,10
