,eta,epsilon,sigma_init,mu,K,TMSE,TMSE_std,CB_mean,CB_median,CB_mode,CB_std
36,0.05,0.35,0.6,0.4,2,0.0030594377985613307,0.00029697680500790605,8,7,7,7.560000000000005
37,0.05,0.35,0.6,0.4,4,0.0030795574218017347,0.0003018675983566312,8,7,7,7.560000000000005
38,0.05,0.35,0.6,0.4,6,0.0031029927339446058,0.0002946674667793889,8,7,7,7.560000000000005
39,0.05,0.35,0.6,0.4,8,0.0031106749435575454,0.00027393277605744623,8,7,7,7.560000000000005
40,0.05,0.35,0.6,0.6,1,0.003019820712180153,0.00031371827083609096,8,7,7,7.560000000000005
41,0.05,0.35,0.6,0.6,2,0.0030373437878578008,0.00032035656322005685,8,7,7,7.560000000000005
42,0.05,0.35,0.6,0.6,4,0.0030674889502805454,0.000326713494826202,8,7,7,7.560000000000005
43,0.05,0.35,0.6,0.6,6,0.003102555891687382,0.0003147594232685816,8,7,7,7.560000000000005
44,0.05,0.35,0.6,0.6,8,0.003111720814021935,0.00027560937955447374,8,7,7,7.560000000000005
45,0.05,0.5,0.2,0.2,1,0.016228315442001578,0.005403850711416994,7,7,7,4.200000000000001
46,0.05,0.5,0.2,0.2,2,0.016393300662837132,0.005940845535520802,7,7,7,4.200000000000001
47,0.05,0.5,0.2,0.2,4,0.016497898351149537,0.006367260143210678,7,7,7,4.200000000000001
48,0.05,0.5,0.2,0.2,6,0.016497799039630286,0.006367220125460771,7,7,7,4.200000000000001
49,0.05,0.5,0.2,0.2,8,0.016497751623432907,0.00636718322057177,7,7,7,4.200000000000001
50,0.05,0.5,0.2,0.4,1,0.015917078520663545,0.004997646054916506,7,7,7,4.200000000000001
51,0.05,0.5,0.2,0.4,2,0.01613727703170121,0.005194237909977955,7,7,7,4.200000000000001
52,0.05,0.5,0.2,0.4,4,0.01630657508338794,0.005635408286007122,7,7,7,4.200000000000001
53,0.05,0.5,0.2,0.4,6,0.016306376447226788,0.005635310971684193,7,7,7,4.200000000000001
54,0.05,0.5,0.2,0.4,8,0.016306281612447827,0.005635224337261613,7,7,7,4.200000000000001
55,0.05,0.5,0.2,0.6,1,0.015767137605787348,0.0051321199918294685,7,7,7,4.200000000000001
56,0.05,0.5,0.2,0.6,2,0.015967532302986517,0.0050016790928112615,7,7,7,4.200000000000001
57,0.05,0.5,0.2,0.6,4,0.016167351439953445,0.005255813695677133,7,7,7,4.200000000000001
58,0.05,0.5,0.2,0.6,6,0.01616705346579786,0.005255649126692384,7,7,7,4.200000000000001
59,0.05,0.5,0.2,0.6,8,0.016166911210037584,0.005255505993364263,7,7,7,4.200000000000001
60,0.05,0.5,0.4,0.2,1,0.0029845922100349464,0.00045689196618060895,7,7,7,4.200000000000001
61,0.05,0.5,0.4,0.2,2,0.002980525794020444,0.0004603809537809448,7,7,7,4.200000000000001
62,0.05,0.5,0.4,0.2,4,0.0029726700959847863,0.00046824397523528334,7,7,7,4.200000000000001
63,0.05,0.5,0.4,0.2,6,0.002959562606554809,0.00046753012190384267,7,7,7,4.200000000000001
64,0.05,0.5,0.4,0.2,8,0.0029518955498834946,0.0004635258458973605,7,7,7,4.200000000000001
65,0.05,0.5,0.4,0.4,1,0.0030334502409502468,0.00047402662243149415,7,7,7,4.200000000000001
66,0.05,0.5,0.4,0.4,2,0.0030208848300505966,0.000474526015769744,7,7,7,4.200000000000001
67,0.05,0.5,0.4,0.4,4,0.0029926950205267145,0.00045950942624453704,7,7,7,4.200000000000001
68,0.05,0.5,0.4,0.4,6,0.0029624462755623885,0.0004551701134500414,7,7,7,4.200000000000001
69,0.05,0.5,0.4,0.4,8,0.002944561562950195,0.0004416255129647806,7,7,7,4.200000000000001
70,0.05,0.5,0.4,0.6,1,0.003101602395803123,0.0005110713373872893,7,7,7,4.200000000000001
71,0.05,0.5,0.4,0.6,2,0.0030788183171513634,0.0005118038675923731,7,7,7,4.200000000000001
72,0.05,0.5,0.4,0.6,4,0.003024076970624102,0.00047392624613606943,7,7,7,4.200000000000001
73,0.05,0.5,0.4,0.6,6,0.0029717760048028606,0.0004622739034111828,7,7,7,4.200000000000001
74,0.05,0.5,0.4,0.6,8,0.0029409602955494966,0.0004326994861832801,7,7,7,4.200000000000001
75,0.05,0.5,0.6,0.2,1,0.003084263061293947,0.00029129121834740103,7,7,7,4.200000000000001
76,0.05,0.5,0.6,0.2,2,0.0030904544144486263,0.00029424036054985926,7,7,7,4.200000000000001
77,0.05,0.5,0.6,0.2,4,0.003100721386820445,0.00029655754246795253,7,7,7,4.200000000000001
78,0.05,0.5,0.6,0.2,6,0.0031127909639269286,0.00029386748406449005,7,7,7,4.200000000000001
79,0.05,0.5,0.6,0.2,8,0.0031172226288417935,0.000287354418981292,7,7,7,4.200000000000001
80,0.05,0.5,0.6,0.4,1,0.0030527368716204385,0.00030449928713301323,7,7,7,4.200000000000001
81,0.05,0.5,0.6,0.4,2,0.003064996326393289,0.0003098397480171125,7,7,7,4.200000000000001
82,0.05,0.5,0.6,0.4,4,0.0030854915369395246,0.0003141703061139703,7,7,7,4.200000000000001
83,0.05,0.5,0.6,0.4,6,0.0031097921092118935,0.0003080269495362679,7,7,7,4.200000000000001
84,0.05,0.5,0.6,0.4,8,0.0031174955905926417,0.00028805875003240576,7,7,7,4.200000000000001
85,0.05,0.5,0.6,0.6,1,0.003023819402247365,0.0003242107780008479,7,7,7,4.200000000000001
86,0.05,0.5,0.6,0.6,2,0.003041864377561584,0.00033134025723084975,7,7,7,4.200000000000001
87,0.05,0.5,0.6,0.6,4,0.0030723378960190034,0.00033689376123291676,7,7,7,4.200000000000001
88,0.05,0.5,0.6,0.6,6,0.0031086355013342044,0.0003266736629918519,7,7,7,4.200000000000001
89,0.05,0.5,0.6,0.6,8,0.003117823647908275,0.0002889196938972543,7,7,7,4.200000000000001
90,0.05,1.0,0.2,0.2,1,0.019681926701397682,0.026706271851261742,7,7,7,0.8400000000000011
91,0.05,1.0,0.2,0.2,2,0.019682053806713142,0.026707330358403333,7,7,7,0.8400000000000011
92,0.05,1.0,0.2,0.2,4,0.019681955208458814,0.02670733193883655,7,7,7,0.8400000000000011
93,0.05,1.0,0.2,0.2,6,0.01968185586823509,0.02670733421199171,7,7,7,0.8400000000000011
94,0.05,1.0,0.2,0.2,8,0.019681808450105347,0.02670733106483177,7,7,7,0.8400000000000011
95,0.05,1.0,0.2,0.4,1,0.01968204496902652,0.026705212637792866,7,7,7,0.8400000000000011
96,0.05,1.0,0.2,0.4,2,0.01968229917871439,0.026707329657241704,7,7,7,0.8400000000000011
97,0.05,1.0,0.2,0.4,4,0.01968210197584252,0.02670733281729975,7,7,7,0.8400000000000011
98,0.05,1.0,0.2,0.4,6,0.0196819032883406,0.026707337360564205,7,7,7,0.8400000000000011
99,0.05,1.0,0.2,0.4,8,0.019681808450105347,0.02670733106483177,7,7,7,0.8400000000000011
100,0.05,1.0,0.2,0.6,1,0.01968216325299233,0.02670415342441923,7,7,7,0.8400000000000011
101,0.05,1.0,0.2,0.6,2,0.019682544566110537,0.026707328961348323,7,7,7,0.8400000000000011
102,0.05,1.0,0.2,0.6,4,0.019682248752257308,0.02670733370022244,7,7,7,0.8400000000000011
103,0.05,1.0,0.2,0.6,6,0.019681950710421982,0.026707340510549404,7,7,7,0.8400000000000011
104,0.05,1.0,0.2,0.6,8,0.019681808450105347,0.02670733106483177,7,7,7,0.8400000000000011
105,0.05,1.0,0.4,0.2,1,0.003147972040813922,0.0013682803679458224,7,7,7,0.8400000000000011
106,0.05,1.0,0.4,0.2,2,0.003154582292331979,0.0014508994240535165,7,7,7,0.8400000000000011
107,0.05,1.0,0.4,0.2,4,0.0031414020223747207,0.0014562135035478517,7,7,7,0.8400000000000011
108,0.05,1.0,0.4,0.2,6,0.0031284372190627536,0.0014590593919796646,7,7,7,0.8400000000000011
109,0.05,1.0,0.4,0.2,8,0.0031206701604926564,0.0014585778518082181,7,7,7,0.8400000000000011
110,0.05,1.0,0.4,0.4,1,0.003188358957439312,0.0012864581265379876,7,7,7,0.8400000000000011
111,0.05,1.0,0.4,0.4,2,0.0031991133480915117,0.001445151889349068,7,7,7,0.8400000000000011
112,0.05,1.0,0.4,0.4,4,0.0031685039972737337,0.0014551201866629803,7,7,7,0.8400000000000011
113,0.05,1.0,0.4,0.4,6,0.003138649248949362,0.0014606399491020547,7,7,7,0.8400000000000011
114,0.05,1.0,0.4,0.4,8,0.0031206701608779276,0.0014585778543970984,7,7,7,0.8400000000000011
115,0.05,1.0,0.4,0.6,1,0.0032445746491725717,0.001215001503723129,7,7,7,0.8400000000000011
116,0.05,1.0,0.4,0.6,2,0.0032565647871008467,0.0014426110493104371,7,7,7,0.8400000000000011
117,0.05,1.0,0.4,0.6,4,0.0032031664990954086,0.0014562946121637426,7,7,7,0.8400000000000011
118,0.05,1.0,0.4,0.6,6,0.003151543159663535,0.0014638693756929269,7,7,7,0.8400000000000011
119,0.05,1.0,0.4,0.6,8,0.0031206701612632006,0.0014585778569859852,7,7,7,0.8400000000000011
120,0.05,1.0,0.6,0.2,1,0.003109644277752681,0.00039544120873610556,7,7,7,0.8400000000000011
121,0.05,1.0,0.6,0.2,2,0.0031146523573791964,0.0003910088875794662,7,7,7,0.8400000000000011
122,0.05,1.0,0.6,0.2,4,0.0031253655967492895,0.00039349591412588366,7,7,7,0.8400000000000011
123,0.05,1.0,0.6,0.2,6,0.0031377069170376646,0.0003920437762856657,7,7,7,0.8400000000000011
124,0.05,1.0,0.6,0.2,8,0.003142210923584121,0.00038721591957617134,7,7,7,0.8400000000000011
125,0.05,1.0,0.6,0.4,1,0.0030781182366080395,0.00040976574836369694,7,7,7,0.8400000000000011
126,0.05,1.0,0.6,0.4,2,0.0030879986527353022,0.0004006152076985628,7,7,7,0.8400000000000011
127,0.05,1.0,0.6,0.4,4,0.00310951180623447,0.00040575522180899,7,7,7,0.8400000000000011
128,0.05,1.0,0.6,0.4,6,0.0031343560828204454,0.00040214274630562827,7,7,7,0.8400000000000011
129,0.05,1.0,0.6,0.4,8,0.0031422107729853705,0.000387215157234521,7,7,7,0.8400000000000011
130,0.05,1.0,0.6,0.6,1,0.0030491365606169583,0.0004287877729277865,7,7,7,0.8400000000000011
131,0.05,1.0,0.6,0.6,2,0.003063568799886217,0.0004147825248463325,7,7,7,0.8400000000000011
132,0.05,1.0,0.6,0.6,4,0.003095679390658645,0.0004222082781342115,7,7,7,0.8400000000000011
133,0.05,1.0,0.6,0.6,6,0.00313279050197196,0.0004157697946469369,7,7,7,0.8400000000000011
134,0.05,1.0,0.6,0.6,8,0.003142210622476621,0.0003872143953498313,7,7,7,0.8400000000000011
135,0.1,0.35,0.2,0.2,1,0.016055708364965462,0.005114418119280432,8,7,7,7.560000000000005
136,0.1,0.35,0.2,0.2,2,0.016143251304915143,0.0050627906842894334,8,7,7,7.560000000000005
137,0.1,0.35,0.2,0.2,4,0.01619930077487993,0.005068495094997794,8,7,7,7.560000000000005
138,0.1,0.35,0.2,0.2,6,0.016203846092131026,0.005070258519128265,8,7,7,7.560000000000005
139,0.1,0.35,0.2,0.2,8,0.016224565401900037,0.0050810087076065425,8,7,7,7.560000000000005
140,0.1,0.35,0.2,0.4,1,0.01596349807848556,0.00524760484878476,8,7,7,7.560000000000005
141,0.1,0.35,0.2,0.4,2,0.016075297243298946,0.005097249143158374,8,7,7,7.560000000000005
142,0.1,0.35,0.2,0.4,4,0.016175542114809992,0.005062487241012583,8,7,7,7.560000000000005
143,0.1,0.35,0.2,0.4,6,0.016184027883359556,0.005063883245083342,8,7,7,7.560000000000005
144,0.1,0.35,0.2,0.4,8,0.01622393440183174,0.005080618591143446,8,7,7,7.560000000000005
145,0.1,0.35,0.2,0.6,1,0.015922438898900274,0.005332229423545465,8,7,7,7.560000000000005
146,0.1,0.35,0.2,0.6,2,0.01602042779135122,0.005157698932629634,8,7,7,7.560000000000005
147,0.1,0.35,0.2,0.6,4,0.016153739613833942,0.005061923224917447,8,7,7,7.560000000000005
148,0.1,0.35,0.2,0.6,6,0.016165617485642037,0.005061402403144044,8,7,7,7.560000000000005
149,0.1,0.35,0.2,0.6,8,0.016223304828102306,0.005080233154003704,8,7,7,7.560000000000005
150,0.1,0.35,0.4,0.2,1,0.003091570211924795,0.00047729314923614357,8,7,7,7.560000000000005
151,0.1,0.35,0.4,0.2,2,0.003079374413535324,0.0004761926614511961,8,7,7,7.560000000000005
152,0.1,0.35,0.4,0.2,4,0.003048116701323881,0.00045371194150164095,8,7,7,7.560000000000005
153,0.1,0.35,0.4,0.2,6,0.003019074822092991,0.00045213975561021714,8,7,7,7.560000000000005
154,0.1,0.35,0.4,0.2,8,0.0030009792318541023,0.0004386109209126902,8,7,7,7.560000000000005
155,0.1,0.35,0.4,0.4,1,0.0032485646614249064,0.000568100985114153,8,7,7,7.560000000000005
156,0.1,0.35,0.4,0.4,2,0.003212820976501508,0.0005682368086618531,8,7,7,7.560000000000005
157,0.1,0.35,0.4,0.4,4,0.003125696975144469,0.0005090755176718396,8,7,7,7.560000000000005
158,0.1,0.35,0.4,0.4,6,0.0030467362088159255,0.0004888579814718514,8,7,7,7.560000000000005
159,0.1,0.35,0.4,0.4,8,0.0029994993550267316,0.0004359046375686944,8,7,7,7.560000000000005
160,0.1,0.35,0.4,0.6,1,0.003503710767093902,0.0007348247829291721,8,7,7,7.560000000000005
161,0.1,0.35,0.4,0.6,2,0.00342964254641768,0.0007453552330078896,8,7,7,7.560000000000005
162,0.1,0.35,0.4,0.6,4,0.003249724164420066,0.0006411876979459925,8,7,7,7.560000000000005
163,0.1,0.35,0.4,0.6,6,0.003088393098612517,0.0005680046609423889,8,7,7,7.560000000000005
164,0.1,0.35,0.4,0.6,8,0.0029982673643972435,0.000433827507091446,8,7,7,7.560000000000005
165,0.1,0.35,0.6,0.2,1,0.003126540461770054,0.0003340224597821299,8,7,7,7.560000000000005
166,0.1,0.35,0.6,0.2,2,0.00314046276420748,0.00034551822884816607,8,7,7,7.560000000000005
167,0.1,0.35,0.6,0.2,4,0.0031624241208856917,0.00035114638756554074,8,7,7,7.560000000000005
168,0.1,0.35,0.6,0.2,6,0.0031871857331336618,0.0003425750292412418,8,7,7,7.560000000000005
169,0.1,0.35,0.6,0.2,8,0.003194886121769265,0.0003190856344648015,8,7,7,7.560000000000005
170,0.1,0.35,0.6,0.4,1,0.0030686743218653586,0.00037617927441136503,8,7,7,7.560000000000005
171,0.1,0.35,0.6,0.4,2,0.00309530261951319,0.00039351690865196444,8,7,7,7.560000000000005
172,0.1,0.35,0.6,0.4,4,0.003138615225534977,0.00040220817974496894,8,7,7,7.560000000000005
173,0.1,0.35,0.6,0.4,6,0.003187424446144284,0.0003841217743008957,8,7,7,7.560000000000005
174,0.1,0.35,0.6,0.4,8,0.003195236605573455,0.00031960810192712346,8,7,7,7.560000000000005
175,0.1,0.35,0.6,0.6,1,0.003033745200394121,0.0004261030263749928,8,7,7,7.560000000000005
176,0.1,0.35,0.6,0.6,2,0.003070660605261161,0.00044437404193302523,8,7,7,7.560000000000005
177,0.1,0.35,0.6,0.6,4,0.0031330975561448373,0.00044892485836327424,8,7,7,7.560000000000005
178,0.1,0.35,0.6,0.6,6,0.0032021987839320116,0.0004204458074594493,8,7,7,7.560000000000005
179,0.1,0.35,0.6,0.6,8,0.003195489843417043,0.0003199967792206331,8,7,7,7.560000000000005
180,0.1,0.5,0.2,0.2,1,0.016141133088221495,0.0050631872511610705,7,7,7,4.200000000000001
181,0.1,0.5,0.2,0.2,2,0.016336347925339875,0.005208613757382108,7,7,7,4.200000000000001
182,0.1,0.5,0.2,0.2,4,0.016481795595017737,0.0055385591940773195,7,7,7,4.200000000000001
183,0.1,0.5,0.2,0.2,6,0.016481593228244617,0.005538451828461101,7,7,7,4.200000000000001
184,0.1,0.5,0.2,0.2,8,0.01648149760533246,0.005538361456794445,7,7,7,4.200000000000001
185,0.1,0.5,0.2,0.4,1,0.01594437416255533,0.00528449790736046,7,7,7,4.200000000000001
186,0.1,0.5,0.2,0.4,2,0.01608461359800775,0.005089971909678574,7,7,7,4.200000000000001
187,0.1,0.5,0.2,0.4,4,0.01626638545126229,0.0051151563189362,7,7,7,4.200000000000001
188,0.1,0.5,0.2,0.4,6,0.016265980668722434,0.005114906446294669,7,7,7,4.200000000000001
189,0.1,0.5,0.2,0.4,8,0.016265789413631403,0.005114702619101055,7,7,7,4.200000000000001
190,0.1,0.5,0.2,0.6,1,0.01592034854172319,0.005336845878293252,7,7,7,4.200000000000001
191,0.1,0.5,0.2,0.6,2,0.01597555923072228,0.005226998995861892,7,7,7,4.200000000000001
192,0.1,0.5,0.2,0.6,4,0.01614215100278364,0.005063393742668633,7,7,7,4.200000000000001
193,0.1,0.5,0.2,0.6,6,0.01614154376160306,0.005062999905038109,7,7,7,4.200000000000001
194,0.1,0.5,0.2,0.6,8,0.016141256865484246,0.005062683907564234,7,7,7,4.200000000000001
195,0.1,0.5,0.4,0.2,1,0.003103489500150594,0.0004965558385674795,7,7,7,4.200000000000001
196,0.1,0.5,0.4,0.2,2,0.0030916063933685,0.0004979262983654117,7,7,7,4.200000000000001
197,0.1,0.5,0.4,0.2,4,0.003063571114459966,0.0004890311052325354,7,7,7,4.200000000000001
198,0.1,0.5,0.4,0.2,6,0.0030330231013928756,0.0004862895977481265,7,7,7,4.200000000000001
199,0.1,0.5,0.4,0.2,8,0.0030148067033664745,0.00047419879876563865,7,7,7,4.200000000000001
200,0.1,0.5,0.4,0.4,1,0.003258152974693552,0.000577009877059734,7,7,7,4.200000000000001
201,0.1,0.5,0.4,0.4,2,0.003222732255663249,0.0005782024366210933,7,7,7,4.200000000000001
202,0.1,0.5,0.4,0.4,4,0.0031363020275365044,0.0005247150674327376,7,7,7,4.200000000000001
203,0.1,0.5,0.4,0.4,6,0.0030550686756270406,0.0005039891927521157,7,7,7,4.200000000000001
204,0.1,0.5,0.4,0.4,8,0.003007507902719838,0.0004531914200726429,7,7,7,4.200000000000001
205,0.1,0.5,0.4,0.6,1,0.0035120705116930486,0.0007382910738412712,7,7,7,4.200000000000001
206,0.1,0.5,0.4,0.6,2,0.003438963915004629,0.0007497198676765546,7,7,7,4.200000000000001
207,0.1,0.5,0.4,0.6,4,0.0032593712165124365,0.0006494246430953864,7,7,7,4.200000000000001
208,0.1,0.5,0.4,0.6,6,0.003095793136907374,0.000577955344247501,7,7,7,4.200000000000001
209,0.1,0.5,0.4,0.6,8,0.0030052129325027327,0.00044758860288969917,7,7,7,4.200000000000001
210,0.1,0.5,0.6,0.2,1,0.003132567488399839,0.000347107137317592,7,7,7,4.200000000000001
211,0.1,0.5,0.6,0.2,2,0.003146824201995149,0.0003584444406569278,7,7,7,4.200000000000001
212,0.1,0.5,0.6,0.2,4,0.0031692225835754716,0.00036408586890276457,7,7,7,4.200000000000001
213,0.1,0.5,0.6,0.2,6,0.003194285631250385,0.00035575541826065514,7,7,7,4.200000000000001
214,0.1,0.5,0.6,0.2,8,0.003201968908309746,0.00033301002150104786,7,7,7,4.200000000000001
215,0.1,0.5,0.6,0.4,1,0.0030738457499225576,0.00038757951555268944,7,7,7,4.200000000000001
216,0.1,0.5,0.6,0.4,2,0.0031009956997353405,0.000404842812521347,7,7,7,4.200000000000001
217,0.1,0.5,0.6,0.4,4,0.0031448861947472716,0.0004133032912093825,7,7,7,4.200000000000001
218,0.1,0.5,0.6,0.4,6,0.003194260927309625,0.000395663435889132,7,7,7,4.200000000000001
219,0.1,0.5,0.6,0.4,8,0.0032020299842486022,0.0003331596501653772,7,7,7,4.200000000000001
220,0.1,0.5,0.6,0.6,1,0.0030385500321150815,0.00043634572176624273,7,7,7,4.200000000000001
221,0.1,0.5,0.6,0.6,2,0.0030760932572007414,0.00045466724131187474,7,7,7,4.200000000000001
222,0.1,0.5,0.6,0.6,4,0.003139115392531644,0.00045878480210521157,7,7,7,4.200000000000001
223,0.1,0.5,0.6,0.6,6,0.0032090002537608197,0.0004309051981198413,7,7,7,4.200000000000001
224,0.1,0.5,0.6,0.6,8,0.0032022220947321256,0.0003336334319368928,7,7,7,4.200000000000001
225,0.1,1.0,0.2,0.2,1,0.019658059900298126,0.02499921397797613,7,7,7,0.8400000000000011
226,0.1,1.0,0.2,0.2,2,0.019658373013089987,0.025001733408098248,7,7,7,0.8400000000000011
227,0.1,1.0,0.2,0.2,4,0.019658175867799107,0.02500173491315627,7,7,7,0.8400000000000011
228,0.1,1.0,0.2,0.2,6,0.01965797345679428,0.025001736816814862,7,7,7,0.8400000000000011
229,0.1,1.0,0.2,0.2,8,0.019657877830858282,0.02500172894462769,7,7,7,0.8400000000000011
230,0.1,1.0,0.2,0.4,1,0.019658242028710228,0.02499669897644212,7,7,7,0.8400000000000011
231,0.1,1.0,0.2,0.4,2,0.01965886825749226,0.02500173789559216,7,7,7,0.8400000000000011
232,0.1,1.0,0.2,0.4,4,0.01965847394167195,0.025001740902062846,7,7,7,0.8400000000000011
233,0.1,1.0,0.2,0.4,6,0.019658069090632585,0.02500174469515071,7,7,7,0.8400000000000011
234,0.1,1.0,0.2,0.4,8,0.019657877830858282,0.02500172894462769,7,7,7,0.8400000000000011
235,0.1,1.0,0.2,0.6,1,0.019658424216104812,0.02499418394003014,7,7,7,0.8400000000000011
236,0.1,1.0,0.2,0.6,2,0.019659363564076687,0.025001742407120862,7,7,7,0.8400000000000011
237,0.1,1.0,0.2,0.6,4,0.019658772052484036,0.025001746911357158,7,7,7,0.8400000000000011
238,0.1,1.0,0.2,0.6,6,0.019658164732374042,0.02500175257963683,7,7,7,0.8400000000000011
239,0.1,1.0,0.2,0.6,8,0.019657877830858282,0.02500172894462769,7,7,7,0.8400000000000011
240,0.1,1.0,0.4,0.2,1,0.003262602565773987,0.0013529395664105643,7,7,7,0.8400000000000011
241,0.1,1.0,0.4,0.2,2,0.00326531952231805,0.0014599137081424646,7,7,7,0.8400000000000011
242,0.1,1.0,0.4,0.2,4,0.003234018613030083,0.0014693617103683364,7,7,7,0.8400000000000011
243,0.1,1.0,0.4,0.2,6,0.003203885968888825,0.0014752418595540024,7,7,7,0.8400000000000011
244,0.1,1.0,0.4,0.2,8,0.003185576499152461,0.0014733340554004967,7,7,7,0.8400000000000011
245,0.1,1.0,0.4,0.4,1,0.0034034087433453836,0.001260791757986305,7,7,7,0.8400000000000011
246,0.1,1.0,0.4,0.4,2,0.0033982668444433196,0.0014600401870189736,7,7,7,0.8400000000000011
247,0.1,1.0,0.4,0.4,4,0.0033134746525516224,0.001474998309394326,7,7,7,0.8400000000000011
248,0.1,1.0,0.4,0.4,6,0.0032331879605255443,0.0014840708820932555,7,7,7,0.8400000000000011
249,0.1,1.0,0.4,0.4,8,0.0031855764999780033,0.0014733340609371264,7,7,7,0.8400000000000011
250,0.1,1.0,0.4,0.6,1,0.0036418399751292152,0.0012258309050080546,7,7,7,0.8400000000000011
251,0.1,1.0,0.4,0.6,2,0.003612529171210766,0.0014963222493844471,7,7,7,0.8400000000000011
252,0.1,1.0,0.4,0.6,4,0.00343828325593357,0.0015072976027619284,7,7,7,0.8400000000000011
253,0.1,1.0,0.4,0.6,6,0.003276174063525832,0.0015072237363667397,7,7,7,0.8400000000000011
254,0.1,1.0,0.4,0.6,8,0.0031855765008035456,0.0014733340664737562,7,7,7,0.8400000000000011
255,0.1,1.0,0.6,0.2,1,0.0031599812798093247,0.0004538075301859581,7,7,7,0.8400000000000011
256,0.1,1.0,0.6,0.2,2,0.0031690060188784663,0.00043730515857282775,7,7,7,0.8400000000000011
257,0.1,1.0,0.6,0.2,4,0.003191424759087513,0.00044083135696270287,7,7,7,0.8400000000000011
258,0.1,1.0,0.6,0.2,6,0.0032168520087072906,0.00043430449850924256,7,7,7,0.8400000000000011
259,0.1,1.0,0.6,0.2,8,0.0032246455702330786,0.00041597384212352004,7,7,7,0.8400000000000011
