,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,CB_20,CB_21,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_36,CB_37,CB_38,CB_39,CB_40,CB_41,CB_42,CB_43,CB_44,CB_45,CB_46,CB_47,CB_48,CB_49,CB_50,CB_51,CB_52,CB_53,CB_54,CB_55,CB_56,CB_57,CB_58,CB_59,CB_60,CB_61,CB_62,CB_63,CB_64,CB_65,CB_66,CB_67,CB_68,CB_69,CB_70,CB_71,CB_72,CB_73,CB_74,CB_75,CB_76,CB_77,CB_78,CB_79,CB_80,CB_81,CB_82,CB_83,CB_84,CB_85,CB_86,CB_87,CB_88,CB_89,CB_90,CB_91,CB_92,CB_93,CB_94,CB_95,CB_96,CB_97,CB_98,CB_99,EMSE_0,EMSE_1,EMSE_2,EMSE_3,EMSE_4,EMSE_5,EMSE_6,EMSE_7,EMSE_8,EMSE_9,EMSE_10,EMSE_11,EMSE_12,EMSE_13,EMSE_14,EMSE_15,EMSE_16,EMSE_17,EMSE_18,EMSE_19,EMSE_20,EMSE_21,EMSE_22,EMSE_23,EMSE_24,EMSE_25,EMSE_26,EMSE_27,EMSE_28,EMSE_29,EMSE_30,EMSE_31,EMSE_32,EMSE_33,EMSE_34,EMSE_35,EMSE_36,EMSE_37,EMSE_38,EMSE_39,EMSE_40,EMSE_41,EMSE_42,EMSE_43,EMSE_44,EMSE_45,EMSE_46,EMSE_47,EMSE_48,EMSE_49,EMSE_50,EMSE_51,EMSE_52,EMSE_53,EMSE_54,EMSE_55,EMSE_56,EMSE_57,EMSE_58,EMSE_59,EMSE_60,EMSE_61,EMSE_62,EMSE_63,EMSE_64,EMSE_65,EMSE_66,EMSE_67,EMSE_68,EMSE_69,EMSE_70,EMSE_71,EMSE_72,EMSE_73,EMSE_74,EMSE_75,EMSE_76,EMSE_77,EMSE_78,EMSE_79,EMSE_80,EMSE_81,EMSE_82,EMSE_83,EMSE_84,EMSE_85,EMSE_86,EMSE_87,EMSE_88,EMSE_89,EMSE_90,EMSE_91,EMSE_92,EMSE_93,EMSE_94,EMSE_95,EMSE_96,EMSE_97,EMSE_98,EMSE_99,mean_CB,mean_EMSE
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.03759234945800591,0.001562885884031524,0.008225708265716314,0.01268093723186645,0.037697845132969546,0.0224075727090129,0.05033090815739245,0.17511369745394914,0.0006024497519472215,0.018561900394311045,0.002717699370531532,0.02393128030635732,0.09130761562555231,0.06029660041499488,0.0015026021899603064,0.29151186325415984,0.031872176559981716,0.07255160147243538,0.00010157566519389038,0.4520861635740168,0.017464704904864202,0.10676693884189242,0.004728218266270973,0.022792831298907433,0.03806050542571535,0.05212036911650573,0.0036893007545606765,0.0006754387442746046,0.20902863833292762,0.16497204552734865,0.047400428386306655,0.05091352196565228,0.0064960426822258865,0.061502867282951075,0.004642083989652925,0.13378600101483526,0.0017206585982605552,0.02035401432614732,0.1144616293381023,0.3375216412033735,0.0040589474894265854,0.19524551463225268,0.025564986199470983,0.17432322486576787,0.00762587081079563,0.007238302212653822,0.1991739859284038,0.15539505975495194,0.45272371024849606,0.06815562464680419,0.08558936419791999,0.014562279649858675,0.10103336972680757,0.0070428289783935035,0.006615469102150643,0.12023330697484892,0.0003496397423100342,0.12919938849750878,0.030091435538657663,0.00016345406925945272,0.08243966177981923,0.020831246616846648,0.05638414368097958,0.13337431163960337,0.13630736258181403,0.03213717131627935,0.25626180259792414,0.05169250838593107,0.050790482737105784,0.04717646016817937,0.0001953255321810734,0.2352590247420834,0.0001846948607477621,0.24018420935878018,0.014024125845647214,0.2066275639423354,0.2477918564771464,0.00021226243551398846,0.008093332424971114,0.0014766260875564033,0.0055025803656271475,0.08407045902293087,0.025552138712380004,0.016874603071344623,0.11936693785577311,0.04312314297650837,0.012608000441719069,0.0016818683313425322,0.009213290706400281,0.0009256199691136812,0.028816818840274743,0.005816722646964512,0.00196389363694384,0.040643744480410415,0.04102609019567501,0.015201438668784888,0.0002785085144384484,0.173591016363435,0.007111576573543327,0.14811681617723665,1.14,0.07179068516902193
2,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.04419781293644973,0.13453844169794318,0.024583641963697025,0.006853414083237888,0.019416604997598418,0.1638564788554975,0.02935993991919932,0.03300632553174667,0.0007138279855149471,0.0006237133212119295,0.020645536201267058,0.04538630145166338,0.05193552170358189,0.02249279862206499,0.0153777610751534,0.026086183041977136,0.4568966460352684,0.005039190060615859,0.04821220659702972,0.05544056050264668,0.0368860189978417,0.004722881002941555,0.011597778843613824,0.14678701721779583,0.0008521918131789285,0.001140855571625895,0.08054901427331472,0.06091843443277136,0.10976550135750665,0.04379167877188251,0.1310942011641551,0.00034575328482532535,0.014199546768621958,0.22108444355793622,0.049016462309581205,0.0033393966636333563,0.007703022322549668,0.027719606828303992,0.005983515833742567,0.0008239960100733728,0.22495574933289755,0.022265675356117943,0.3058320135624017,0.011775889458940723,0.013931976008503334,0.0066658494539792975,1.0338234066146922e-06,0.00494138221372988,0.1477064160887632,0.010069805850338258,0.006894017272728488,0.013113679784443104,0.08301935588489621,0.00949098563239485,0.19593240340698173,1.7128131849591322e-06,0.16688622744227222,0.018518145353402075,0.2964853258925856,0.09236762135442522,0.010256871805190127,0.1387290290600343,0.01567780065436174,0.05340750138508464,0.0009188657490592928,0.13804661522890757,0.06621410706692685,0.24529727761187045,0.06243841107341105,0.0771344998367592,0.0003683509601637886,0.013471217763890327,0.0047983894672945955,0.18056082323885936,0.00880429957862237,0.11183732777308421,0.1898402423693458,0.004620731832428249,0.06190751291929715,0.16058631626060943,0.022484439221257202,0.008364126962253294,0.09933907532744836,0.3807416312213719,0.008817821379190403,0.03837268736229867,0.026533184498056847,0.25644054236411706,0.031752305564260494,0.007068535913227214,5.7084422742522856e-05,0.12029993742042143,0.0043672055537520285,0.22323783486535728,0.01737397329709647,0.00015888792604020488,0.1596916994812617,0.02196716174979797,0.07689725403892352,0.06670300548733626,1.23,0.06909424075287066
3,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.09430033759766457,7.02852648701127e-05,0.010609644625415441,0.014437332796031438,0.01984723788710803,0.17391564372257778,0.05080218946777174,0.014075959211155653,0.04943966985331462,0.0023127769680877704,0.0338041013778205,0.20024124487600603,0.0005536317386496078,0.15766337155790516,0.016436725087434212,0.04102743915057474,0.025439597355191024,0.00307137207915721,0.18209649710254827,0.0053556180828475426,0.002393590507924961,0.24097728240128113,0.0738334622408891,0.1277719921705666,0.0003520503382531422,0.03299613109696066,0.018570053975286355,0.0011844049284216612,0.041149633895416954,0.0038080480061427145,0.013667987700882065,8.753209863910203e-07,0.09347930224234725,0.14945897275639053,0.05177352675166918,0.014732044924150443,0.16618309311209087,0.10485444391012268,0.006700594284021973,0.01091094647019636,0.03819979132628458,0.029779238039886663,0.006037870494262723,4.7995791196009036e-05,0.03557768135278,0.1322087323949169,0.008893340969988249,0.09372268179742957,0.0059011223536048416,0.049362890510964805,0.2362328376260417,0.03733165849259583,0.030820752760582777,0.0017229328579657186,0.028626225955847625,0.1971515641395401,0.003947445593554644,0.07757405929096416,0.13179623375682573,0.014121150521887565,0.14735685715708907,0.08655302798723065,0.019016460108827172,0.0020884518814295455,0.06603971512063712,0.16030155774355015,0.003658376475386214,0.25130161834446624,0.019508911066319513,0.01145931966798699,2.306763647685744e-05,0.1604518896686171,0.06793431330345807,0.003158561843454712,0.020173404729724512,7.402532022826295e-06,1.9464239389711744e-05,0.05377930141937816,0.009282511772739548,0.004521783783881468,0.011564132144617802,0.008238741089680625,0.016024227824222297,0.042234169008311985,0.004721049133651004,0.03154434646667936,0.0032874274573727004,0.004424257616011633,0.24278299916343318,0.026362611426847725,0.00986636216633282,0.04908951166370193,0.17672611425450477,0.004200138342383214,0.08410452519246239,4.222526208886379e-05,0.0010725249315031709,0.19166915104258353,0.0182897791640892,0.22381520101828614,1.28,0.05646050809714083
4,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.002461049742941185,0.05472785712889374,0.19657584081255677,0.33719025549614173,0.10591773932099004,0.05367244369474074,0.0007811512521894896,0.1428431270151745,0.026480613173011643,0.04103590542426072,0.06350455539285561,0.00045303559413807556,0.10613481345486755,0.008450038286785833,0.11237280681867796,0.0015736058751997593,2.1312285459994688e-05,0.05461212377082007,0.001643236750944642,0.03941143691148124,0.0017711853607550111,0.002634445283919551,0.03266176745962306,0.006779551632294314,0.14277682092755253,7.920372245782452e-08,0.28748465565965714,0.0036736246640364538,0.12415666191327213,0.0015938029385214772,0.10084636541583908,0.01836047801268406,0.1363848406258192,0.019536704359983347,0.0701636789939696,0.005918057227225073,0.06990222519612213,0.06428230688662472,0.02787142449843529,0.09081760303964374,0.023743469387548365,0.0097293326230072,0.028371447733884843,0.0032523249319292534,0.038530541282115624,0.002131952020702424,0.04487848679897469,0.0061791782065822665,0.15263655587137237,0.011621211973181524,0.09453265548749093,0.0008148656115321441,0.0018458664099615936,0.00034911854530579167,0.07882500154166025,0.0701288160437162,0.06888152826340427,0.02632306474069418,0.04567003090131211,0.024362115052925588,0.07004145414178217,0.008907765014267354,0.08282252589467569,0.02294858336288605,0.18366560336879062,0.1898054930139625,0.029649404897040883,0.033427103138366006,0.06260144240195276,0.18620303887221237,0.11414575386183139,0.00010603177324736497,0.000532580353035654,0.028400153394562432,0.18489000321127227,0.12198682177618397,9.796999178130487e-05,0.04457047102353206,0.018364461686911946,0.017730340861000653,0.02193596030528646,0.02878411030303057,7.338191817085118e-05,0.0035672163317218074,0.08331861858756545,0.14317463959083407,0.006352653955450617,5.502352541408995e-05,0.008181771342994146,0.034997549152395994,0.3794055107218936,0.09504998874272132,0.05398539422173004,0.2080855642802187,0.00923248670459802,0.08725841775208255,0.21263710625641088,0.0334715571643247,0.00036693733441634614,0.1367278381316992,1.34,0.06237845519291387
5,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0013790210450921143,0.0039959386832128215,0.0013512337838277326,0.09712872676456696,0.09662096938612615,0.11348346879058167,0.0409717199348596,0.050187911131486344,0.008606595303599729,7.758199589563173e-06,0.027813615810477588,0.021728271045516244,0.034478233877753575,0.04430905658077197,0.031343388634246246,0.022671533967434793,0.05071830376132465,0.08166204252998231,0.0002014127490002571,0.02105097560276948,0.16650377811566125,0.23617540638127754,3.155079368927384e-06,0.006537153861804894,0.07642979637854982,0.030236140839309148,0.11406234389405955,0.13379338205479663,0.04161196159896236,0.134594362259748,0.002974605178187591,0.044773579819831134,0.001932593938770844,0.00791045272470656,0.009455138666509532,0.11520546698818847,0.0011879740154644924,0.05793612023197309,0.0057363080181114575,0.03388072557574487,0.01249580221082715,0.030587019221191638,0.294494158638546,0.04825766011555441,0.1526536428684328,0.0016449869717747483,0.11541367175788633,0.003947346866782033,0.0005763478897644525,0.03712789952092445,0.00151885155012012,0.010186576115512215,0.3651500047486108,0.30585140438332886,0.03546835507205399,0.23409464202391606,0.044933081524696654,0.08107729417329697,0.0972172328035255,0.1415868304021753,0.13393338276377073,0.2854604740757214,0.05883445408662343,0.3451501941379559,0.006331123322974139,0.01798168961865005,0.0076064114275771555,0.16423368435840305,0.47259107204909906,4.628383050310847e-05,6.49367494349809e-05,0.10355004291506643,0.029254013855824903,0.00017811888132513028,0.011346091236131199,0.02485579293658949,4.7742069341823446e-05,0.0018377620935819473,0.005085605158776274,0.048282115811765176,0.0002579283244043089,0.0029595017513816568,0.04177953991646837,0.15372461018293251,0.0685265173011548,0.010110457351744278,0.061784360732290766,0.02532250557636284,1.8845365071346126e-05,0.047682268082160285,0.18082212149324123,0.0026480291262178466,0.028406065271629862,0.01949206479585838,0.005133073018711463,0.11018821707906168,0.051110575560774744,1.2080877110064654e-05,3.545031674151843e-08,0.024114929073896296,1.43,0.0653569814977207
6,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.01740451178344819,0.052114075720768135,0.06177867790528601,0.005830003283583043,0.00013042889328600374,0.016534271628977294,0.01704521376132574,0.020575503815510595,0.016242661128542623,0.00046452806382366605,0.10347716703995438,0.01908790861312349,0.05115884730464868,1.5921636643995977e-05,0.050026709955696406,0.012075412464223756,0.0015200278647473423,0.22080237454132037,0.03846561298362429,0.06381044587079747,0.024597459062931835,0.0009841461320121757,0.006028224202165525,0.006297689759698853,0.02035100854091414,0.0021164507927125317,0.20351153494189422,0.2748359248724396,0.10625327447690347,0.02766107529290826,0.005276994298779816,0.5715866697298666,0.0007988382206823131,0.04659421626176395,0.020628186334251647,0.03266998237353209,0.07892334436167123,0.04219910606690191,0.009966736194454642,0.08839760190350947,0.08335967827340396,0.15154492910831407,0.03147606074991312,0.0013297725604494272,0.005044911715154162,0.0019965021975243253,0.003197586195832904,0.018748866123274283,0.0003546490325493124,0.04212263278911364,0.005127149496541808,0.0643755576538812,0.06603771824138852,0.00011242428062051494,0.39975823694977447,0.03587850771844903,0.0775167902483243,0.00043670304855102847,0.0278412784613037,0.0003153047314633134,0.0030723045034590367,0.0162239562562399,0.00998276357932789,0.07487233711650437,0.11897204384303856,0.09581450519671726,0.07201532719753519,0.02139481638125872,0.04490709152297423,0.021914241100728142,0.031010675113166176,0.0418823819289513,4.6374593646751814e-06,0.03588239443484343,0.01580064298652734,0.030448738940741765,0.013440287301807774,0.09896509498670338,0.007116476892496346,0.1491654205331863,0.01198490138972367,0.056972095287472276,0.00018599453702197743,0.0005634145749706985,0.0010124518515755093,0.01404341788508411,0.017140778431574934,0.0011086431136547504,0.07774468996582336,0.001097646859642431,0.05469717356874593,0.009078959065026567,0.11988628875442818,0.04311572555939127,0.016509207336027013,0.05425039964452386,0.01775816417688255,0.04735942555505347,0.0004225444326463175,7.39364991994654e-05,1.48,0.048027060234191926
7,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.003428156150845937,0.012558689558255107,0.01044640655171795,0.06372112205191634,0.012612097626527935,0.001908238371272822,0.056904138631800494,0.020523516470567254,0.09132329088156271,0.02336030510654771,0.0004685408788276798,0.004012963039615443,0.013306990474503271,0.002793266574333639,0.1587180574489933,0.001026478278338006,0.015469766743655796,0.22950488935629765,0.07781570946769728,1.957142483734405e-05,0.16501508408797042,0.0051514146400477336,0.0022545290887420392,0.11293722381725044,0.02337275455739669,0.004078690868209093,0.059694235954368284,0.0004937596016070448,0.20268495720273327,0.0025865474413101714,0.00037403134554568363,0.025602674761969004,0.0032998074275376256,0.02418168018622481,0.03946477286533054,0.0190142659375317,0.04359078256644198,0.0843222973084702,0.1382862091787975,0.029401655822150884,2.5738710246525834e-07,0.11318649874654357,0.10183886704140005,0.3964881737407909,3.997107461570869e-07,0.05488390439444794,0.1294508467361399,0.20473937795055772,0.10781767222640348,0.1758492970937343,0.09157678844185542,0.0255711925379829,0.05706749126805641,0.02495358449150446,0.00029800543040787205,0.06848490104152925,0.0688514468858542,1.525999228066429e-05,0.010722601032576525,0.05387639271383786,0.00011243288891943994,0.04754701534863209,0.016751485719867048,0.00019147308789128916,0.0528938007369562,0.24565119235438262,0.2772707823397271,0.008169234155506425,0.0046465094169624716,0.006659226522573529,0.006008282006027865,0.001008016781590978,0.13837556706785287,0.0037697524691954185,0.0779351058398059,0.18248702302430048,0.0618045956689271,0.00837614620201327,0.09136176955316115,0.41340459362194304,0.1442755713037265,0.1714132625758576,0.003300230051604353,0.0018844491517542394,0.005106318518486857,0.023279842563259757,0.17119791923220326,0.003246983258855632,0.15249733239143504,0.04239844901157354,0.0012237735360844824,0.008345516791051746,0.08527697153217736,0.06245451458511679,0.05367005379239489,0.047227150582064385,0.009775535141530343,0.11558718817124439,0.0006244365920405919,0.00240856751495867,1.54,0.062210205997151574
8,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.030114619397424425,2.1092664827046146e-06,0.0013432923747265174,0.009557284741662992,0.12196703362434641,0.004733008972110364,0.03005379338700969,0.00016200572288122271,7.394914015594876e-05,0.011615228293873134,0.04990298750154885,0.0761771258744038,0.00994689060678867,0.009119918769642887,0.008043252725841735,0.06147198020094753,0.14693165338136677,0.06980204021997292,0.006978128128249267,0.18293598520586818,0.00023787748127137537,0.012737318123590777,0.181664991552254,0.07172557322392038,0.16992888789989988,0.037429543828424595,0.2010816849775472,0.016939301434417648,0.12754143558644293,0.0008791170118900556,0.024670848120630532,0.16069858591581748,8.958093793873225e-05,0.008403307069422846,0.08279988968859785,0.0033809953780565677,0.01156518338284251,0.017279118077612742,0.40310336744932873,0.030862610944894054,0.04658132831770101,0.0029217855278420753,0.0037779217745098916,0.19687433108247665,0.09329081733610126,0.022859131341517912,0.06140444167192806,0.09596562632720337,0.059277893415718784,0.02727104622292548,4.518797510317742e-05,0.06703736194358006,0.023841153574236704,0.023729784450604918,0.00020680800185441696,3.317133504516096e-05,0.03708123332882955,0.07407017315154704,0.00016946329804531915,0.05234710324470567,0.1570423382563148,0.02718510586129501,0.012766517790477511,0.025599860367984107,0.0676971294395162,0.00012148128150274382,0.0010230251689677921,0.04598026227149995,0.036701997472786144,0.012008298985593293,0.0538352620802969,0.003391546898563953,0.003936996026972819,0.08142512503627099,0.0694319698151468,0.01740800380036787,0.023540919444170225,0.003117097883272765,0.12440275851497264,0.001302636341773628,0.002893859351349392,0.004452914068517252,0.0010333566059917575,0.00026929042879565734,0.3921969639044809,0.04053497521490964,0.08132639151489927,0.02965302596010032,0.02056611288514238,0.07324356098495009,0.0844883807280645,0.25028423162674557,0.04634332644687283,0.009343371638955761,0.030564837922218705,0.019804779438811048,0.006419979422611237,0.0930986931406293,0.0407552113592142,0.0003273387812884869,1.58,0.052782562031038774
9,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.018042887131675615,0.15484568176861038,2.406847718670716e-05,0.022700841794162645,0.0051577289000138615,0.0067759980318862,0.07992294992400677,0.0886584292059902,0.01972849587209197,0.05314080939343478,0.02809243098209952,0.058419348369237914,0.1169095013528569,0.040773768871350806,0.009217248233057496,0.010069268081228707,0.03263349509258615,0.03351620197348514,0.0018356312016875327,0.2748836983616275,0.04755334714792091,0.013494943785624741,0.010383229913755591,0.19455013090781184,0.05868183834107581,0.015109452730826367,0.07035410058234774,0.013911028637883568,0.0011665222684453561,0.0987551169707578,0.052376642751155084,0.06506321951286036,0.021698979472939417,0.031438137471252695,0.0003317283395142686,0.09815890539192094,0.0021042946874043466,0.015060803120249391,0.03265684912241244,0.02069778697045986,0.2473547484821768,0.011453651373001066,0.042897553816480145,0.2657521697800953,0.02006673024812513,0.06724499652135381,0.054002829631666,0.012774777166575242,0.06238239223764998,0.04524090708656059,0.11053791463064448,0.0468279790706726,0.023948229311619572,0.0003348527611925539,0.06026624071263458,0.012351484739785281,0.006514256187378725,0.012463524122536127,0.002311180793775721,0.0008439265126135263,0.0013249614979632984,3.0229759876359475e-05,0.23375842845403272,0.08625934439669034,0.11308325809265951,0.10740720525904658,0.020043153311186383,0.048717798213364395,0.0446073306708717,0.00198214025081958,0.02780108056608115,0.0028988575345494138,0.12405026195701696,1.283810646764456e-05,0.21580463375841447,0.06768833040870546,0.12051623930214243,0.08866611101760954,7.97816583330928e-05,0.05092463613485555,0.07254823162604038,0.05901932183591315,0.03208529781862337,0.08095671497303351,0.001999031022142688,0.06746029260753808,0.01503411915233899,0.009716672730557006,0.01329419625778703,5.431149455055426e-05,1.6738005913125584e-06,0.06727598457391233,0.10435002348301181,0.056820916993091185,0.12447124247155358,0.14646093626015275,0.0005743774929839931,0.030870456826492865,0.04488884470234073,0.04677216245490032,1.62,0.05354777315259674
