,MSE
0,0.9896362250437674
1,0.9108589174784157
2,0.9133775446055765
3,0.8560119472426647
4,0.8569111603145373
5,0.8391335379250953
6,0.829832978500907
7,0.834734889126814
8,0.8377662935488347
9,0.8054380252616781
10,0.7482876779808376
11,0.6954256177155316
12,0.6605205077119413
13,0.6439062970139448
14,0.6330622131981917
15,0.6172601672372668
16,0.5957336595507126
17,0.5736101229320731
18,0.5542867984061173
19,0.5388524306557503
20,0.5280629307376785
21,0.5198852548180352
22,0.5118827026171301
23,0.5047765165978703
24,0.49917700144577537
25,0.48251724137615193
26,0.4693128875397459
27,0.4573655625536276
28,0.4489850864229094
29,0.4475632517209521
30,0.4495158685070863
31,0.44258206774241915
32,0.5644910605694496
33,0.5602155467004395
34,0.56503824458604
35,0.5715272500668374
36,0.3853263773150609
37,0.3644320647772771
38,0.3448597499126825
39,0.3415634113037517
40,0.3462507831080516
41,0.34218023229693345
42,0.3304854884420932
43,0.49259494692097217
44,0.6442601079974687
45,0.4647672516541571
46,0.31787244253102287
47,0.3141014027815858
48,0.3089329697043056
49,0.297954375323569
50,0.2901511850002174
51,0.28535173610762105
52,0.28326868351792267
53,0.28711306660629027
54,0.293329007026386
55,0.29343718168784066
56,0.28934102876244566
57,0.357451171030704
58,0.2755168536906781
59,0.3975871494661406
60,0.3326311328107822
61,0.3676928677334237
62,0.3687489098955722
63,0.37228553381792684
64,0.36776156892780926
65,0.36383705513838527
66,0.31551544554916483
67,0.30960739292398354
68,0.3070389945752251
69,0.1665417619216365
70,0.16881336408906672
71,0.32235314492314016
72,0.3265315262033301
73,0.14663243186360658
74,0.3126255648738668
75,0.13710143535442137
76,0.13587547480620832
77,0.13561625021757145
78,0.13527918883804924
79,0.13497645959229826
80,0.13454962926914296
81,0.13588549492351382
82,0.13927403260557394
83,0.14189384493672383
84,0.13962397452722586
85,0.1289668093290835
86,0.11737808536278138
87,0.1119233561572377
88,0.11042898105096752
89,0.11046619068011994
90,0.11123731530390983
91,0.2867299259787256
92,0.1122677304650723
93,0.11365542438772355
94,0.11606390185634016
95,0.11928998458253068
96,0.12362392189633353
97,0.12336723882320641
98,0.11565826334625222
99,0.11229889777762894
100,0.10883007971734696
101,0.10961878385544888
102,0.10809169935517002
103,0.08992376324610853
104,0.07782967409428586
105,0.07452906261273845
106,0.27894306922070056
107,0.26233852654472056
108,0.2477882849639897
109,0.24774175384489033
110,0.25292952971959803
111,0.25423892947001414
112,0.24976840395731434
113,0.24258658542965525
114,0.23667160501690426
115,0.2357278550222483
116,0.23807590042199783
117,0.2414240131919927
118,0.24547537007399084
119,0.2465272307906075
120,0.2406290431553264
121,0.23388505170127688
122,0.2323718895954444
123,0.23645410085828225
124,0.24263067461832333
125,0.24229133042589462
126,0.2319370671382654
127,0.2215426575809083
128,0.21969334611924557
129,0.22067462991280545
130,0.2210623273938197
131,0.2199933907937738
132,0.22007786505423596
133,0.22118498434614864
134,0.22325100364942596
135,0.04572921793224412
136,0.048888269520385205
137,0.05436916118974705
138,0.05486155209028761
139,0.050727097097778784
140,0.20109039458328767
141,0.19860118106337749
142,0.18739822259347855
143,0.18155904406042972
144,0.1799944217947147
145,0.1802985602526954
146,0.1810509156616255
147,0.18217812289979118
148,0.18379543759591224
149,0.37236024155320313
150,0.38341898519337403
151,0.3966003218296398
152,0.19337082210168252
153,0.1847241307807074
154,0.18078631975546294
155,0.18026484336737555
156,0.18008832467719302
157,0.180085901666932
158,0.18024106638214238
159,0.1805151112220644
160,0.18094993820936878
161,0.18161441380754897
162,0.18269900075104153
163,0.3236860991933167
164,0.1772831535746569
165,0.1806380860794203
166,0.18198506176168303
167,0.17994772207284096
168,0.17619980916618697
169,0.1717623234097629
170,0.16986141783205996
171,0.16875254975142082
172,0.16879459084971946
173,0.16922118101584843
174,0.16966634651520773
175,0.17008327179274227
176,0.17076158085494722
177,0.17232664128272351
178,0.1755455388734862
179,0.036591751945070326
180,0.03639490254459716
181,0.03532262060815629
