,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
18,29,28,28,31,4,23,16,25,12,24,6,31,31,17,15,22,25,25,19,32,0.7719506099822546,0.3413802656590629,0.3041470441857315,1.4390171560176983,1.0561683821117496,0.4319575506650291,1.044195445816238,0.4665651371845884,0.9610492301585092,0.46846952234894446,1.034158249721437,0.1804049211632617,0.6012121736385001,0.7232579417703717,0.8720342070015245,0.790900506655647,0.21773422210212,0.25996142578838927,0.7264952184378861,0.6224689160528101,22.15,0.6656764063230878
19,30,28,28,31,4,23,17,25,12,24,6,31,31,17,15,22,25,25,19,32,0.6298714645528869,0.357967556079974,0.30062870601342717,1.4843489091827926,1.05629097894591,0.45442600202294314,1.3473953672122772,0.46412758699561485,0.9610319774063976,0.4589538974144725,1.039770567079243,0.17203409127032368,0.5267740203873429,0.646099397341126,0.8303962849272116,0.7663038564172997,0.2190134223955344,0.2585228327283287,0.7302859523769667,0.5770599339283661,22.25,0.6640651402339219
20,31,29,28,31,4,23,17,25,12,24,6,31,32,17,15,23,25,25,19,32,0.4713929914974248,0.3414457273274196,0.28488156325329034,1.6284085844428389,1.0556384063649131,0.4174084509645347,1.238220460809453,0.4722168806492288,0.9597324060422506,0.4766223045052256,1.0442887335317246,0.15478517718615653,0.5028629993162809,0.6450426366847778,0.7962360065752146,0.5974618029814132,0.22200842665881518,0.24634076042805797,0.733095775869592,0.5504792544400385,22.45,0.6419284674764325
21,31,29,28,31,4,24,18,25,12,24,6,31,32,17,15,23,25,25,19,32,0.6633337840363864,0.3354793499439005,0.27076021475439765,1.49051969905461,1.0569217783106413,0.4209621291366956,0.8314509643757552,0.4569036478866799,0.9542682007210516,0.47234094677328253,1.0526125500722636,0.15155105465335844,0.43427059769429116,0.5985502655247675,0.7908149471690987,0.5114083815315177,0.2180253235260906,0.2388298820363902,0.7384144579615769,0.41370917918544003,22.55,0.6050563677174098
22,31,29,28,31,4,24,18,25,12,24,6,31,33,17,15,23,25,25,19,32,0.8250465790855853,0.3174550159882052,0.2537125802845395,1.0181390287881482,1.0583947322445724,0.41893371980443933,0.6993284638802139,0.4436257799789967,0.9451940539566325,0.42208284939360746,1.056699072944063,0.14381689846184254,0.3646080069350845,0.49772613934696375,0.7325773037851614,0.4453954039113408,0.21077851656148144,0.20718135065831322,0.7194692516579732,0.5111267480708215,22.6,0.5645645747868993
23,31,29,31,31,4,24,18,25,12,24,6,31,33,18,15,24,25,25,19,32,0.7543803500713061,0.32091743932320604,0.5850394778749534,0.9862819336223763,1.0622048931599262,0.41226594544115186,0.683680837636296,0.43281984922036765,0.9416854105957757,0.37522660954355636,1.0585207291702239,0.12477128381168347,0.3399262433949524,0.6409658882053728,0.6151104805383687,0.2868716464692106,0.21737505624953166,0.17392416487338225,0.6780285789144826,0.46994525967967427,22.85,0.5579971038897898
24,32,30,31,31,4,24,18,25,12,24,6,31,33,18,16,26,25,25,19,33,0.728783070882724,0.32507160838770055,0.44898037705780774,1.3011744834360712,1.0758443624276515,0.43784734766379857,0.6834760944368713,0.4020370060651394,0.9353641420467925,0.4107079716392996,1.0577071168393788,0.09166153630224774,0.32670139618987004,0.5719362792132257,0.6896802816026143,0.8938066263483824,0.21043374637072781,0.16467347954371436,0.6788652998790029,0.4422076482972875,23.15,0.5938479937315154
25,33,30,31,31,4,24,18,25,12,24,6,31,33,18,16,27,25,25,19,34,0.6384722375791635,0.352030627946475,0.18468255028677866,1.4667715553161917,1.0891885339826917,0.44534538697840254,0.6835979745645252,0.40185163392306317,0.9295305442065405,0.43778248927081737,1.0569581512425426,0.09113936798875462,0.3277512241963212,0.42731539261754775,0.7188452704412845,1.2990524876345966,0.19403134351806647,0.17555747896407356,0.657736194971482,0.4579657808725141,23.3,0.6017803113250917
26,33,30,31,31,4,24,18,25,12,24,6,31,33,18,16,27,26,25,19,34,0.6103959979103528,0.3437692303269491,0.14538774225725473,1.3165891090019102,1.0868586981170225,0.3903369761724489,0.6924072262905909,0.4056064374709131,0.909850520874789,0.34159385978308193,1.0530647905160144,0.09441395943948641,0.3328233931270758,0.4073804257144822,0.7096390679957761,1.3225500585561079,0.1698692336632854,0.18656674941730678,0.6269969984671357,0.40755430029084816,23.35,0.5776827387696415
27,34,30,31,31,4,24,18,25,12,24,6,31,33,18,16,27,26,25,20,34,0.7007377459481992,0.33275658304024996,0.1354650785167892,1.2859613480523013,1.0704852174509825,0.31010280962814835,0.745432675718866,0.4357426847456653,0.9076077734932164,0.3305998108923829,1.0530858612892011,0.09666724527516382,0.33062601551482707,0.38045800651473566,0.5934390304947842,0.8358768343533649,0.16748768950899762,0.1827825159621632,0.6236348101109259,0.28000215801865025,23.45,0.5399475947264808
28,35,30,31,31,4,24,18,25,12,24,6,31,33,18,16,27,26,25,20,34,0.4608882142624794,0.3341219572140323,0.1410670423658506,1.252196844029122,1.0617052108463663,0.30835609618938037,0.7521965978820583,0.4311319129652731,0.922126190613244,0.3359835388609931,1.0529824852972034,0.09959647787443077,0.3307219019713014,0.404631165842306,0.5094963482652353,0.2990188909549424,0.1741639868442184,0.18620360083930318,0.6234184275726337,0.2811767899180383,23.5,0.4980591840304206
29,35,30,31,31,4,24,18,25,12,24,6,31,34,19,16,28,26,25,20,34,0.3766157815731872,0.32567632666324714,0.15988717293484275,1.0845405776097374,1.0603633129979861,0.3037561352920336,0.6745496613255756,0.43030748098254906,0.925359163299222,0.3896046729418788,1.0558882681888817,0.09299370843081947,0.264654308425869,0.49607632965008164,0.47807293012682417,0.16921170451691323,0.17733082172341735,0.1878627399845279,0.6215325007127327,0.25930559565498845,23.65,0.47667945965176567
30,35,30,31,31,4,24,19,25,12,24,6,31,36,19,16,28,26,25,20,34,0.5089806740790552,0.3359863857049975,0.20478605670724914,0.8070044470352504,1.0514030247347073,0.29042448452493247,0.6826924853552422,0.43743173848982286,0.9280639517263224,0.3848036847513557,1.0594968399940154,0.09426825241806244,0.19200045344450306,0.45665269613083537,0.4543560736870583,0.3039949836331625,0.17256655046728372,0.17708272511006737,0.6200145451283368,0.17455644462459247,23.8,0.46682832488734255
31,35,30,31,31,4,24,19,25,12,24,6,31,37,19,16,28,26,25,20,34,0.54869773662427,0.33661684967818106,0.2281071530938376,0.6198076534567041,1.0499152428210692,0.29342975463467685,0.6414697683658366,0.4418495195905226,0.934611013360411,0.3691820007002977,1.0600511102627252,0.0882336129280495,0.18665020462190818,0.4012816414577535,0.5398014181149652,0.3489484532868319,0.1722517515931789,0.1728064039138782,0.622936648502454,0.18879675934780735,23.85,0.4622722348177679
32,35,30,31,31,4,24,19,25,12,24,6,31,37,19,17,28,26,25,21,34,0.5196676556180021,0.31981362022664633,0.22047448316156498,0.6116019601290003,1.0428863273722535,0.29300819892279445,0.6624611266035576,0.41210564222837764,0.9365782480421894,0.37194702989742356,1.0572852823696652,0.08807913285748158,0.18829123755343075,0.36831382538867585,0.627044130597525,0.29286010083409025,0.17174435876807062,0.17143590828680774,0.6262620840051183,0.17653377449377314,23.95,0.4579197063678224
33,35,30,31,31,4,24,19,25,12,24,6,31,37,19,17,28,26,25,21,34,0.4859966653655581,0.3035044464023614,0.17227693015774304,0.6426432932909766,1.0452065367691732,0.2934266619853821,0.6793605939918621,0.4140209151513751,0.9322560272683623,0.3484520490732114,1.0513590573209721,0.08484013190083015,0.1869322931079439,0.3718199306149615,0.4246668520812428,0.2875387103899541,0.17970419285652706,0.17428827366145686,0.6249897687652807,0.17753153295588203,23.95,0.44404074315555286
34,35,30,31,31,4,24,19,25,12,24,6,31,37,19,17,28,26,25,21,34,0.41007607774916044,0.30051129782418007,0.2310763307756387,0.6057443555684238,1.046598525057921,0.2953287168333695,0.6946549992689101,0.42822702547621905,0.9279636417010965,0.3322612483072781,1.050946204096522,0.0852677514789116,0.18725885850112095,0.37384160939147304,0.38595073933871304,0.2896776658785464,0.1720552864297525,0.17848396417741433,0.6249299308232518,0.17071752841343052,23.95,0.43957858785456666
35,35,30,31,31,4,24,20,25,12,24,6,31,37,19,17,28,26,25,21,34,0.2844565478321137,0.32016591951544426,0.05950200288602558,0.6104255575923039,1.0439203456438646,0.3035784545921033,0.6718081818623556,0.38371971710722513,0.9281598277590215,0.3399726310419686,1.0538099646459105,0.09196833378755526,0.18867964819920138,0.3531174346099467,0.3837239033331109,0.28944181246915485,0.16782793993509657,0.1709783436806051,0.6387289887579093,0.133214695574101,24.0,0.4208600125412508
36,35,30,31,31,4,24,20,25,12,24,6,31,37,19,17,28,26,25,21,34,0.1652945635213654,0.29263417523600943,0.06345524726439229,0.6436414323713513,1.0486323201827905,0.3063377139652793,0.644773265238155,0.3325469574385935,0.9297053543088386,0.3858328774770516,1.0531612886992465,0.08544747928046698,0.1910044806760619,0.3358027922097253,0.3937962571264852,0.2723518290328746,0.1656250516589979,0.16749948353388766,0.6418017949444398,0.1211347481057374,24.0,0.4120239556135875
37,35,30,31,31,4,24,20,25,12,24,6,31,37,19,17,28,26,25,22,34,0.13941332164893525,0.27601869069945634,0.05947153222827986,0.6657253405061326,1.0551945971116832,0.3145357678776635,0.6362908588489298,0.3322517610930542,0.9337070193870041,0.354255298133291,1.0532240227864371,0.08538261736652403,0.19079978483249235,0.3293697934303589,0.36489062582129556,0.2171631497717404,0.17456546307918094,0.1392096987477415,0.6006298572052602,0.10356342437600584,24.05,0.40128313124757337
38,35,30,31,31,4,24,20,25,12,24,6,31,38,19,17,28,26,25,22,34,0.25516861676001407,0.2882926365509381,0.06716873353725511,0.7454844021306873,1.0549479761499485,0.32666069262426156,0.6411936580620943,0.3288992265583024,0.9140401516774846,0.3409628099607333,1.0570179927583665,0.08829308931395162,0.19035019598192288,0.3297994140262801,0.3558439102311391,0.20782656898387442,0.16562763247968892,0.13941601878242085,0.5610023491221969,0.09257064789103368,24.1,0.4075283361791297
39,35,30,31,31,4,24,20,25,12,24,6,31,38,19,17,28,26,25,22,34,0.26570576043016075,0.33351295906682005,0.09945960647004674,0.5482939301828842,1.07496852794364,0.3154681322177675,0.6401793381043392,0.33088396122542313,0.9165643956028983,0.3294384276700672,1.0506267395573032,0.0836212167700109,0.19286465879524367,0.3383865671372854,0.35462010278229145,0.2614639638394905,0.16571426251268173,0.13214729003847672,0.5214528373271313,0.08796689245563012,24.1,0.40216697850647953
40,35,30,31,31,5,24,20,26,12,24,6,31,38,20,17,28,26,25,22,34,0.23329599557464958,0.3202044216890386,0.08107837736710635,0.6460146469163517,1.0880161097814298,0.3257561975669726,0.6392523685118059,0.344222603471372,0.8963171357837686,0.31968906306147915,1.050343296607889,0.08588115948953734,0.19671993284694406,0.33749698390937677,0.34546600847602615,0.23190048606422783,0.16270614481841528,0.10497243127547172,0.5194203631224132,0.08666778292552882,24.25,0.4007710754629902
41,35,30,31,31,5,24,20,26,12,24,6,31,38,20,17,28,26,25,22,34,0.22274700906136138,0.301464348444272,0.0703103158604215,0.6909841029294984,1.0869996399579995,0.3245182300163178,0.6454562278229694,0.33398466313967873,0.89966713408746,0.2892214492691671,1.0486290916908205,0.08812397907818396,0.20776473434729215,0.34645847618687614,0.33970543255178587,0.29282878084063046,0.16242433596435435,0.10546812941201054,0.5381730636275561,0.08971275769624343,24.25,0.40423209509924496
42,35,30,31,31,5,24,20,26,12,24,6,31,38,20,17,28,26,25,22,34,0.13415071561965958,0.29952041985344097,0.06827498897240337,0.6408615676939909,1.0842711646412786,0.33022549477000435,0.6557105815531019,0.29620134844808604,0.915472634630136,0.28928364981540294,1.0510997011152092,0.0874741376535364,0.2072700755101549,0.34460439812885457,0.3391561198111843,0.274827129375142,0.16486195808424586,0.10618390623814987,0.5077355417045484,0.06814231811741679,24.25,0.3932663925867973
43,35,30,31,31,5,24,20,26,12,24,6,31,38,20,17,28,26,25,22,34,0.11574330988983296,0.2863342349531407,0.06814884983077371,0.7507069790629791,1.0732159049974968,0.3396921286727022,0.6495856426535108,0.2738313600174833,0.9184781116335067,0.3088066818758009,1.046539314563294,0.09301377363281838,0.21188767100781294,0.34352072290584784,0.3335207337352545,0.22841197760827428,0.16947935745071707,0.10398374752803044,0.49149857217206294,0.07364433941758323,24.25,0.39400217068044613
44,35,30,31,31,5,24,20,26,12,24,6,31,38,20,17,28,26,25,22,34,0.09562329033350245,0.2560511580522334,0.05806699801177741,0.42377440492711765,1.0614565182412383,0.3478040778301249,0.6179158909690965,0.37061802222865703,0.9084928340292753,0.28968399884295526,1.0511175590043884,0.09841494880413557,0.23511974796408788,0.34199813653154987,0.32762075766658116,0.2187134357490391,0.16970638213394054,0.10462977698297943,0.49010349032887596,0.06452678863537312,24.25,0.3765719108633464
45,35,30,31,31,5,24,20,26,12,24,6,31,38,20,17,28,26,25,22,34,0.09575714944031422,0.24909798336623953,0.04925518741164489,0.3537634368359174,1.048364887566627,0.34796656381508057,0.6035687890223715,0.309958756245543,0.9004691188767844,0.28584703211653195,1.0477974991716128,0.10070649035829993,0.23579481823678516,0.34251158323721753,0.3341459940603743,0.22067580413859497,0.17448492052211945,0.10358879412274061,0.4897721079032164,0.06543827983723213,24.25,0.3679482598142624
46,35,30,31,31,5,24,20,26,12,24,6,31,38,20,17,28,26,25,22,34,0.089369233355741,0.28839466119613333,0.048961782063278024,0.29244270616620605,1.044276584228579,0.35234453870626586,0.6107061206598697,0.22956657603125483,0.900828232997847,0.2943356709130136,1.0476766559773325,0.10483878700312856,0.23361336682404407,0.3456502925198154,0.3289476096219836,0.19965103434479617,0.17097270301911308,0.10391152589698249,0.4933277796877495,0.06865868497910997,24.25,0.3624237273096122
47,35,30,31,31,5,24,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.07768665849210626,0.2625205238411405,0.05000146664290698,0.4686433378340293,1.0510925699144382,0.3557224394510234,0.6115567498831856,0.17549796186611702,0.9062986398424663,0.28377369120930895,1.050757326557291,0.1096555537879738,0.22695911516257913,0.3331650591570449,0.3399097592424857,0.1561850077582011,0.1753958033613456,0.10355515221797147,0.4869140902663051,0.07458096034890585,24.35,0.36499359334184134
48,35,30,31,31,5,24,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.07341992717031331,0.2458191070894962,0.05542085567387877,0.28543258958935597,1.0454951867935476,0.3553196480764274,0.6232970052421115,0.1576327076182566,0.9018236907826163,0.254495731193415,1.0507944603011974,0.1156908344772684,0.21623308655207815,0.33338095200126355,0.3428103238771804,0.17121495782991053,0.17783226802056534,0.11046938063544338,0.47916576947468065,0.06441301200388906,24.35,0.3530080747201448
49,35,30,31,31,5,24,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.07666008497653119,0.23806053434724653,0.04512673831204159,0.21219823441686775,1.0483136378607127,0.3774981074092516,0.6299556989085435,0.14990773112140207,0.8565624726552875,0.22573974958587942,1.0452882113826325,0.11053170871375319,0.20849424227311872,0.33695236412675195,0.34576392151116836,0.23147778923492376,0.17947333862185388,0.1070420766433188,0.47938821804430765,0.06573724590598048,24.35,0.3485086053025787
50,35,30,31,31,5,24,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.0729455970689604,0.22461267572267565,0.05720175081730841,0.22590897296776347,1.048617222051107,0.4014748076243285,0.6212289701386611,0.15178977433255572,0.7975457530251416,0.22825844123626082,1.0451452729128128,0.10276475764775553,0.2096969754973244,0.3419144847457747,0.3372313639468588,0.2089865704202817,0.17747902091769507,0.11197768875223985,0.46831518320875726,0.06454985969108062,24.35,0.3448822571362672
51,35,30,31,31,5,24,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.10145883346594536,0.23021297371482044,0.0519117481271116,0.16874565466593802,1.0512729032434096,0.4485747905506689,0.6098824519606961,0.15327002006939988,0.7747781796254319,0.2113851452772118,1.0452195152189105,0.10194128435362344,0.21137448262844422,0.335065364933034,0.3292278252085655,0.21364236670231782,0.17994054874682627,0.11418192168571571,0.46041530523318475,0.06992378345592068,24.35,0.3431212549433588
52,35,30,31,31,5,24,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.09477595310912637,0.22669778163996884,0.06288648884780444,0.15917559771987802,1.0499348218377218,0.5118848991261723,0.6072492548777337,0.1517042146623493,0.740918214852886,0.21546290682802133,1.0432160734375673,0.10673440210249834,0.2120091132648114,0.3410145822782366,0.3287998880221316,0.2054694731285517,0.1822916782819613,0.11963455068168591,0.46061644462762225,0.07598649362354326,24.35,0.34482314164751365
53,35,30,31,31,5,26,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.09596821540771229,0.23057097959047004,0.05711736888005241,0.17579173177710997,1.0506897567555278,0.7106500870495811,0.6030815818766091,0.15041278070615274,0.7411104423870641,0.20778145070911863,1.0378875305277881,0.10963322883534042,0.2185205552564993,0.34197225597378506,0.334975244115519,0.1535743448837635,0.18070536229904927,0.11997225094233781,0.4543328518585584,0.06692484494583247,24.45,0.3520836432388936
54,35,30,31,31,5,26,20,26,12,24,6,31,39,20,18,28,26,25,22,34,0.09547290292515753,0.2299999777595621,0.047509797288408734,0.15208448078736353,1.0640346434398618,0.6872350899795273,0.6010665147173263,0.1508760274312179,0.7569177882361626,0.2128164899382781,1.0380362993634658,0.11177492347288957,0.2298205157603113,0.3385004429082045,0.3373183774934288,0.0998683226944586,0.18258684606224293,0.1192657298882192,0.4411554678515301,0.07254896973678165,24.45,0.34844448038672
55,35,30,31,31,5,27,20,26,12,24,6,31,39,20,18,28,26,25,23,34,0.09388999605546722,0.22003814232682695,0.033814516036626975,0.18056902159763735,1.0526555424321398,0.3146943794209175,0.5986481851892328,0.15013335381352588,0.7693645140415671,0.20658624257822905,1.0415809796501678,0.11159334773879488,0.238106374916335,0.339969222138362,0.3376123735993667,0.10385340318643253,0.19036601912773685,0.11924299299634092,0.4161904997140619,0.06624691437795462,24.55,0.3292578010468862
56,35,30,31,31,5,27,20,26,12,24,6,31,39,20,18,28,26,25,24,34,0.10427434316589619,0.24700989579878072,0.032685395713863155,0.2103542050937568,1.0474824212528981,0.2657311585690231,0.5971828590012488,0.14768621386626882,0.7578448399381285,0.19783188971938187,1.0366812100568643,0.12195418906415367,0.23048715812256057,0.330382876449546,0.3349388034773666,0.1008442377267102,0.1882003586763425,0.11544208191349081,0.5862963678236751,0.06612577196060276,24.6,0.3359718138695279
