,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
10,34,20,15,3,1,50,44,12,26,27,8,34,25,30,24,31,36,6,28,29,0.1369757725188859,0.6219846304600882,0.7618713122812666,0.9998269940810999,1.0018131980998894,0.2218712653884563,0.26414268440500843,0.8936881635354287,0.5657633248038145,0.4605882567837093,0.9054557518833328,0.12017671256419087,0.33543761283139145,0.355056253825037,0.440340278260703,0.42831289911940973,0.2526445482342046,0.9492891425751371,0.4117678610916288,0.47451719217867966,24.15,0.5300761927460682
11,38,22,16,3,1,53,47,12,32,30,8,37,26,31,24,33,38,6,30,31,0.12134151795720444,0.6221814784561992,0.7342231914230589,0.9980072248109358,1.0020927466792615,0.22045098538504748,0.1841875719729077,0.8905366617982715,0.4241349343413155,0.3143933730159574,0.9021823898318708,0.11770810207042563,0.22884755637505025,0.3021699276131586,0.3839535322297859,0.4010103042593665,0.2018608381827242,0.9489380909448097,0.344793405822301,0.4044440984628888,25.9,0.487372896581627
12,40,23,17,3,1,55,50,12,33,30,8,40,26,33,26,34,41,6,30,31,0.1134024610683441,0.621859416998272,0.735684185339781,0.9978272932689793,1.0022381865156582,0.2164765472524098,0.15126760124421593,0.8886314742290307,0.3117548471480507,0.27759462226808596,0.9025426269876372,0.09851435684558227,0.22070629761033675,0.3003296372346877,0.3831506716038517,0.3945227389537394,0.19943383289407246,0.9496897351142959,0.339970766388429,0.38084512123066633,26.95,0.47432212100980636
13,44,23,17,3,1,61,50,13,33,33,8,45,31,37,30,37,42,6,30,31,0.11376112179485148,0.6128653793809531,0.736092399376192,0.9983081432730248,1.0017389347761807,0.16418863245408954,0.14981910245290336,0.8816110277108237,0.2678562639060988,0.2772350593655839,0.9016826348383501,0.07619295507445244,0.2215230682761398,0.2987274075015064,0.38187245694745453,0.3958119070070912,0.1994903109879631,0.9490365771537892,0.3420056055543489,0.38132105586150433,28.75,0.467557002184665
14,46,25,17,3,1,68,53,14,35,35,8,48,32,41,30,39,46,6,33,35,0.09994039708407718,0.5976945812565593,0.7367466753323364,0.9995334645250823,1.0011716754044107,0.15172692480794117,0.147481927684245,0.8762507805717993,0.2688760037176093,0.2772445412893877,0.9019775855841549,0.07583184537570303,0.2206312599632863,0.2975144420702588,0.37931913310646576,0.39591605343506925,0.1946884871465654,0.944584929187323,0.34009889589922554,0.3801789871169801,30.75,0.46437042952792407
15,47,27,18,3,1,71,60,14,38,36,8,48,35,42,32,39,48,6,36,36,0.0910349327344788,0.5591711687739984,0.7388174017199053,0.9985425968099477,1.0013978560609995,0.15124912204918495,0.1360395878165668,0.8702439322673068,0.26324689664795115,0.2772058340548529,0.9016478642513882,0.07080582556622093,0.21834245440179526,0.2944849526350391,0.33557949967165057,0.39605212418848845,0.1947401082383648,0.9344434416076716,0.3396072174553749,0.3796541800410126,32.25,0.45761534984960994
16,47,30,19,3,1,71,60,14,41,39,8,50,36,42,34,41,50,7,38,38,0.08972357767501209,0.5441655367970267,0.7397875223169402,0.9957230385975471,1.0024780832895184,0.13864088922835843,0.1259563795632288,0.8702541053435338,0.25410655161110074,0.27578025065876594,0.9016595758042626,0.06848025797617655,0.21863162327003663,0.29434705137481176,0.29466562661480544,0.39584995753736296,0.18942469595503028,0.9239630037662083,0.3359619028336129,0.3799501499096751,33.45,0.4519774890061507
17,48,31,19,3,1,71,60,14,42,39,8,53,36,42,34,44,52,7,39,40,0.08853276419751764,0.5366086528934703,0.7401755484028474,0.9935383531902412,1.0037156615778902,0.12880444083216885,0.12461964830036838,0.8641894902548192,0.2532041428559658,0.2764788609464987,0.9018054409123067,0.07280084338668807,0.21809860058740532,0.29188292407938304,0.28971048901292673,0.39350712000054766,0.181018311317866,0.9151320630817444,0.33502835619138377,0.3810828263366577,34.15,0.4494967269179348
18,49,32,19,3,1,71,60,14,42,39,8,55,36,43,34,45,54,7,39,40,0.08855507962062378,0.5332876175231618,0.7404131558846044,0.9932068858518891,1.0046193968159955,0.12694331248306207,0.12367118726207187,0.8639141946605536,0.25432710968892963,0.27650880856944676,0.9026240347825661,0.0727054407830024,0.21812645689767707,0.2667727294791527,0.28108345371234766,0.3921590867612155,0.17934818614554998,0.9157354201289634,0.3351777829650617,0.3814498451336788,34.55,0.44753145925747767
19,51,32,19,3,1,73,60,14,42,39,8,55,36,43,34,45,54,7,39,40,0.0887243382394657,0.5333420080992031,0.7403160555037185,0.9931854191253665,1.0038672059558182,0.1266576474549462,0.1238863282695368,0.8634874377135,0.25327778846558624,0.2761198114033452,0.902385434136695,0.06606111991264002,0.21849584924672444,0.2639664706667753,0.2803375243338919,0.3921688408316516,0.17943623716060617,0.9226268074221173,0.33588318901300845,0.37966382432498863,34.75,0.4471944668639793
20,52,32,19,3,1,73,61,14,42,39,8,55,36,43,35,45,54,7,39,40,0.08954009400011206,0.5334516104422093,0.7396464014040506,0.9931915448565477,1.0023083326667799,0.12638119587010502,0.12326750139311952,0.8632970755310003,0.23708987795383502,0.2758998886844086,0.9034607331401016,0.06564131373255185,0.2165397225994612,0.2622069104629932,0.27975904564505155,0.3915819634623039,0.17931417198129604,0.9252053783071172,0.3366915132985807,0.37942512186052896,34.9,0.4461949698646076
21,52,32,19,3,1,74,61,14,43,39,8,56,37,43,36,45,55,7,39,40,0.085501149860959,0.5334648178494438,0.7397016326914979,0.9934158387180146,1.0013225030842376,0.12537624212860876,0.12269282624457108,0.863255373621546,0.23894982973562792,0.27601524656604026,0.9041987892044571,0.05479665876627538,0.21664233284327242,0.26174024571988774,0.27830779354319046,0.3915445350341534,0.1784250194960063,0.9233860115647371,0.3376032518300018,0.3792075615129987,35.2,0.44527738300077635
22,52,32,19,3,1,76,62,14,43,39,8,57,38,43,36,45,55,7,39,40,0.07699832177534256,0.5334546361942469,0.7392790056979862,0.9927449977355762,1.0012247315006548,0.12182770283905202,0.12348881072077846,0.8633808537495129,0.23792924310924626,0.2758929962813491,0.9045772571267716,0.03590265618470841,0.2165533458664833,0.26193928596403426,0.28041299687474014,0.3906392762587467,0.17813544386850597,0.9135570674854384,0.3373417635675359,0.3787596598192878,35.45,0.4432020026309999
