,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0023638286499992,1.0038329137039688,1.00155034150672,0.9987199787370699,0.9740277193108581,1.000976330009255,0.9819298998314122,1.0061387460919482,0.9855247726293858,0.9983182466797563,1.0037007770817217,1.005331188550328,0.9948149791353466,1.0061083481855388,1.0032672257386297,0.9842480279023474,1.001877358873033,0.9822159134690482,0.9799076337565273,0.9989282603143425,1.0,0.995689124507862
1,2,3,1,3,3,1,2,4,4,3,4,5,2,4,3,3,2,4,3,3,1.036117146140226,1.1156332841338288,1.0088513274794166,1.0405442215774403,0.9526013542279153,1.0003098734969125,0.9812167951246378,1.1653490806507631,1.108749892402223,0.9949296573424221,1.3764673234469265,1.0519702113256388,0.9992604863641033,1.1069357025139737,1.0615260737072862,1.0915133964203785,1.0452780683717051,0.974017561201912,1.0908461097362552,1.0541599234098626,2.95,1.0628138744536915
2,3,6,1,5,4,1,3,6,6,4,6,6,2,8,5,6,4,6,4,5,1.0859207991799678,1.5640649136255529,1.0121433567966218,1.2512824508652682,1.0850369334059033,1.0009211791243435,1.03369643623117,1.4351829428162244,1.633642515632445,1.0414828958778513,1.91863468970926,1.6211999979768055,1.0054795105016938,2.0032974341019427,1.3505275824227947,1.5641957630171799,1.0669995837728863,1.5288680732975055,1.399273711959947,1.2955623643053857,4.55,1.3448706567310373
3,3,7,1,5,6,1,5,8,7,5,7,7,2,9,6,6,6,7,6,6,1.1250463210912447,1.9253072522111476,1.01658109788925,1.4270352787962777,1.5711363625467374,1.0018994976934819,1.395906129264722,2.3912166465435436,2.3552734146011876,1.101405393339462,2.182886759821433,2.061983594197573,1.0002353672454831,2.3404015276632886,1.7305594043246777,1.6663464056824362,1.4900114378568396,2.42428801847453,1.9639062942296857,1.6436176150625812,5.5,1.6907521909267793
4,3,7,1,5,8,1,6,8,7,5,8,8,2,9,6,7,6,8,6,6,1.1246173188044286,2.1297286211498956,1.01215783432532,1.3418245622523124,1.2420006653407496,1.001831531821257,1.923398519551516,2.642115792527795,2.3431854888174297,1.129421347309438,1.9431253885204596,1.7002492516254448,0.9974097375244961,2.0148066030994234,1.7048148717625085,1.4345984880377909,1.601807371600376,3.0685599348927375,2.103752149339168,1.5867018340506909,5.85,1.7023053656176619
5,3,7,1,5,9,1,6,10,8,5,9,10,2,11,7,7,6,9,6,6,1.0752552460060067,2.0391710724815915,1.0099455406709317,1.1603973666027494,0.9942294299533774,1.0005893673921225,1.6300712399281314,2.1213717236315484,2.2007028563699134,1.089568201069935,1.8064462520744635,1.2475487580460884,1.0037103391923539,1.7669079737492384,1.3489920667572237,1.1573234178060607,1.3819113580636353,2.8964861141014655,1.8269477159421426,1.5518713996745197,6.4,1.5154723719756753
6,3,8,1,7,9,1,6,11,10,5,10,11,2,11,7,9,6,10,7,6,1.0356096275804987,1.3841409121815063,1.002691375918683,1.0085447547488542,1.0398206998802202,1.0003213649098668,1.1889158545690173,1.1005144566695395,1.5904434966306193,1.0500805005560954,1.5041736660641023,1.0028415001375568,1.0134956260639796,1.483105508331998,1.09208870670904,1.0502389938426304,1.0667737371653696,1.7644762900632605,1.3189227763998823,1.345782189105815,7.0,1.202149101876427
7,3,8,1,8,9,1,6,12,12,5,11,12,2,13,7,11,7,12,7,6,1.0367541551992632,1.0268646512568527,1.002708364837543,1.00099450441749,0.9413626021669264,1.0020977450190496,1.0219445874012625,0.7429653193029119,0.8871132579690109,1.034961564213084,1.0080206288391773,1.2777338606434268,1.0285628709163903,0.9044210135188355,1.0138518992634888,0.9810016692367122,0.963942343212444,1.016965068315913,1.0807213152541562,1.1086386158891188,7.65,1.004081301843653
8,4,8,1,10,11,1,7,12,13,6,13,14,3,15,8,12,9,12,9,7,1.1010807069562787,0.9814431947873969,1.0135966690130767,1.1958325410507473,0.8800565668430629,1.0066189394052445,1.1029096445871114,0.7613718125481127,0.8424194958238747,1.0706152953412218,1.1720406808099915,3.2979997987535796,1.0521911607504297,1.2737112196426523,1.0288601823021273,1.1586633229006957,1.0038268976444225,0.9891689396608535,1.0801303474045785,1.0975653580689058,8.75,1.1555051387147184
9,4,8,2,11,12,1,8,14,14,7,14,14,4,16,10,12,11,14,11,8,1.1025998421099714,0.9956924486648517,1.023896605544159,1.6575436437970408,0.8754958004245386,1.0109303011936213,1.266154264675094,1.2359364782877769,1.4832542608224186,1.1347392287419873,2.494130459168874,4.792723111948043,1.0828191620817393,2.73719486809827,1.2859933055362036,1.2419191208538929,1.6634582124415023,1.1243573386875267,1.5849844796589738,1.1863849538829052,9.75,1.5490103943309694
