,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
102,69,57,34,106,43,23,80,88,50,43,7,45,148,60,64,92,53,54,81,49,0.07580259290164246,0.1093701293982143,0.29005741755061326,0.02405824913913691,0.2520691946660274,0.45685618317120036,0.031923896915365374,0.03749333610326168,0.32974116382450397,0.06403130246954711,0.9596946056072931,0.375841093547932,0.03321616845905014,0.04324801951037749,0.143323470821964,0.08057825485296345,0.12328475369882877,0.08536262715842505,0.07520063590206098,0.06896418469444819,62.3,0.18300586401964278
103,69,60,34,106,43,23,80,88,50,43,7,45,148,60,64,92,53,54,81,49,0.07579667604884743,0.10811518701349969,0.2901549203683525,0.02509385918212243,0.2516948177528179,0.46126630434027216,0.03245059286552336,0.034406812965152064,0.3296199500220732,0.06505080621994838,0.9595665874860656,0.3775721135985708,0.03198191450039081,0.04329478537407805,0.14329501319384966,0.08153807813129871,0.12357340730271112,0.0857556575517995,0.07446821027380492,0.06923906912841059,62.45,0.18319673816597942
104,69,61,34,107,43,23,80,88,50,43,7,45,148,60,64,92,53,54,82,49,0.0764005960506067,0.11454858306359485,0.29004837893160335,0.024346665704400926,0.25138364053129864,0.46131491393522694,0.03430549219765515,0.0342354933055459,0.3277836970508045,0.0647325078215013,0.9595015267874076,0.37785033572614113,0.029369619621356934,0.04331854833489168,0.1432988614886614,0.08101358677975762,0.12260699567958556,0.08601030843677973,0.06761556151378208,0.07041932558712273,62.6,0.18300523192738624
105,69,61,34,108,43,23,80,88,50,43,7,45,148,60,64,92,53,54,82,49,0.07579954901557594,0.09099446241140491,0.28975011128157824,0.02173194669125661,0.25040021216176683,0.4462508523452684,0.03486770615844443,0.03469255869756398,0.3253643333463109,0.0644320672966244,0.9596025923757049,0.37654006264116785,0.024282754302946442,0.04369892017864169,0.1408026133255569,0.08067997991253621,0.12216275590550478,0.08613319957066781,0.06653699644106834,0.0706574102381419,62.65,0.18026905421488656
106,69,61,34,108,43,23,80,88,50,43,7,45,148,60,64,93,53,54,82,49,0.0748742458834193,0.07865644071940482,0.289528031762687,0.017740801789624366,0.2504824722056663,0.4298564761382804,0.03809321899342697,0.03481102141132503,0.31863839851910447,0.06495339776753338,0.9597098515818613,0.37592385336828277,0.02232935153209461,0.04380062302117972,0.1411450317366753,0.08054348557212744,0.12253391086061709,0.0860126043411684,0.06888155264812111,0.07204349999228973,62.7,0.17852791349224445
107,69,61,34,109,43,23,80,88,50,43,7,45,148,60,64,93,53,54,82,49,0.07479411839119098,0.07592201337457762,0.289399307795073,0.018680775221708534,0.25125505977633905,0.4319879465396403,0.0380447157528272,0.036181069809345046,0.3176164942071393,0.06497279383889962,0.9598584561899536,0.370977386245249,0.023915918757807884,0.04440281190819098,0.14156508144174296,0.08055509879567763,0.12317257859350654,0.08539608305341745,0.06943726365902637,0.07191669456700565,62.75,0.17850258339591593
108,69,61,34,110,43,23,80,88,50,43,7,45,149,60,64,93,53,54,82,49,0.07504546320032993,0.07540779394246912,0.2891481323677615,0.01877521324813308,0.2516762037428008,0.42771223355368665,0.037437249230835586,0.0373403942180667,0.3159356947340065,0.06497601958044148,0.9599960811197307,0.3655412823755094,0.02714037897035611,0.04478784550761123,0.14172785546552075,0.0801603746645342,0.12411898761263698,0.08469344052709567,0.06945908492904224,0.0715192833459855,62.85,0.17812995061682774
109,69,61,34,110,43,23,81,88,50,43,7,45,152,60,64,93,53,54,82,49,0.07484510790603913,0.0760178265098028,0.28927277208986496,0.01819519741979233,0.2521350963608751,0.42531550810879676,0.03398818039047676,0.03724117250606603,0.31436278981021315,0.06503888527798689,0.9598114066251607,0.35981040854174373,0.0300439834955725,0.043609933332825014,0.14164003808700504,0.07973963571847277,0.12444564578524993,0.08446710671193396,0.07380601919175693,0.07229651452800907,63.05,0.17780416141988217
110,69,61,34,110,43,24,81,88,50,43,7,48,153,60,64,93,53,54,82,49,0.07544385156555201,0.07584742427278322,0.2894726362057544,0.018203936387149587,0.2516179859659041,0.4261092209407197,0.03270826940904255,0.036787352107576624,0.3135080557671475,0.06421834015963448,0.9597154592163376,0.37737039156287977,0.02872855551469191,0.04392751036676628,0.14118968154260506,0.07972431406674828,0.1240140917174866,0.08519259368517267,0.07727101224603548,0.07327558961563568,63.3,0.17871631361578116
111,69,61,34,110,43,24,81,88,51,43,7,49,154,60,64,93,53,54,82,49,0.07545773940505238,0.07934582650798315,0.28932429793425474,0.018097762900266896,0.2511706135639657,0.42673545541265673,0.03421555704533973,0.03547442468673434,0.31459026512540533,0.06390237557354295,0.9597065046479709,0.37625869555940367,0.02736449100832408,0.04349140908190562,0.14074925485946618,0.08133505648495234,0.12446178118809999,0.08528432415493659,0.07692394127402362,0.07249086294847408,63.45,0.17881903196813798
112,70,63,34,110,43,25,81,89,51,43,7,49,155,60,64,93,53,54,82,49,0.07570249915530768,0.09547415084444585,0.28896055528012354,0.01841290741133338,0.25050498845518404,0.3975165362727559,0.035439333743629974,0.03759149019799076,0.31527515088857005,0.06393778893296527,0.9597039836895402,0.34423485663475645,0.024731658082667415,0.04327464111373313,0.140636374237228,0.081390111194984,0.12359244016859174,0.08529014040209072,0.07260781198846135,0.07163815026746466,63.75,0.17629577844809122
113,70,64,34,111,43,26,81,89,51,43,7,49,155,60,64,93,53,54,82,49,0.07594603814558329,0.07469744181486866,0.28878198949981976,0.01846105431215827,0.25053687807349256,0.34991111230670485,0.03632876317534384,0.04086430000466342,0.31551842138189523,0.06390537049588356,0.9598002694885877,0.3150297420913456,0.018597662683896465,0.04304890517895819,0.14193109191391703,0.08069239677863746,0.12155955001679203,0.08536405187115076,0.06710965251291598,0.07111097043946953,63.9,0.1709597831093042
114,70,64,34,111,44,26,81,89,51,43,7,49,155,60,64,93,53,54,82,49,0.07686313616296767,0.0596729609314928,0.2887850813404889,0.016268133620272796,0.2508968815548812,0.34993307571998983,0.0360908074376257,0.04245767041992718,0.31598831738504823,0.06488081737949322,0.9600102594581673,0.3076620796632687,0.01894483465504287,0.043008065842726324,0.14235342985178245,0.0787867382053456,0.12089702054767343,0.08523287326495753,0.06613909965668156,0.07012849809761064,63.95,0.1697499890597722
115,70,64,34,111,44,27,81,89,51,43,7,49,157,60,64,93,53,54,82,49,0.07677562226630065,0.05828521924991818,0.2887436499048119,0.013941195730877976,0.25104595808364,0.33553639086875536,0.03323609220244499,0.041966992848447224,0.3174623778221505,0.06506490261897767,0.9601665433042903,0.3077778201970774,0.02017860218724957,0.043851233608302585,0.1426983378223855,0.07775808158253972,0.12271839223204901,0.08506006554744536,0.06611567144097116,0.06951925811689678,64.1,0.1688951203817766
116,70,66,34,111,44,27,81,89,51,43,7,49,157,60,64,93,53,54,82,49,0.07688612274688576,0.060988908119955186,0.2888641364069633,0.013974974647678494,0.25121856523132274,0.33320070741293195,0.03426817926678842,0.0398259157953353,0.3177394197373394,0.06508870659270427,0.9599804928802799,0.30943321274519,0.02067806878341254,0.04400012022067678,0.14338124201751867,0.07791659057519848,0.12280454319050736,0.08451365130404172,0.06701157514260339,0.06814319795724641,64.2,0.16899591653872897
117,70,66,34,111,44,28,81,89,51,43,7,49,157,60,64,94,53,54,82,49,0.07688328387988119,0.061343841945785044,0.288815127719724,0.015467831761206913,0.2513360497637086,0.33198546833133513,0.037043540533650415,0.03210236329022416,0.3196236338046836,0.065179048720757,0.9598396831241808,0.3069156836069882,0.023749110948772852,0.04518582083348698,0.14358014830222984,0.07684088364280846,0.12203231110303871,0.08440377039162504,0.06776128686234215,0.06794420378267697,64.3,0.16890165461745535
118,70,66,34,111,44,28,81,90,51,43,7,49,158,60,64,94,53,54,82,49,0.07774162196344518,0.061398613648581214,0.2890059502926008,0.01680218243904436,0.25141142604026323,0.33426133287716214,0.037529410425770376,0.02891090952409337,0.3203843844456478,0.06523706213780281,0.9596992880251023,0.30698026365159076,0.024353798162818942,0.04391709060465698,0.14271134224929807,0.07597155755516691,0.121668175566537,0.08479276619367326,0.06668596739705909,0.06890622985307072,64.4,0.1689184686526693
119,70,66,34,111,44,29,82,90,51,43,7,49,158,60,64,94,53,54,82,49,0.07777159603457723,0.060970443434131986,0.2891508082097737,0.016451075736840355,0.2515032786843026,0.31931316198686643,0.037900691701157216,0.0305590909471158,0.32117458969058427,0.06585479318609704,0.9597334223292644,0.30706924454824625,0.02267412900546704,0.0430945648331928,0.14120094751225712,0.07596480456612041,0.12121815077473781,0.08500130996202247,0.06404200489600734,0.06936347900667368,64.5,0.16800057935227178
120,70,66,34,111,45,30,82,90,51,43,7,49,158,60,65,94,53,54,82,49,0.07796542560602637,0.060842963719401746,0.28923957710985854,0.015526526347454151,0.25131113788050424,0.2685626426185589,0.038022018419239766,0.03182260001554791,0.32113377062744236,0.06599949209018147,0.9598750811374563,0.30886922207062517,0.024283361117242646,0.04306380514600214,0.14233554475383386,0.07641819491755623,0.12088929316218203,0.0850490565768384,0.06173517839153138,0.07044259932018306,64.65,0.16566937455138336
121,70,66,34,111,45,31,82,90,51,43,7,49,158,60,65,95,53,54,82,49,0.07819977776001588,0.06046695034161786,0.28928751250742185,0.014480500234098189,0.2512658075259568,0.26775521254519374,0.036993471562838165,0.0316965507486497,0.3228692986268725,0.06562629418703804,0.9599442275642209,0.3118791809816363,0.022388128869293998,0.043153709253655595,0.13464601701680415,0.0740458784073942,0.11983543281077133,0.0850299530099199,0.06210207350344278,0.07072926223947304,64.75,0.16511976198481573
122,70,66,34,111,45,32,82,91,51,43,7,49,158,60,66,95,53,54,82,49,0.07840297896757603,0.05996524330835896,0.28918388424687286,0.014498586588119866,0.25150268354996724,0.2415284481508447,0.034615877586776866,0.03180522872604843,0.3232670376962973,0.0647961947756975,0.9600679673375293,0.312065586142636,0.02262845236463953,0.0432987280757681,0.12564403639227711,0.07260469286792465,0.12012728072111069,0.08465646233614846,0.06145704896614948,0.07039134974646022,64.9,0.16312538842736019
123,70,66,34,111,45,33,82,92,51,43,7,49,158,60,66,96,53,54,82,49,0.07923704458672202,0.06168901671516242,0.2895255280006085,0.014595884715565277,0.251806263717972,0.22998683535393452,0.03366637257168063,0.03007981448841988,0.3213404422205672,0.06633906850087755,0.9602209686104257,0.312138330028146,0.02379851828096349,0.04353124660524438,0.12663748705355757,0.06899086096483427,0.11943089699476037,0.08426129597223393,0.05959005837544812,0.06970971550020748,65.05,0.16232878246286656
124,70,66,34,111,45,33,82,92,53,43,7,49,158,60,66,98,53,54,82,49,0.08008190991267215,0.06022085438653305,0.2896624286964744,0.015487254310935736,0.2520573175259079,0.22731973709420383,0.0333049023562072,0.028478098834832682,0.3221528665624862,0.06685794125820994,0.9599643950835182,0.3126849204730541,0.02618545862264082,0.04384518940821774,0.12750927575957813,0.06780156406747175,0.11804521244026857,0.08451122039961141,0.06024497110028167,0.06995584378969462,65.25,0.16231856810414
125,70,66,34,111,45,33,82,92,53,43,7,49,158,60,66,98,53,54,82,49,0.07850999001928755,0.06023575160214813,0.2898524543252997,0.015550411453939164,0.25211797093761695,0.23132889650850466,0.03527693221450861,0.02619855772778049,0.32157733425726676,0.06646863440658801,0.9597284172501825,0.31290259687388844,0.028916693998776354,0.04389518710155102,0.12680928092232036,0.06928124278538872,0.11792599327935598,0.08460108814123365,0.061488216213840687,0.07087707181244536,65.25,0.16267713609159615
126,70,66,34,111,45,34,82,92,53,43,7,49,158,60,66,98,53,54,83,49,0.07678152527353188,0.060217619099005595,0.289516601577401,0.015699051059358576,0.25171717003796296,0.2162554166360376,0.03569689222932423,0.02585707486336431,0.32138026282254245,0.06612718090863223,0.9596209092117027,0.31233967987915123,0.032833894803296626,0.04420904591341254,0.12638721974419487,0.06990662309749208,0.11805303477839502,0.08470672311636915,0.06347262286521137,0.07043326783366442,65.35,0.16206059078750254
127,70,66,34,111,45,35,82,92,53,43,7,49,159,60,67,98,53,54,83,49,0.07645465951804209,0.061884465571531926,0.28943889722972643,0.01571439726972498,0.25210586535333485,0.1926350437714185,0.03584722040484992,0.026841032320312434,0.3212342338158189,0.06570909214518225,0.959656649275629,0.31208103417691757,0.03193241078177492,0.04361890077098764,0.12739369461213415,0.0704221055719508,0.11858775535608841,0.08476619919988868,0.06481231298984735,0.07022477592650433,65.5,0.16106803730308325
128,70,66,34,111,45,35,82,92,54,43,7,49,159,60,67,98,53,54,83,49,0.07649370381648575,0.06152391422163047,0.2895946230484488,0.015875730940467663,0.25224344319119874,0.19018956149125546,0.03561761504403925,0.02735098568661425,0.32498535038794607,0.062446344293351705,0.9599116865579673,0.31492523711897424,0.029873412754962452,0.0436199672579287,0.1262841408674919,0.07051623714871283,0.11677494837423148,0.08475071892545323,0.06485276851527921,0.07023920677266274,65.55,0.1609034798207551
129,70,68,34,111,45,35,82,92,54,43,7,49,160,60,67,98,53,54,83,49,0.07693402938639797,0.062083359922383737,0.28952751746051536,0.01597102727204867,0.25211269537520603,0.15541747424504146,0.0336292020992474,0.027821058557058916,0.32551718211456643,0.06104454322653163,0.960110746694894,0.3126993095685037,0.03002470739184425,0.043548591913604634,0.12668603251941707,0.07087387320088827,0.11108921924557214,0.08463003774958952,0.06188422616398847,0.07040820664760766,65.7,0.15860065203774537
130,70,68,34,112,45,37,82,92,54,44,7,49,160,60,70,98,53,54,83,49,0.07758847687846772,0.06197025324947221,0.2895441052038531,0.016119533247284466,0.2517577805056157,0.15696533451339803,0.030272426971140888,0.027742092193114402,0.3257967859171321,0.05991806187317974,0.9600228684845475,0.3103465812441102,0.026861964187394036,0.04328714452810285,0.12683781336031336,0.06911072374060008,0.1116204017175391,0.08453662283190448,0.06013821303004563,0.0706002426901273,66.05,0.15805187131836712
131,70,68,34,112,45,37,82,92,55,44,7,49,160,60,70,98,53,54,83,49,0.07777870249682677,0.06180046054795191,0.2894760980656237,0.01672635167976658,0.2515770684353538,0.15615957478183146,0.0297434683799047,0.028055364726697854,0.32686871164592735,0.059491798700907976,0.9598342042379168,0.30934960860536814,0.024100857443647036,0.04364892711266101,0.12482343706553065,0.06824675752723577,0.11211131135744473,0.08460310902436503,0.05988254314637386,0.07058265628381322,66.1,0.1577430505632574
132,70,68,34,112,45,37,82,92,55,44,7,49,160,60,70,98,53,54,84,49,0.07895299483933699,0.06147119686440596,0.2889824521267246,0.016868534634995946,0.25155046851301927,0.15857274721864645,0.030613230563689482,0.02891189430391786,0.325432108881664,0.05856357962155188,0.9596294261444007,0.3016128591932418,0.024510602203222175,0.043849395413276475,0.12472555722015358,0.0680629378835821,0.11102973887448774,0.08452610200602251,0.05846617124106212,0.07073986378632927,66.15,0.15735359307668656
133,70,68,34,112,45,37,82,92,55,44,7,49,160,60,70,98,53,54,85,49,0.0784822655888023,0.059430413336836296,0.288683385892004,0.01833901347700582,0.2514551388752045,0.15866535042361357,0.03171788833800764,0.02950038151734701,0.32629856176729705,0.05827396998930897,0.9595721850245057,0.29924544664789043,0.023835656394032123,0.043849126958207946,0.1250617281169868,0.06917664450834926,0.11116412867148158,0.08453816480556083,0.05946935705342722,0.07028566921640181,66.2,0.15735222383011355
134,70,69,34,112,45,37,82,92,55,44,7,50,160,60,70,98,53,54,85,49,0.07809099206091195,0.0575604224837679,0.28889841889623286,0.018808393843583227,0.2514099687477553,0.15090290297400302,0.03218062004142566,0.030330838897814644,0.3263987908499612,0.05849071920796947,0.9596722612890898,0.2993831058488231,0.024176662670062223,0.04400680201618266,0.12488637271381023,0.06994029121242304,0.10979665307427071,0.08470943505995268,0.06056185305789922,0.06987992191588256,66.3,0.15700427134309108
135,71,69,34,112,45,37,82,92,55,44,7,50,160,60,70,98,53,54,85,49,0.07688586643393422,0.05729437976808822,0.28904604223501384,0.019668251629256304,0.2515668252334671,0.15139346537920342,0.032985413043399185,0.030504535360662093,0.3263635102191353,0.05420138152681359,0.9598086067604743,0.3007336563011144,0.023813720011663927,0.04384586795534341,0.124731506201326,0.07024533666949395,0.10789561999458615,0.08507059505134039,0.059387660173744514,0.0701982933222393,66.35,0.15678202666351498
136,71,69,34,112,45,37,82,92,55,45,7,50,160,60,70,98,53,54,85,49,0.07569657793647164,0.05653126179577505,0.28899818780921793,0.019640952865620412,0.2520464286638878,0.15188361664944486,0.03340708564791659,0.031108814981743112,0.32749376403293134,0.06502634843541388,0.9599088773835016,0.31381663495820483,0.02468037749952733,0.04471923203850492,0.12346725751965615,0.07033549391675752,0.10679435988486581,0.08506952467030836,0.05785220950274991,0.07090502719272947,66.4,0.15796910166926142
137,71,69,34,112,45,37,84,92,55,45,7,50,160,60,70,98,53,54,85,49,0.07544716976458359,0.056439208087815426,0.2890378349375504,0.02038166413816319,0.2521037446984157,0.15162987757322538,0.032890251347170746,0.0313086562974625,0.3285874638403514,0.05126556164403846,0.9600537023348559,0.3298119445153442,0.02658352883789028,0.04514167531402337,0.12337498342852167,0.0708402849023272,0.10631096624129656,0.08512525462166888,0.0574399244613298,0.07164016993125649,66.5,0.15827069334586452
138,71,69,34,112,45,37,84,92,55,46,7,50,160,60,70,98,53,54,85,49,0.07760042604973849,0.05633959642729495,0.28903491799555014,0.02032576746836151,0.252093574876664,0.15048355339478817,0.029762255390007614,0.032279435839341425,0.32785023592557383,0.044741451604781,0.959945884187769,0.2942584624140426,0.026191506439923164,0.04613094066695052,0.12322618190436788,0.0708158913192429,0.10620121432383112,0.08454014127737854,0.05757892617757855,0.07170070316006144,66.55,0.15605505334216238
139,71,69,34,112,45,38,84,92,55,46,7,52,160,60,70,98,53,54,85,49,0.07841523214938023,0.05642884285046381,0.28906155211318996,0.020152705636284903,0.252012677246252,0.15158454065255803,0.029664009870487004,0.033384566341001565,0.3287876221765889,0.04483388906367281,0.9596171770427022,0.26483004400597077,0.022153438954740066,0.04491286114032163,0.12324207170741795,0.07057142107636116,0.10594965253417395,0.08471923663626377,0.058524885012929954,0.07124475410742748,66.7,0.1545045590159094
140,72,69,34,112,45,38,84,92,55,46,7,52,161,60,70,98,53,54,85,49,0.07870284552357962,0.05624762621743841,0.2890288803069734,0.02010839690558234,0.25141344813776484,0.1525883577591655,0.030132849748977095,0.036500920817748486,0.32719049194880934,0.04446923716556643,0.9588389526189344,0.2592838491753204,0.02238690178000409,0.0445112724995896,0.12338760895343659,0.0697128427539126,0.10651153098373022,0.0846877087042677,0.05799484549166893,0.07107742579288816,66.8,0.15423879966426793
141,72,69,34,112,45,38,84,92,55,46,7,52,161,60,70,98,53,54,85,49,0.076320455530389,0.056409225958187044,0.28917711084358494,0.02095871464215642,0.2511891094602349,0.14445602986570025,0.033474929417715855,0.03816787336801915,0.32689057190775883,0.04481124490719763,0.9583460830005658,0.2519623995726685,0.02305200190790559,0.04350442517788758,0.12398064322634764,0.07115319803075083,0.10403668951082688,0.08485593240427898,0.05903748020021833,0.0704520928046242,66.8,0.15361181058685092
142,72,69,34,112,45,38,84,92,55,46,7,52,161,60,70,98,53,54,85,49,0.07592817992627626,0.056978342024480176,0.28925299411560607,0.021356360118268417,0.2507891926069896,0.13927277129273435,0.034627115565559474,0.039775314951340277,0.3265484378958716,0.044667672458605895,0.9588568657159272,0.24891982297246837,0.023327022986240013,0.043434699303611955,0.12404250821969048,0.07136902486426866,0.09375315758935221,0.08492716075026825,0.05938244182143735,0.07006479489633034,66.8,0.15286369400376634
143,72,69,34,112,45,38,84,92,55,46,7,52,162,60,70,98,53,54,85,49,0.07650461118471281,0.05807976777819418,0.2894090562920912,0.021027991686877558,0.2506553493665813,0.1380788936701533,0.03491437044057265,0.04163800968492027,0.32688418019912263,0.04488108459408218,0.9590907182003022,0.2550329361608809,0.020844027851969312,0.04465973606439555,0.12413251567384552,0.07171859337835534,0.09170750185619246,0.0849234538432762,0.05837057252846625,0.0698993108539776,66.85,0.1531226340654485
144,72,70,34,112,45,38,84,92,55,46,7,56,162,61,70,98,54,54,85,49,0.07615604099999444,0.05848552052850343,0.28938125903077516,0.020216547322020603,0.2506530278996414,0.13714393733595484,0.03327582803365886,0.04251489974222172,0.3271302724103836,0.044838591152650015,0.9591517928149877,0.22073992715858465,0.02075128532244806,0.041090194646406425,0.12408817616012126,0.07227751343331683,0.08562449644501893,0.08490751936240992,0.05728101245044015,0.07021872183614385,67.2,0.1507963282042841
145,72,70,34,112,45,38,84,92,55,46,7,56,162,61,70,98,55,54,85,49,0.0757589761717547,0.058517601105448534,0.2895220930068815,0.020231762290562675,0.2506552066278072,0.13508222312196594,0.032421074019419745,0.03908506942698121,0.32736933398065265,0.0450364731336233,0.9589407080550183,0.21507343268751902,0.02085285045454692,0.0401476689919438,0.12376040185154279,0.07296399110677833,0.08263253616215367,0.08472230520736007,0.05734347800831176,0.0704054396952272,67.25,0.15002613125527497
146,72,70,34,112,45,38,84,93,55,46,7,56,162,61,70,98,55,54,85,49,0.07747017962309072,0.056357335731176246,0.28942276636983477,0.020274007659128696,0.25055338869372157,0.13499844033622088,0.03134405694884404,0.0341047203179666,0.32737954951216375,0.04551994371699601,0.9586675865776152,0.2154273706786594,0.021004059920118105,0.03981328078360988,0.12382698641342331,0.07353598478326834,0.08144344216191997,0.08434886729956666,0.0576190659186345,0.070806452137687,67.3,0.1496958742791823
147,72,71,34,112,45,38,84,93,55,46,7,56,162,61,70,98,55,54,85,49,0.07676048150837352,0.054562548477060976,0.28942211271204765,0.021498644368019428,0.2507463425310618,0.1357966035344003,0.03138321523258367,0.03296730732256374,0.3274276540964766,0.045497859010833044,0.9586335806515005,0.21841141266563574,0.021216132011122282,0.03908763412696446,0.12479012595537019,0.07175715600925461,0.08088462867515409,0.0843652381439544,0.05769059432912838,0.0710640757514081,67.35,0.14969816735564567
148,72,71,34,112,45,38,84,93,55,46,7,56,162,61,71,98,56,54,85,50,0.07557310949557795,0.05517222040204883,0.2894009015978574,0.02152520117071015,0.2507434351278098,0.12952689896753586,0.03257705356119998,0.03175285750815267,0.32730782746306886,0.04485469264411122,0.9587778176120518,0.21875463826153702,0.022425407972332518,0.039868251060793135,0.12527834078375744,0.07134506144458595,0.0791807837495623,0.08540430145584703,0.057112292696717026,0.07047018428941135,67.5,0.14935256386323342
149,72,71,34,112,45,38,84,93,55,46,7,56,162,61,71,99,58,54,85,50,0.07553892642910545,0.05505180160673696,0.2894071921950624,0.021878074460222344,0.2506924695825074,0.1207607950678623,0.033124079889681704,0.031715021834910415,0.32755028039063355,0.045037406369503735,0.9589120914659927,0.21921587490195327,0.024516941937609983,0.039636209752616516,0.1251827276335541,0.07158134067111728,0.10068016479631427,0.0854841423632744,0.056910031387088306,0.07068264747175011,67.65,0.15017791101037486
150,72,71,34,112,45,39,84,93,55,46,7,56,163,61,71,99,58,54,85,50,0.07614124822848187,0.055051204852434796,0.28944282870671045,0.022154037610440533,0.2507206725250713,0.12221021736869815,0.033110810557668666,0.03314795588752802,0.3279227752341065,0.04514060065300367,0.9590822271680862,0.2206661525844913,0.026550822810832757,0.03951581431237699,0.1254769924174141,0.07198502603490224,0.11543835781305803,0.08509931267477125,0.057008073440276044,0.07115356982944446,67.75,0.15135093503548988
151,72,71,34,112,45,40,84,93,55,46,7,56,164,61,71,99,60,54,85,50,0.07610496274544334,0.05536188325121668,0.2890502042194859,0.022614442897933466,0.25089357220130576,0.12150048808843235,0.03192806974073908,0.034768936270069495,0.32833745641173123,0.04517753267599252,0.9591596242469712,0.22094419998205564,0.029743596854229705,0.03978655112724388,0.12659947711420125,0.0722888268251364,0.0696940594444377,0.0848339056049827,0.057289617167781776,0.07144576663995252,67.95,0.1493761586754671
152,72,71,34,112,45,40,84,93,55,46,7,56,164,61,71,99,61,54,85,50,0.07651426142679155,0.05557649164523024,0.288177726173556,0.022495155831647497,0.25070268963026876,0.11943559535426111,0.033021253828291734,0.035316626212866006,0.32861709918534154,0.04569695290505128,0.9589782257854709,0.22188974750999876,0.03075768321718178,0.03985306020673357,0.12698649052870403,0.07252061155576409,0.054834434563721605,0.08441876259543886,0.05961194779366633,0.07204359165270692,68.0,0.14887242038013465
153,72,71,34,112,45,40,84,93,55,46,7,56,164,61,71,99,61,54,85,50,0.0762771149756995,0.05613858362752747,0.28743205082114515,0.02533840941438162,0.25068403976426046,0.1195790468776951,0.03310586992789467,0.03326604065155764,0.32856548348958026,0.044934470831811256,0.9588016008594651,0.22289192575623137,0.025713012787526465,0.03996523829422437,0.12574737956363458,0.07229199111901703,0.053765871063215044,0.08411175049439895,0.06038179380615297,0.07208098054177824,68.0,0.14855363273335986
154,72,71,34,113,45,40,84,93,55,46,7,56,164,61,71,99,61,54,85,50,0.07629262715937583,0.05700219710407836,0.2867114902937777,0.023117121995966612,0.25064655862252067,0.12048062785437387,0.03319657913129485,0.029633633449996317,0.3279189927093956,0.0449554383585179,0.9586117619798284,0.22310487520757,0.021253770021410788,0.04027501923242684,0.1255728493405457,0.0719641974463053,0.05603404823257711,0.08409060572267466,0.056429147367267264,0.0717901908562768,68.05,0.14795408660430903
155,72,71,34,113,45,40,84,93,55,46,7,56,164,61,71,99,62,54,86,50,0.07523289995632233,0.05761269710889942,0.28743413126264783,0.021123231617583046,0.25048761983896956,0.11776587484267706,0.0336969865649415,0.03015271587548063,0.32079476910957744,0.04493806820112531,0.9588875174161371,0.223459217637156,0.02027078498982637,0.0408535708852037,0.12561235496068685,0.07129778124800353,0.05281393611717837,0.08426725452036793,0.05206468954527398,0.07100553791835001,68.15,0.14698858198082038
156,72,71,34,113,45,40,84,93,55,46,7,56,164,61,71,99,64,54,86,50,0.07512410733374762,0.05792218092243024,0.28827435354570996,0.019012207403149167,0.25057227953520905,0.1120000126221437,0.03510622531105414,0.034436776272269806,0.30238255090146565,0.044782174242497065,0.9591023924708906,0.2243737430313288,0.020352412186326403,0.04104046092521349,0.1259180934635806,0.07137181264904326,0.07300563765560436,0.08425287497712272,0.05158997873545763,0.07053901873983724,68.25,0.14705796464620408
157,72,72,34,113,45,40,84,93,55,46,7,56,164,61,71,99,65,54,86,50,0.07569900880222076,0.058519061086847596,0.28834458907869964,0.019729790600691733,0.2505727471232199,0.11171882348036885,0.03392726279238881,0.03420011556192568,0.3004529366605675,0.04483871436454754,0.959291622364828,0.2270676233650704,0.020312281604540208,0.04141278545762873,0.12614028696381813,0.07174627140230176,0.11560055865862065,0.08426116494221701,0.05172377984828789,0.07034961268212643,68.35,0.14929545184204587
158,72,72,34,113,45,40,84,93,55,46,7,56,164,61,71,99,67,54,86,50,0.07606687744631876,0.0586617631236483,0.2882923761639027,0.0205159933765753,0.25068085045473504,0.11135601142059762,0.03327889023263399,0.03523258481591868,0.3020351574408522,0.044755858922760454,0.9592790085252338,0.2274348327060391,0.020648080327178787,0.04157465284265802,0.1265800148448728,0.07160876944236397,0.041287904188593946,0.08424849110508985,0.05203844576676951,0.07049515009793027,68.45,0.14580358566223367
159,72,72,34,113,45,40,84,94,55,46,7,56,164,61,71,99,67,54,86,50,0.07653336727697636,0.05854028361292847,0.28841479800769076,0.020900337299560853,0.2507235179957078,0.1102514278279224,0.0345070569720177,0.033845084431906695,0.30169866608676765,0.045111846951212994,0.9591172376519069,0.22723176313061444,0.02177009007749037,0.040994149657775515,0.12636345150330508,0.07176842662059386,0.024240069073955966,0.08423060947266822,0.05309079754949661,0.07027633498721784,68.5,0.14498046580938584
