,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
208,72,74,42,115,46,40,84,98,78,53,9,58,173,84,77,103,73,54,90,57,0.0767440346129029,0.05835089916834504,0.09331393060428722,0.019257803085881254,0.2424448611595718,0.11018771322620977,0.0389570414427637,0.02681337667737823,0.06885045357472233,0.048243487424646424,0.905964123206613,0.23562488986560426,0.017216159437349374,0.022580230588230096,0.08270039047934159,0.07376585220588736,0.012839287986679332,0.0856462890238418,0.023619234397272253,0.027967760681830732,74.0,0.11355439094246793
209,72,74,42,115,46,40,84,99,78,54,9,58,173,84,77,103,73,54,90,57,0.07771587032706322,0.05864048853016715,0.08030236831716751,0.019479013807369445,0.23837581382446857,0.11075991752706736,0.04123321492022454,0.022743691353505752,0.06665177381841571,0.027215312063887193,0.9054884188538126,0.23551805133743695,0.017761659579311785,0.022513251421438434,0.08309529000635593,0.07389448679989293,0.012734653944320835,0.08539275674860611,0.02301660287830897,0.027771533969365395,74.1,0.11151520850140932
210,72,74,42,115,46,40,84,99,78,54,9,58,173,84,77,103,73,54,90,57,0.07787355874546195,0.05888870190722195,0.07426676702636661,0.019924355712337388,0.23676595223589952,0.11026441331820097,0.04189963539855183,0.02261876358954556,0.06488200376494971,0.025011998558310055,0.9021981324860154,0.23736300544525984,0.01810946975855766,0.021737744707087416,0.08363969503669008,0.07384758687780289,0.012928682503849584,0.08542291150463778,0.02200833299617276,0.02852209925508692,74.1,0.11090869054140032
211,72,74,42,115,46,40,84,99,78,56,10,58,173,84,77,103,73,54,90,57,0.07810909561004663,0.059228809842064106,0.07385331520965131,0.019961234112036555,0.2362434808243495,0.10974691093001289,0.04368874280271758,0.02348040947635131,0.0658259140651659,0.027282078873453717,0.8819335691903765,0.2395590294695805,0.020876928305905557,0.017520825105687643,0.07403816062156258,0.07376955445997196,0.013074586715044516,0.08554857720315258,0.022039530927139627,0.028599197206696094,74.25,0.10971899754754835
212,72,74,42,115,46,40,84,99,78,56,10,58,174,84,77,103,73,54,90,57,0.07838981702315978,0.059358237363105325,0.07374720662031467,0.020377918643405022,0.23601055131937954,0.10995234470009838,0.046054537694228716,0.025313607760819385,0.06609219293598363,0.027539234347720425,0.8790113210592321,0.2392711179366201,0.02075193925473399,0.017206645723730558,0.0703891008098596,0.07406632903281288,0.013072581933640127,0.08518600143629043,0.02259712202536693,0.02859761068498588,74.3,0.10964927091527436
213,72,74,42,115,46,40,84,99,78,56,10,58,174,84,77,103,73,54,90,57,0.07781426119928717,0.05999238957718784,0.07638577052942197,0.02067406669483752,0.23628455282521513,0.10978742051915658,0.04750114703178985,0.025960551747371483,0.0668836721555936,0.02899293999663014,0.8779100160764083,0.24151648534252787,0.01967896270332176,0.01432809375823901,0.07121071772205478,0.07412427398742412,0.013292633774772014,0.08508806330430549,0.024995146956494654,0.028919013648653815,74.3,0.11006700897753467
214,72,74,42,115,46,40,84,99,78,57,10,58,176,84,77,103,73,54,90,57,0.07691637677468273,0.06041396763540739,0.07588453418973445,0.02165797652625599,0.23553373888782467,0.1093231574191246,0.04812897206645896,0.025903161466048482,0.06749295369196523,0.041647994624974115,0.8781925873585164,0.2408370954776334,0.018073599965245088,0.015695977050566294,0.0728680419989161,0.0739425618232141,0.013562868585038808,0.08518609631693606,0.023402223663115656,0.029779282583427314,74.45,0.11072215840525428
215,72,74,42,115,46,40,84,99,78,58,10,58,176,84,77,103,73,54,90,57,0.07639827308269419,0.06070453288054435,0.0718781900097493,0.020809126594311285,0.22862202858073277,0.10959954585695209,0.04761112016878485,0.024459571187868602,0.06853433695466618,0.03532569700532006,0.8780719930030847,0.240764314139005,0.018239329124230486,0.010655953924868913,0.07275855944494855,0.07383651768089028,0.013564753373744558,0.08529096700160844,0.0264669203324546,0.02963762940785401,74.5,0.10966146798771566
216,72,74,42,115,47,40,84,99,78,58,10,58,176,85,77,103,73,54,90,57,0.0767674990288668,0.06109316295810296,0.07976539302399507,0.02227516963351867,0.22429872992662192,0.11010522460166597,0.0458044240185025,0.02170398057818045,0.06720919443037716,0.023080708711055112,0.8777799187042915,0.24016052526934192,0.018239824265089192,0.018173719809608652,0.07257677534187823,0.07382912318666221,0.013845707569105938,0.08532394681936546,0.026269047528270743,0.029186764346523553,74.6,0.1093744419875512
217,72,74,43,115,47,40,84,100,78,58,11,58,177,86,77,103,74,54,90,57,0.07673803638254806,0.05955356852089673,0.06435304821458142,0.022433636088204055,0.22315759592264234,0.10995356695651198,0.040590264818373654,0.02182099372846432,0.06660299818247666,0.021439450588087428,0.8707878390095073,0.23792580964553753,0.01915979490602194,0.018903882552703272,0.0726051491776515,0.07470321745039203,0.014096805337832209,0.08542374445001212,0.03067362529182204,0.029530490025765646,74.9,0.10802267586250161
218,72,74,43,115,47,40,84,100,79,58,11,58,177,87,77,103,74,54,90,57,0.07771890469056689,0.06002159311731825,0.059565747035074244,0.023764790858214965,0.21520475131068573,0.10938299397302016,0.03823108454437816,0.02644453673887563,0.06609855917262533,0.0212502484037578,0.8516918971597789,0.23692266436790996,0.019971714193060857,0.010297500176421882,0.07338494527557748,0.07603364110705278,0.014361507462093024,0.08553238704952758,0.02901123307256927,0.0298643663860527,75.0,0.10623775330472807
219,72,74,43,115,47,40,84,100,79,58,11,58,177,87,77,103,74,54,90,57,0.07784244784559825,0.060027321681835846,0.05867064680207445,0.024324673435299808,0.214379216951573,0.10997382672554595,0.03839266887562994,0.028545940603413488,0.07027189801785624,0.022127338247243403,0.8511449393457964,0.23701796427801491,0.021288173696468675,0.011094414904409716,0.07410482891200812,0.07645613164515346,0.013747749246989478,0.08533734576730484,0.026598875445922265,0.03161205589183122,75.0,0.10664792291599848
220,72,74,43,115,47,40,84,101,79,58,11,58,177,87,77,103,74,54,90,57,0.0792314734239876,0.06018465123821716,0.060120435015950366,0.024888965837260725,0.2145077237188002,0.10989473460050524,0.03880524427005668,0.027651317940616756,0.06995946612391583,0.0191884328430033,0.8500057447230494,0.23730737834286925,0.022335254455758367,0.010916276238686181,0.07424351514805301,0.0767045500457511,0.013616033646830257,0.08540218475523392,0.02512577285543244,0.031876901139495525,75.05,0.10659830281817366
221,72,74,43,115,47,40,84,102,79,58,11,58,177,87,77,103,74,54,90,57,0.07707029595953191,0.060202609692474214,0.05670430621888475,0.024784112159745266,0.2149024666881793,0.10832096628942933,0.03909522110254107,0.027549501131872017,0.07019260000918767,0.018990161824478283,0.8502494617728232,0.23782970672567239,0.02087447768750804,0.011567224550099203,0.07344513810137078,0.07541005255772247,0.013842747634639252,0.0853139295399562,0.026189325402216534,0.031371340244584114,75.1,0.10619528226464581
222,72,74,45,115,48,40,84,102,79,58,11,58,177,87,77,103,75,54,90,57,0.07637036035047044,0.06037027669727656,0.0646225928665154,0.024236926645672934,0.20723220837650752,0.10783098432350645,0.03940472375699534,0.02433042211032268,0.07071933706432702,0.01980540469434292,0.8498976330467302,0.23786749998461537,0.020679452119448223,0.011249486982996642,0.07380265015422399,0.07301349827168374,0.014121831757311134,0.08514811507668436,0.02799436574437136,0.032613095716130934,75.3,0.10606554328700664
223,72,74,45,115,48,40,84,102,79,58,11,58,177,87,77,103,75,54,90,57,0.07673065172865236,0.06058430535959778,0.0906236574466382,0.02292494606964619,0.2032746887995697,0.10859101986167274,0.03880666817325487,0.02126177047571995,0.0701272490116915,0.018805202832177043,0.8494452963165754,0.2405819400218534,0.0206197209921182,0.011177728527622256,0.07362017527456355,0.07375897889107356,0.0146476339633216,0.08526514694473106,0.029542994785083137,0.031900854066204805,75.3,0.10711453147708835
224,72,74,47,115,48,40,84,102,79,58,12,58,177,87,77,103,75,54,90,57,0.07702533679290849,0.060760363783960665,0.05319533173450583,0.02248631213918076,0.20340504074813334,0.10841438357128484,0.03923807534042997,0.02061339434048156,0.0695962626339902,0.018748829497795567,0.832864001866747,0.23978990866678596,0.021383183228929275,0.010960815272354272,0.07310474055365164,0.07419619531944145,0.01436678108088814,0.08549254414499774,0.029661626946766623,0.0305681836606993,75.45,0.10429356556619662
225,72,74,48,115,48,40,84,102,79,58,12,58,177,87,77,103,75,54,90,57,0.07629152384167695,0.06020411312766444,0.040444168259312956,0.02390512128920691,0.20046296786738396,0.10774249522678755,0.03983416496222318,0.02091157514213566,0.07280127012289497,0.0192458152583554,0.8176920221789766,0.23857203150311054,0.02195134161375945,0.011008168065829903,0.07228989385146115,0.07406393172170395,0.013183452686830958,0.08526879660060709,0.028311980718254585,0.029709656423760288,75.5,0.10269472452309683
226,72,74,49,115,48,40,84,102,79,58,12,58,177,87,77,103,75,54,90,57,0.07638874369905978,0.05999746465564626,0.04009896300094475,0.023751204687214665,0.20054277579880755,0.10802795920554831,0.042294520265751506,0.02129768155775572,0.07220709081466853,0.019586574477483437,0.816719941614496,0.237967556184663,0.023295880805042607,0.011064709000527815,0.0726761029125502,0.07407108395463549,0.012529405529125646,0.08508232558618352,0.029110746177375246,0.029554492967008995,75.55,0.10281326114472447
227,72,74,52,115,48,40,84,102,79,58,12,58,177,87,77,103,75,54,90,57,0.07650947104545494,0.05976234148390596,0.0438058935994514,0.024258171216469445,0.2002459388575162,0.10815727716731637,0.04373188370568276,0.021488615946616458,0.07348026326274966,0.02006956151155359,0.8165543149507413,0.23774673938424654,0.02307696044516758,0.00944788260639057,0.07384325572738182,0.07300021467390722,0.012277617816712222,0.0847025935302956,0.029167166830854584,0.030048099209891228,75.7,0.10306871314861528
228,72,74,52,115,48,40,84,102,79,58,12,58,177,87,77,103,75,54,90,57,0.07621872261557355,0.0607560142865025,0.04451292928623424,0.02410663262985186,0.20025203640046998,0.10801898211631536,0.043678189926592996,0.02160830854091835,0.07380887910324688,0.019789875824268822,0.8166895054974531,0.23965078825286487,0.023544847569772275,0.009842080914221556,0.07337827693654622,0.07301976158807044,0.012501079345202629,0.08474308147731167,0.02829245476439381,0.029891650185686004,75.7,0.10321520486307485
229,74,74,54,115,48,40,84,102,79,58,12,58,177,87,77,103,75,54,90,57,0.07697300533189537,0.061120146985463975,0.07084602072473256,0.02474443668183894,0.2016888195381144,0.1085925920231673,0.04069626809480256,0.02210531517862994,0.0743417659810753,0.019931964300092912,0.8163999978119967,0.2409145160797823,0.024903325863440226,0.010096635602302926,0.07217429865943567,0.07281755524631375,0.013416950284857615,0.08476818189511733,0.026867894149001256,0.03048444646562434,75.9,0.10469420684488426
230,74,74,54,115,48,40,84,102,79,58,12,58,177,87,77,103,75,54,90,57,0.0770957784324446,0.06158372599189944,0.09021716714921327,0.025415986315348738,0.19956145664809902,0.10854242791939639,0.03801339577842129,0.02194804062712049,0.0746997210615662,0.019226604810440265,0.8151261365060558,0.2408642902130061,0.025686333921195053,0.008693482621725966,0.0738437292534566,0.07271683381718637,0.013664899327654063,0.08478247675558176,0.02703504657491091,0.03098545706852829,75.9,0.10548514953966251
231,74,74,55,115,48,40,84,102,79,59,13,58,177,87,77,103,75,54,90,57,0.0778257861940265,0.06148713712093157,0.04130878639717022,0.02586108933610254,0.198278224920627,0.10838536609326803,0.03861670311923532,0.0225460254870821,0.07267598635810302,0.01858461129779972,0.7999806035186093,0.2419009687847516,0.026416971288494875,0.009366751342319303,0.07378727912980217,0.07306246055032274,0.013496020289979956,0.08476883187054829,0.029196515854934966,0.03042160041422267,76.05,0.10239838596841659
232,74,74,56,115,48,40,84,102,79,59,13,58,177,87,77,104,75,54,90,57,0.07861738712335743,0.06122895074191777,0.03403201799750496,0.025532645799916435,0.1981468855824788,0.10809914421431326,0.03902080099526616,0.0229664764891967,0.07366698365470643,0.018366932936191877,0.7852534639493935,0.2409815900064977,0.026328330559127422,0.010158783774771462,0.07335174882070039,0.073731151242151,0.01293451566577311,0.08477247167051821,0.031084635393447524,0.031017805112452522,76.15,0.10146463608648415
233,74,74,56,115,48,40,84,102,79,59,13,58,177,87,77,104,75,54,90,57,0.07888311065434435,0.06118159234437665,0.029652655072111633,0.026946501600244647,0.19830821152571546,0.10828204181178668,0.04208699640862773,0.024139054514061245,0.07449952556186612,0.018421606642348567,0.7845962960190017,0.24086160304823104,0.026804110802547555,0.009033455050811639,0.07351618863343294,0.07386932042429513,0.013020567644686998,0.08462338766534926,0.02989701065835377,0.030882805602272977,76.15,0.10147530208422333
234,74,74,56,115,48,40,84,102,79,59,13,58,178,87,77,104,75,54,90,57,0.07928736243483957,0.06102419389622764,0.03084601002010702,0.026578060025674095,0.19797896559224296,0.10837512162098942,0.04378592985403479,0.02608055242937621,0.07502285462455655,0.018426677634662676,0.7842892519489217,0.23803288185430918,0.027026468962572454,0.009155417370143054,0.07357565178846734,0.0743455472881926,0.012468802289162334,0.0843318745749064,0.028816017601536698,0.03044148453767554,76.2,0.10149445631742993
235,74,74,56,115,48,40,84,102,79,59,13,58,178,87,77,104,75,54,90,57,0.07853885316689513,0.061495260803270384,0.02634437934990886,0.029234044095947025,0.19755672996652168,0.10837281413303987,0.04433126110435491,0.02680450947117388,0.0755576036131973,0.0184076767250262,0.7844984164267226,0.23933582068497022,0.026885311430239187,0.009382017347630856,0.07380738493343766,0.07439843836022829,0.01260363868374284,0.08445612297385575,0.026931973432530572,0.029725522582719915,76.2,0.10143338896427065
236,74,74,56,115,48,40,84,102,79,59,13,58,178,87,77,104,75,54,90,57,0.0775778303804774,0.061798432133804045,0.026694759170405667,0.029444186468172734,0.19755933847256088,0.10836028745305105,0.04631470393843268,0.026612942023707065,0.07599326754678162,0.01845620453109617,0.7841594764567209,0.24073624206865432,0.02716296786765069,0.009910115929605683,0.0740853025793562,0.07438391989547696,0.01289986380047949,0.08518198415957792,0.02718832269394465,0.029712143516916298,76.2,0.1017116145543436
237,74,74,57,115,48,40,84,103,79,59,13,58,178,87,77,104,75,54,90,57,0.07770809475312934,0.062099998141902514,0.045740060176210184,0.029868247128012403,0.198030393179204,0.10841300412883806,0.04777564711810639,0.024429328073374217,0.07662585992341461,0.018288842376247658,0.784182597955246,0.24078301398697746,0.028507348925209192,0.010334072130246452,0.07412302987700416,0.07484620043073759,0.01295167259681018,0.0852830162861152,0.02879925845764286,0.029732461409973786,76.3,0.10292610735272012
238,74,74,57,115,48,40,84,103,79,59,13,58,178,87,77,104,75,54,91,57,0.07819735175256427,0.06145326217102769,0.043427069280627915,0.030992586381844742,0.19836587891014468,0.10842217934068803,0.048831072879118684,0.022785795805833068,0.0763584975750266,0.018261085999489064,0.7832181421632985,0.24232928319403055,0.028377389323852566,0.010183014949630207,0.07461803200798144,0.07516754986382401,0.012959210559475565,0.08519979695167927,0.028099400993696545,0.030339604968384108,76.35,0.10287931025361086
239,74,74,57,115,48,40,84,103,79,59,13,58,178,87,77,106,75,54,91,57,0.07849397716906452,0.061360318987808825,0.018916658470447243,0.02891197263224537,0.1986995162626831,0.1083711701898888,0.049501865868091605,0.022709321123674308,0.07522449442867082,0.018317406389909825,0.7816565103191438,0.24281682094645188,0.028924309943592436,0.010102057081411238,0.07415742495036919,0.0755745656308664,0.013201580614278733,0.08462689110639635,0.029036408041042554,0.031247272537695735,76.45,0.10159252713468662
240,74,74,57,115,48,40,84,103,79,59,13,58,178,87,77,107,75,54,91,57,0.07877888628948246,0.06056258208240357,0.017787455999243175,0.028690202000332343,0.19981191866389367,0.10839388218904825,0.05010557830360797,0.023270446622039264,0.07508345033369881,0.018317526851135364,0.7822398529775674,0.24237082833147747,0.03268592808809553,0.010472606302184247,0.07373902436451829,0.07312203251685853,0.013435806457420735,0.08395181048308409,0.02801647582543112,0.03272405732513689,76.5,0.10167801760033297
241,74,74,57,115,48,40,84,103,79,59,13,58,178,87,77,107,76,54,91,57,0.07901997850643959,0.06028222853318222,0.01771805924491204,0.029739645583219957,0.19970395905019378,0.10850185535907907,0.04901905371886307,0.0232234245892371,0.07570565316703252,0.018800902044608058,0.78255952942858,0.2415140206280525,0.03254099428952328,0.009888017524854515,0.07332642235986742,0.07342463412752888,0.013879011464007726,0.08427057585714161,0.026369741100677555,0.032547610634442926,76.55,0.1016017658605722
242,74,74,57,115,48,40,84,103,79,59,13,58,178,87,77,107,76,54,91,57,0.07864743807875496,0.05999429900402553,0.021172902312932257,0.0314773754787203,0.19936112442720907,0.10854010626355909,0.043111237330382746,0.023041732441415875,0.07800164163058873,0.018402678261987764,0.7825461927760389,0.2411014571821665,0.03204533942501635,0.008777794844899841,0.0737183655292809,0.07368705003007327,0.013949787658431355,0.08448807338929448,0.027135738216290905,0.03232576462939409,76.55,0.10157630494552314
243,74,74,57,115,48,40,84,103,79,59,13,58,178,87,79,107,76,54,91,57,0.07815240594672497,0.060011988973222574,0.01890989355760801,0.03295864068840256,0.19911836308835804,0.10829047120776229,0.03857381853849138,0.02288870852221483,0.07937864221264578,0.01858124551609761,0.7823518878933635,0.238923172617451,0.029197225964914867,0.010000546495526293,0.05340391055849095,0.07392964437032185,0.014405706367668393,0.08449360572193992,0.027746402079375388,0.03237349353849806,76.65,0.1001844886929539
244,74,74,57,115,48,40,84,103,79,59,13,58,178,88,80,107,76,54,92,57,0.07799123982818909,0.06364238166090319,0.025874880427925843,0.03057625157081138,0.1991523950107076,0.10835842769399807,0.03477882346348123,0.023736749917279688,0.07983805435739759,0.018762111965004054,0.7825912700888696,0.23748360844441008,0.02346140476538779,0.009964393379683975,0.05822353377690178,0.07361578817825926,0.014334388647070012,0.08454138043045284,0.028479274938477066,0.03137369387014779,76.8,0.10033900262076789
245,74,74,57,115,48,40,84,103,79,59,13,58,178,88,82,107,76,54,92,57,0.07805923108163111,0.05598321368168198,0.020064209411567984,0.021194300014665803,0.19982136059278555,0.10846781105450033,0.03436354897244158,0.024086575641532687,0.0813781870713651,0.019219262223354454,0.7805445894582723,0.2390815517331768,0.024148174405997005,0.009974337838315197,0.04238997980114989,0.07322693412139643,0.014664347996523126,0.08451957270650688,0.02820902891011436,0.02958919288120567,76.9,0.09844927047990923
246,74,74,57,115,48,40,84,103,79,59,13,58,178,88,82,107,76,54,92,57,0.07805965182616424,0.05392972295449017,0.017014572221450076,0.016890171211890008,0.19995445801076628,0.10836715344008827,0.0348606029193837,0.02377773639468302,0.08163152031345304,0.01879346791548035,0.7793788688540939,0.23919254235534815,0.026123952420566445,0.010095773611180942,0.028305048374064806,0.07261302515582893,0.01499104927040058,0.08414943935848274,0.028258382170561033,0.02990537309059276,76.9,0.09731462559344847
247,74,74,57,115,48,40,84,103,79,59,13,58,178,88,82,108,76,54,92,57,0.07808234787026684,0.05350597520780645,0.015610671773896365,0.01732604264257352,0.19963270939112782,0.10836495025750884,0.03706073366941072,0.024741600955632177,0.08096423765126136,0.019106390125405052,0.7798012195032422,0.2377884196588756,0.0268002648160892,0.0089962745451147,0.027307811739059412,0.07281074812199327,0.015190380496844064,0.08373556360689846,0.027562855847659523,0.029870437874893897,76.95,0.09721298178777799
248,74,74,57,115,48,40,84,103,79,59,13,58,178,88,82,108,76,54,92,57,0.07822247771202405,0.053413092626437626,0.014570856012050113,0.017514667790704326,0.19945094850886566,0.10837100769297738,0.0378051929065244,0.024484102985976815,0.07878241949296175,0.019438594987997045,0.7800769870702517,0.23873504043650523,0.023894201599237986,0.007112318881563843,0.026626902085816133,0.07340093580018311,0.01511761241200116,0.08398653395093518,0.026495511901926165,0.030364634412182352,76.95,0.0968932019633561
249,74,74,57,115,48,40,84,103,79,59,13,58,181,88,82,108,76,54,92,57,0.07836645755855753,0.05260052270876875,0.014837924387697972,0.017419407265294166,0.19895067393207802,0.10837088647139365,0.03832020776927557,0.026050010542881034,0.07534704637410651,0.01959962856268828,0.7801604119087198,0.23779788334956026,0.020012734795349305,0.007162012794734792,0.026636081860963286,0.07372415329342727,0.0155486782908758,0.08408899209521924,0.026690056455124202,0.03011300765698165,77.1,0.09658983890368485
250,74,76,57,115,48,40,84,103,79,59,13,59,181,88,82,108,76,54,92,57,0.07803005672097665,0.06651396907774818,0.016492314464150306,0.017393646598294607,0.19897023645061176,0.10827607899747747,0.03919163342740416,0.026187922420786047,0.0752859165152024,0.019664202501472525,0.7798710240572515,0.23446553601159903,0.01683275613155403,0.008000887186772348,0.027001582749428876,0.07448756949351229,0.015935251882108908,0.08424067494290706,0.026789452553608706,0.030165624583216505,77.25,0.09718981683830416
251,74,79,57,115,48,40,84,103,79,59,13,59,181,88,82,108,76,54,92,57,0.07766688344311404,0.10261225022414548,0.013749567047878414,0.016297446728805325,0.1988496093322799,0.10829945215737163,0.039130950881828795,0.026162929137487037,0.07574566788978944,0.019545615053841416,0.7799219377230242,0.2334054160452154,0.016216003004509122,0.008495619146455495,0.0271153131154352,0.07286656191468796,0.015839878952393062,0.08421861181364454,0.02753312903785245,0.029682180567239144,77.4,0.0986677511608499
252,74,82,57,116,48,40,84,103,79,59,13,59,181,88,82,108,76,54,92,57,0.07775815164020022,0.06655378054473297,0.01392391076284768,0.016422101165385332,0.1990694159196243,0.10833628056791127,0.038511528288510316,0.026259742971998946,0.07744851190846164,0.01875019740066399,0.7762298633143908,0.2349378378945185,0.01749037461244282,0.0102506456890461,0.02710569276332351,0.07167111591083365,0.01659131267824525,0.0842155138296615,0.028140539862335157,0.02937276615663443,77.6,0.09695196419408843
253,74,82,57,116,48,40,84,103,79,59,13,60,181,88,82,108,76,54,92,57,0.07863556082865684,0.03005260470801903,0.013346405081033212,0.015951450215524927,0.19920364505298216,0.10836236608373705,0.037825454111316915,0.026478475620518818,0.07611785577311776,0.01864722993527895,0.7761813243025598,0.23709583247672647,0.02006500841473899,0.010422407658155386,0.02702780684172117,0.07150763307330249,0.016742600333451166,0.0841910847418691,0.028860308788570373,0.029442160268365183,77.65,0.0953078607154823
254,74,82,57,116,48,40,84,103,79,59,13,60,182,88,82,108,76,54,92,57,0.07900103229963233,0.026163574505877252,0.013082684556611646,0.016143757940204517,0.1994172035612731,0.10828004058366075,0.035311786170407214,0.02689910587267315,0.07437587591353777,0.018524163743206833,0.7759618972774789,0.23687991639925826,0.01984429419835582,0.007893891095179855,0.027175277483373176,0.07153838114793858,0.016470913098463064,0.0841223833495701,0.02861436576782866,0.029649079324992677,77.7,0.09476748121447617
255,74,83,57,116,48,40,84,103,79,59,13,60,182,90,82,108,76,54,92,57,0.0791257555977471,0.028064146749214095,0.012166921414943027,0.016832042739030613,0.19959413384641103,0.10831036817908787,0.032251848042812746,0.027943914811213152,0.0745556941910068,0.018581862161868124,0.7761851260977278,0.23599438691586883,0.01440893303698311,0.007142139368171981,0.026811548242454967,0.07166283335745695,0.016218620429200952,0.08394749687477819,0.028584825435638606,0.029635207501215687,77.85,0.09440089024964157
256,74,83,57,116,48,40,84,103,79,59,13,60,182,91,82,108,76,54,92,57,0.07920151915704252,0.027235568698679085,0.013215202208994692,0.01796280917909445,0.19950107397463224,0.10828807541795663,0.03254040737781093,0.027717469297286714,0.07602286362377572,0.018621392218775124,0.7761134420348732,0.23012688676832876,0.012296587711112722,0.006286496724952985,0.027451302917141443,0.07175111409182729,0.016006701058787914,0.0840302373271289,0.028150044011443855,0.029450272586190727,77.9,0.0940984733192918
257,74,84,57,116,48,40,84,103,79,59,13,60,182,91,82,108,76,54,92,57,0.07888665917743964,0.027203553521311277,0.013433405306738136,0.018062287535990734,0.19915381833793927,0.10824965251107806,0.03405884266680363,0.027525703575562367,0.0770815934335426,0.018647585109448406,0.7757263980895102,0.22521153094892826,0.012770675971950191,0.006478330317422291,0.02737943215218444,0.07209637279975066,0.01589525821637739,0.08426331709760414,0.02783045645805695,0.029304070998897973,77.95,0.09396294721132681
258,74,84,57,116,48,40,85,103,79,59,13,60,182,91,82,108,76,54,92,57,0.07948496053525038,0.028570900466672624,0.014845158678948743,0.016240269024174067,0.1990123523745279,0.10831456191243914,0.03385605178574736,0.026947289635780906,0.07828162221311888,0.019018417909466706,0.7713879788401427,0.22374042609005357,0.013111406980709759,0.00640163225236843,0.027631205701347555,0.07251073321651566,0.015631247384000853,0.08439894980299482,0.027292998930186243,0.029359129815582585,78.0,0.09380186467750143
259,74,84,57,116,48,40,85,103,79,59,14,60,182,91,83,108,76,54,92,57,0.0791892898646502,0.02910687641431686,0.017499311909568695,0.015686542381140815,0.19930124509123792,0.10834445898196972,0.03229216357471139,0.026079605219510058,0.07973490518229906,0.018541403364566576,1.6703754580645895,0.22350024126073142,0.013509783777436456,0.0074064405321184554,0.027518908585494734,0.07256639853654025,0.015915370072759574,0.0843859761970511,0.027770030542588423,0.029535368121826607,78.1,0.1389129888837554
260,74,84,57,119,48,40,85,104,79,59,14,60,182,91,83,108,76,54,92,57,0.07956124707348344,0.026977696594838653,0.012011821835055054,0.01579931933840807,0.19967434094092307,0.10838512179033019,0.03139711170639877,0.026328400109276274,0.07883219647181475,0.017932122779100924,1.4107710773667756,0.22274574840307343,0.013991174677876923,0.007932890049027959,0.026660962460788664,0.07357841750144603,0.01586204298969144,0.08447336555783118,0.02889983546598365,0.029521153420353084,78.3,0.12556680232662387
261,74,84,57,119,48,40,85,104,79,59,14,60,182,91,83,108,76,54,92,57,0.07901360787025584,0.025008941617715476,0.011469150586356017,0.016316129151922855,0.19990829945115202,0.10836954724066261,0.03167100275802359,0.026792620355215492,0.08180285519204905,0.017994347245172213,1.3480316417389346,0.21897239114356573,0.01417512495025164,0.007712197613392396,0.02664562385436884,0.07367407351710749,0.01625503365553484,0.08464372997153885,0.03336427850782762,0.029602472998175533,78.3,0.12257115347096115
262,74,84,57,119,48,40,85,104,79,59,14,60,182,91,83,108,76,54,92,57,0.07889977148807134,0.02538762403781182,0.010543527827364358,0.0165234774756696,0.20008031399928838,0.10831831678954419,0.032149721787367955,0.02715312012802053,0.08277365650139312,0.018122689908715964,1.4859742605734914,0.21425753038050463,0.014460937170109982,0.007224592828597525,0.026951740950244937,0.07370918786499021,0.015684644138105712,0.08417446474614618,0.03440039035661654,0.029703269784679,78.3,0.12932466193683667
263,74,84,57,119,48,40,85,104,79,59,14,60,182,91,83,108,76,54,92,57,0.080101012263828,0.02553842605974349,0.01225959826323997,0.0166476179191628,0.20037877059896445,0.1083911963598517,0.032856052525507266,0.027787487319947138,0.08257113886055312,0.01805376139400916,1.2320543996962146,0.21107564302565224,0.014770232092896391,0.006403025976505508,0.02705562817637138,0.0737637535762419,0.016508378026331545,0.08416046100139746,0.033552423787550086,0.030318615878435554,78.3,0.1167123811401202
264,74,84,57,119,48,40,85,104,79,59,14,60,182,91,83,108,76,54,92,57,0.08027857797916739,0.02552946343637177,0.014160219365080285,0.017460629771897097,0.20048980553953663,0.1083655824729349,0.034666330366166835,0.028329917004929105,0.08436255201053934,0.017938089413240377,0.7293940702197639,0.20445702534851837,0.01572026986597019,0.006125817905821199,0.02723928095122536,0.07385781891996722,0.01636453515429196,0.08405987716375361,0.03294089243280703,0.030777303141280396,78.3,0.09162590292316314
265,74,84,57,119,48,40,85,104,79,59,15,60,182,91,83,108,76,54,92,57,0.08025989696020347,0.027363966025862028,0.021352624991857975,0.01681687085940611,0.1999490842578006,0.1082842265279164,0.034943754733467246,0.027787036109802713,0.0834717154819797,0.01805229581076171,0.6798579774253338,0.20283734921639096,0.015910366734698363,0.006898290390013674,0.02716787211004468,0.07446194862256075,0.016535438075989187,0.08557428117540594,0.03416964221346094,0.030722806105005086,78.35,0.08962087219139805
