,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.965560630079774,0.9808916017322634,0.9914677160189316,1.0012214330067402,0.9900425921290648,0.9951814519035093,0.9816457110760226,1.0029986959085049,0.9889761480459327,0.9776404345034828,0.9894962713439314,0.9716080478241687,0.9405064962678126,0.9649826570598127,0.9868043249042021,0.9974654379507414,1.0018104813471416,1.006543001430976,1.0065393207818225,1.001076919878461,1.0,0.987122968659665
1,5,4,4,1,4,3,2,3,3,5,3,4,5,2,4,2,1,3,3,1,0.9127356917223838,0.9858546367012023,1.0065287803008582,1.001639813043916,1.0095571254065736,1.056337845255092,1.0028513339162868,1.0357502271064842,0.9338089561879205,1.015113870394623,0.9806551011931112,1.0157176097690443,1.0238152772401325,0.9511874564273406,0.9904207390644534,1.0211422050201153,1.0177750112055646,1.0608249114297597,1.0543282805835295,1.001798110812035,3.1,1.0038921491390211
2,6,4,6,1,6,7,5,4,5,8,5,6,7,4,6,3,2,7,4,1,0.9907012510451317,1.0398324660397158,1.2260102056924471,1.0029930755780017,1.1929214208912402,1.4078209297372741,1.1114260380908987,1.096782990201935,0.9112900231686847,1.57628450983695,1.0434216276092547,1.2929319456359225,1.4141783275944066,1.0430134897474905,1.394913589898163,1.065942007261242,1.025402084729796,1.4074038863251146,1.08481807990472,1.0054143449528323,4.85,1.1666751146970609
3,6,5,7,1,7,9,7,5,5,10,5,8,8,6,7,3,3,8,4,1,1.0106706843623265,1.1904470141240937,1.5473357451249377,1.004617571109948,1.394589537415465,2.257331391483467,1.5376993455120391,1.2004486727160326,0.9630559300407507,2.5350208485133114,1.0491246924165516,1.8761185606667732,1.679767012876022,1.5686815594520231,1.605139956376475,1.0847543267750193,1.0414634484060743,1.9415945953450908,1.1192141947710692,1.009905118834076,5.75,1.4308490103160771
4,6,5,7,1,8,9,7,5,6,11,5,9,8,8,7,3,3,8,5,1,1.1683308713941134,1.1471159522539487,1.5301389039807674,1.0044972864580313,1.8116503083983084,2.3831061580771857,1.4604209169364293,1.2689989640767527,1.104197039798296,2.0810989661526866,1.0324701872593052,1.6406648573393108,1.7155818077224618,2.5131116347109264,1.4342503294572357,1.0634274115718447,1.0411241829445308,1.8748618015991303,1.2062806647706759,1.010422849640434,6.1,1.474587554727119
5,7,5,7,1,8,11,8,6,6,14,5,9,9,9,7,3,3,10,5,1,1.1533242358780438,1.1641080830290182,1.3318679805546585,1.002740736564615,1.7073474410958662,1.5630034257595666,1.1735375770978018,1.3438910552895607,0.9620214140824928,1.6967947806731571,1.0154471773837705,1.247357078021525,1.4433471184726505,2.0865374906631198,1.3222900101346502,1.0339733932278656,1.0436416617643232,1.2628659215041003,1.1253497998096815,1.0066992838518913,6.7,1.2843072832429177
6,8,6,7,1,10,12,10,6,7,18,5,10,11,10,8,3,3,12,5,1,0.982145302908205,1.3379253577654977,1.1346294199009435,1.0014339806810906,1.0567432109561437,0.9583139006461506,0.8431587058045339,1.2429617857591118,0.9687971455705847,0.8482748527564411,1.0041203452238399,0.8174377265801211,1.1013532160320234,0.969564190914682,0.985658828566386,1.0324621508622611,1.0428882049113832,0.9389062509770584,1.0437134014582086,1.0049303236058849,7.65,1.0157709150940275
7,10,6,8,1,12,14,13,6,9,20,6,12,13,13,9,4,3,15,7,1,0.8090571864170156,1.063210831714679,1.0166718974469162,1.0014829084366081,0.7554749083026171,0.7292216693327193,0.7110124780062095,1.0702440205415884,0.9507949281907461,0.3130920711283539,1.0354985730043391,0.7311570246913562,0.8485328508197505,0.7019260271683406,0.9241140935749815,1.0457198857820056,1.0472304990570132,0.5857864780067661,1.022354102272683,1.001367906016977,9.1,0.8681975169955832
8,12,8,10,1,14,15,15,8,10,21,6,13,15,14,10,4,3,17,9,1,0.7484569465395002,0.9368273147226723,1.0062003943937785,1.0033810438977024,0.6503658354489372,0.6890000420894001,1.0393586104698909,1.1108332367894695,0.9391423290123581,0.3920952004324682,1.0488986826016022,0.781680462691378,0.6398449970545868,0.6351521789324501,0.9188545926965181,1.0769109643057577,1.0456916998994032,0.633042051740744,1.0673000161015616,1.0017154401947028,10.3,0.8682376020007443
9,13,10,12,1,15,17,16,10,11,22,7,15,17,17,13,5,4,17,10,1,0.6911096284981119,0.9164455382228315,1.1475592173249178,1.0040649818348173,0.8146689596686641,0.6057171854717193,1.6274298448915556,1.4021919628735644,1.0242510257270003,0.9968038753287021,1.0579198019793432,1.2784712404543546,0.9520015802692985,0.5947868859438284,0.9690865712112767,1.134605301168548,1.0535351561993698,0.702427300086207,1.2383751737641362,1.0092790141537258,11.65,1.011036512253599
