,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
20,14,10,3,18,1,28,21,1,25,9,27,3,15,17,23,23,25,23,11,23,0.8983672984806064,0.9293950150417639,1.043799973703145,0.706188661462388,1.001547726001066,0.30444487144115745,0.549216963340927,1.0066739820144837,0.48377293096030266,1.0158560278729576,0.2857212834819802,1.0426475868062863,0.7597179145823361,0.7694159988963405,0.4266956427118381,0.2390750498132229,0.7561829166960253,0.6305639385140831,0.9298542369990611,0.24511712290575652,16.0,0.7012127570862864
21,14,10,3,18,1,28,21,1,25,9,27,3,15,17,23,23,25,23,11,23,0.8819635890992109,0.895751891234846,1.0338843909168856,0.6782139867106357,1.001200841980824,0.30777219740732165,0.49534570672444794,1.0023744198873918,0.49647584984844223,1.0103936234650648,0.2944161858624345,1.0456614035350873,0.7588762120484551,0.7072111549289929,0.51784181533469,0.2013748418355413,0.3670512649761483,0.5723270110875405,0.8923397857539149,0.2494531868085227,16.0,0.6704964679723199
22,14,10,3,18,1,28,21,1,25,10,27,3,15,17,23,23,25,23,11,23,0.8725874582255945,0.889682442786392,1.029273411916906,0.8127589745079313,1.0010631732059352,0.39649105786915423,0.5365608856563769,1.0011728093890164,0.45769755410914437,1.1620236363629104,0.28346492631611303,1.0495399432831403,0.7606893985775249,0.6967826510047934,0.3483663725937005,0.4297094245046126,0.3249981550949217,0.5675590160612538,0.8614683478892796,0.2773871644105031,16.05,0.6879638401882602
23,14,10,3,18,1,28,21,1,25,10,27,3,15,17,23,23,25,23,11,23,0.8637227007279027,0.8995358430222872,1.03348092904784,0.8497061014889564,1.0011103912662191,0.45408972821206783,0.36858716725127466,1.0037879838769475,0.46178356349537053,1.267793733695216,0.31941694815677135,1.048209594232416,0.7563039445120249,0.6705048625827797,0.35066130955209174,0.33691926809615247,0.38416839347364495,0.5474788911615999,0.8043834599465649,0.27080242079615147,16.05,0.684622361729714
24,14,10,3,18,1,28,22,1,25,10,27,3,15,17,23,23,25,23,11,23,0.8595668032378665,0.9015788126557658,1.049154258068671,0.8738847686600909,1.0012204091258345,0.33161449977337953,0.8042267162835556,1.0098171261563045,0.4572284774150429,1.1571053785939571,0.21646178661823304,1.046449619121429,0.7406212035415669,0.6662166503238551,0.4432553985634704,0.4341138402417394,0.4325044447543347,0.6255768025432001,0.7910375467354104,0.1971566887643049,16.1,0.7019395615589007
25,14,10,3,18,1,28,23,1,25,10,27,3,15,17,23,23,26,23,11,23,0.8542958620077519,0.9036909710549741,1.063375554996511,0.8593185532425853,1.0012517655694482,0.363842993080308,1.055403932877527,1.0171373779413868,0.4558497333166388,1.0628320694683453,0.26853102048454597,1.0505418265750974,0.7293243437905077,0.6969478421497898,0.4253021280014223,0.409247739145251,0.6202721521986319,0.5969447270332158,0.7569424131828345,0.2617469929904973,16.2,0.7226399999553635
26,14,10,3,18,1,28,24,1,25,10,27,3,15,17,23,23,26,23,11,23,0.8737959997512164,0.9037985148022989,1.0896612547407045,0.7838244022982138,1.0010473338094497,0.364195679888896,0.5694433981003341,1.0161550816512952,0.4581501200103921,1.019728290244843,0.19099652716828722,1.0517256729293882,0.7127268702048678,0.7063098034969482,0.4078002593377933,0.2904920631821815,0.490598633270323,0.5746681161966957,0.7409574702231482,0.31894240464371043,16.25,0.6782508947975494
27,14,10,3,19,1,28,24,1,25,10,27,3,15,17,23,23,26,23,11,23,0.8591694996799598,0.900416745566745,1.072447804829649,0.6177354880851139,1.0010774087356855,0.2100825537851513,0.37483551843614626,1.0087120254183952,0.47174264625401674,1.003525151676592,0.18936736309228588,1.0510622513853813,0.6794412425626388,0.6693762396870643,0.30649044975278444,0.33035784900614146,0.2340898281347559,0.5385317631182627,0.7438096308284112,0.16455535842805993,16.3,0.6213413409231621
28,14,10,3,21,1,28,24,1,25,10,27,3,15,17,23,23,26,23,11,23,0.8983447624190812,0.8933733713121605,1.0453890394116756,0.5839611731198397,1.0010304124116474,0.19664896077564034,0.3895685406280948,1.002957842739176,0.4575396942931222,0.9861010249656015,0.25523478179684933,1.0447027170381822,0.6834257427554992,0.6546384495357739,0.4498328231416827,0.19369743843292306,0.2691731317782218,0.5108902601368253,0.7407070246822927,0.15879005778396654,16.4,0.6208003624579128
29,15,10,3,21,1,28,24,1,25,10,27,3,15,17,23,23,26,23,12,23,0.9159164171673209,0.890289079675542,1.0367812960954148,0.5837338979444138,1.0010900186755165,0.3141749865364161,0.6749047636017026,1.001163945613672,0.4588015712507875,1.0227468559619426,0.183183210650332,1.043526927312707,0.6774439654618685,0.613399476235137,0.4812447226820728,0.31966936798110257,0.2294578391772268,0.5166000749937442,0.7601184397706879,0.22876656167796044,16.5,0.6476506709232785
30,15,10,3,21,1,28,24,1,25,11,28,3,15,17,23,23,26,23,12,23,0.8455743735505067,0.8883305861384833,1.03040074884286,0.5790984980797171,1.0010612152090168,0.23266172245931407,0.5077656005960275,1.0046662899597243,0.4480037878780493,1.379097729170947,0.17089091035303156,1.044916408848636,0.6793646984893741,0.5697129464545331,0.4559223109141118,0.17849131272569455,0.38690387774955504,0.5073683548199942,0.7809254001799055,0.26844074126835454,16.6,0.6479798756843917
31,15,10,3,21,1,28,24,1,25,11,28,3,15,17,23,23,26,23,12,23,0.8164884469974328,0.8860544476410684,1.030905444497251,0.5535666589203083,1.0010327126198728,0.18052842866881563,0.47290123528641054,1.0130021519884889,0.46699260700344264,1.3658054436455092,0.14390044087850157,1.0442189876304073,0.692416965908058,0.5579229145881195,0.5094882953890962,0.11490518181749174,0.8645375166184436,0.510375114213201,0.7787013708863979,0.26100347956145464,16.6,0.6632373922379886
32,15,10,3,21,1,28,24,1,26,11,28,3,15,17,23,23,26,23,12,23,0.7726355727684429,0.8962512629775097,1.0397073377266608,0.5488648777912226,1.0011122184919234,0.18163868610832232,0.4718893231891037,1.0171746238451351,0.45893067999443476,1.198879725822618,0.12470458031666683,1.0445810186021824,0.695609326649983,0.5678146854302751,0.48125867265266703,0.12881043401996614,0.7977993995347861,0.5091659283292324,0.774767248641457,0.22973612922987577,16.65,0.6470665866061232
33,15,10,3,22,1,28,24,1,26,11,28,3,15,17,23,23,26,24,12,23,0.7536468468860231,0.900834968893553,1.0439081801936032,0.5443873644654601,1.0010518694454935,0.12331132380578654,0.44169627200144984,1.0150237722558824,0.4586435418169094,0.997002613781475,0.16550201692950026,1.0433572652252465,0.701203407077405,0.5806494014802814,0.45693163556561484,0.10440607427952127,0.6264897484582629,0.5229171964462316,0.764148188838572,0.2615487318242701,16.75,0.625333020983527
34,15,10,3,22,1,28,24,1,26,11,28,3,15,17,23,23,26,24,12,23,0.7473152699971385,0.902391644528942,1.0441519603008191,0.5322428637662179,1.0010300819292808,0.14295412678682826,0.46805508167900317,1.0097286454334438,0.4562575438432786,0.9661964225134484,0.19247861008599507,1.0434268555707966,0.6918907213784914,0.558165486396498,0.4139996563416291,0.0777832281826026,0.5368347010205702,0.5259450456788471,0.7638825138356755,0.17345943994428978,16.75,0.6124094949606899
35,15,10,3,22,1,28,24,1,26,11,28,3,15,17,23,23,26,24,12,23,0.7758150265591637,0.9022874635641439,1.0392215491452688,0.5254276946936461,1.0010360711253068,0.13051298144649556,0.4784416446299186,1.0037482311501058,0.47079505805606603,0.960078981588282,0.1778236478866674,1.0479336824992733,0.6865555864077559,0.5233071178798845,0.4153950212997382,0.09300498364997838,0.6352131830889775,0.5242306850011098,0.7631114151199476,0.1642473081047787,16.75,0.6159093666448253
36,15,10,3,22,1,28,24,1,26,11,28,3,15,17,23,23,26,24,12,23,0.7976723739806808,0.9070808293089446,1.0360590549597286,0.5195247045907391,1.001043848573197,0.13008826680767685,0.42856397126859647,1.0012433251286883,0.46230069124763407,1.0697821183467633,0.17188857390698203,1.0467197565130035,0.6830368382211457,0.5233523929988076,0.6018905364915219,0.07109173270848745,0.8007116778249753,0.5299571143311094,0.7649156761964307,0.18033903707837878,16.75,0.6363631260241746
37,15,10,3,23,1,28,24,1,26,12,28,3,15,17,23,23,26,24,12,23,0.764678271309806,0.9034470232338021,1.0250213975879212,0.5116766603087668,1.0010305399179096,0.16624306400914543,0.48202221269558526,1.0049548219534188,0.47623806965526205,1.5794009575309054,0.17036734992611374,1.051632458424837,0.6877217669885302,0.4108104972294006,0.5950835740624356,0.08143349315699563,0.5045479311559483,0.5373266867601862,0.7596121511250438,0.14715153438027692,16.85,0.6430200230706145
38,15,10,3,25,1,28,24,1,26,12,28,3,15,17,23,23,26,24,12,23,0.7059266826999823,0.8995347811892597,1.0278299771796957,0.6697900686606792,1.0010343469805048,0.13150279769134823,0.4915399631147679,1.012918707557805,0.4811434885398791,1.5759026734966082,0.12670113903098773,1.051914801198363,0.6981162745805359,0.489424771272421,0.5546497886588849,0.0548644261549979,0.1797230801373888,0.5730362796223807,0.7548277398644753,0.23534286045198008,16.95,0.6357862324041473
39,15,10,3,25,1,28,24,2,26,12,28,3,15,18,23,23,26,24,12,23,0.6885108298827491,0.8773226590725888,1.030077121116387,0.634596396138203,1.0010363827312503,0.1660544062801564,0.4618994306654759,1.0198131690300858,0.4898603617492786,1.2190734319320244,0.11732655946217804,1.0469686681153862,0.7004142017697854,0.6800306054216528,0.557623998673495,0.06168918778949348,0.18948745015970894,0.5764021827763844,0.7269580053731007,0.22029876058634462,17.05,0.6232721904362863
40,15,10,3,25,1,28,24,2,26,12,28,3,15,18,23,23,26,24,12,24,0.6313399541242822,0.8454799627536895,1.0301403702042689,0.484635672140352,1.0010410989016176,0.0914295801770973,0.4661251993952257,1.0200524279220557,0.4825916200530448,0.993909359693375,0.09406824018687675,1.0474101509543539,0.7004720393359888,0.561782963450814,0.5532553262107917,0.06880897508683516,0.23982934984488777,0.5829069626504937,0.6685489616579322,0.1757129851898877,17.1,0.5869770599966935
41,15,10,3,25,1,28,24,2,26,13,28,3,15,18,23,23,26,24,13,24,0.6283515228803058,0.8288931463883521,1.0304924663676724,0.363681298340903,1.001149683384843,0.07011494553748472,0.3191470510840566,1.0224882391836796,0.5147599918919122,0.922330368898624,0.08354430924358396,1.0406124697054735,0.6585454046987778,0.378366926027122,0.4636881555912477,0.09363058150047546,0.24444008172122408,0.5685102808393335,0.7355755513179647,0.14426176181715056,17.2,0.5556292118210093
42,15,10,3,25,1,28,24,2,26,13,28,3,15,18,23,23,26,24,13,24,0.6560310187598057,0.8037744928266302,1.0278007902631372,0.33854461123275786,1.0011611249432977,0.06687946264975454,0.5914558720229345,1.0240123603940914,0.5228143570844475,0.899431341722701,0.07486167269456429,1.031937737660244,0.6379612592547188,0.35191648996946423,0.34092838146725546,0.08641920722684855,0.1975077424655458,0.569271740943151,0.8010849279703209,0.1839622502913216,17.2,0.5603878420921495
43,15,10,3,25,1,28,24,2,26,13,28,3,15,18,23,23,26,24,13,24,0.7070220911813889,0.8034761617388876,1.0268695668057963,0.3419674249064886,1.0010299709756056,0.07178053693126922,0.589743508582364,1.0215449538430939,0.4927645032163784,0.9530077316240427,0.07950415567861048,1.0296288097037793,0.642996509320854,0.3668290309646479,0.3830479174417755,0.07960377812853038,0.35534600802675853,0.5570621758649307,0.7347138539332414,0.11250418260163307,17.2,0.5675221435735037
44,16,10,3,25,1,28,24,2,26,13,28,3,15,18,23,23,26,24,13,24,0.6634005728502628,0.8012841028806013,1.0242835803803902,0.3392595256209887,1.0010323697359311,0.10664301692968756,0.5467046587374862,1.0249459042605091,0.501342703623771,1.1416602755005536,0.0814310534608867,1.0351373454542638,0.6459767163015824,0.32314069447903204,0.38942062874155053,0.06617131075564713,0.2537271169351793,0.5507144032962393,0.6648728845417036,0.13305594035107987,17.25,0.5647102402418673
45,16,10,3,25,1,28,24,2,26,13,28,3,15,18,23,23,26,24,13,24,0.6072232384540188,0.810587128921161,1.027115343316406,0.3204379991957581,1.0010803713136114,0.09684310244399377,0.5237299732969269,1.0347524963458385,0.560985088940585,1.321545672774592,0.1086471994172464,1.0341562549121532,0.6560059619614396,0.33244714132322306,0.3769802216199022,0.06607727415122915,0.1511508003917634,0.5481363254617018,0.6662932199203838,0.15337521624751893,17.25,0.5698785015204726
46,16,10,3,25,1,28,24,2,26,14,28,3,15,18,23,23,26,24,13,24,0.6025384465843314,0.8115987750819506,1.024085148530539,0.3206100803323851,1.0010344378220306,0.07447128301579164,0.5723284125013214,1.0431969875354608,0.522977491988285,1.4386522566490316,0.08690158536616485,1.0286792549894461,0.6620558265912535,0.3596689326563181,0.39698310997203007,0.0596930439819761,0.24826688594852814,0.5504478193754949,0.6650313243715706,0.15450040626607622,17.3,0.5811860754779993
47,16,10,3,25,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5892919398712981,0.8091626897785316,1.0236458390311236,0.3195443673723544,1.0010380028509678,0.09722738822515428,0.449656807000377,1.0447945393835631,0.4563999651721927,1.0924253376037747,0.08606759535054401,1.0392656353829013,0.6435598315536067,0.3042979386209478,0.3618890874218895,0.06563771457391492,0.35814633531720047,0.5637719023218295,0.650579131878749,0.15190114423463869,17.35,0.555415159647278
48,16,10,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5889188673486623,0.8252857649398483,1.0265820508774863,0.29660121434209247,1.0010418677689632,0.1664038955091471,0.2506394643526379,1.0395161985182835,0.44153825266575947,0.8079379941048344,0.0789713599139909,1.039982750781337,0.6202213881710585,0.30723302268535013,0.3584560011980073,0.061775499373173025,0.43272664422557083,0.5648238794910272,0.64051751111271,0.16650487830634034,17.4,0.5357839252843142
49,16,10,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.586961652415984,0.8128213416820604,1.0265001950754227,0.30252583544184564,1.0011122283730303,0.23736231182117787,0.2235796828774667,1.0306042835010445,0.46637060202607616,0.7561589590711965,0.07864848550349177,1.0358456274843155,0.6209544425636077,0.31156124584263334,0.3368172265476152,0.06829041950128252,0.41057746897564873,0.567210128162878,0.6405680610550181,0.14952217574502746,17.4,0.5331996186833412
50,16,10,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5770534937559167,0.8190002266289542,1.0275323501613849,0.29928151606696896,1.0010302213884374,0.15213431641563052,0.2829942886131263,1.0238767102395423,0.4671532697472143,0.76649919614906,0.07867930844897236,1.0482361266508282,0.6165431563127078,0.31227001594588355,0.24772514344899027,0.08544163191764688,0.5117071839783963,0.5812586848582423,0.6368022795831172,0.13220107641950887,17.4,0.5333710098365265
51,16,10,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5769596551940452,0.8743008107673405,1.0262420609969658,0.298883801402313,1.0010319674828936,0.0800258731510369,0.25832384935738073,1.021636900459037,0.4768291738225733,0.9563113289582549,0.07896321725870337,1.0582952387212776,0.6176784379903222,0.34207326162484775,0.3096341114190331,0.06880798782085643,0.5054570186602794,0.4798321252383165,0.6403537032974048,0.1163662617306533,17.4,0.5394003392676768
52,16,10,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5781892955242068,0.8189794700129478,1.025689511925942,0.27891770750293854,1.001565862750838,0.06854810441178122,0.25695045694719354,1.022488222652053,0.47999801192084235,1.1458617751739961,0.08348239913049388,1.0571635564106174,0.6202384043756366,0.3213688150909796,0.2961252777513654,0.09353650231152755,0.19821231568891623,0.47092187977271166,0.6414834101287957,0.1330377638966661,17.4,0.5296379371690226
53,16,11,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5769704572257727,0.718351371576521,1.0218150259181453,0.26697756033269665,1.0014149978720919,0.1332383187286389,0.27712944626795133,1.0181434890696925,0.48038250349415207,1.012811119323211,0.08628287936442784,1.0422780340117417,0.6137652848821706,0.2968441383227365,0.28735878386680447,0.08060711550473569,0.19257179375776923,0.4798340155135413,0.634573358697037,0.12339875590742011,17.45,0.5172374224818629
54,16,11,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5678352322229124,0.7133992395956562,1.0224415665362134,0.27122084900183335,1.0013989399815255,0.18328439387901496,0.29716317600865266,1.0180296631692953,0.45962179336039294,0.8500873246160995,0.08668459771510434,1.0358835666173305,0.6127105036581766,0.2997877668725248,0.28851000691130974,0.08977842846345047,0.14312177251199895,0.5181541787541847,0.6262783409789323,0.10949115034749243,17.45,0.509744124560105
55,16,11,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,24,13,24,0.5541696627200143,0.7130334298388684,1.0273697898171101,0.2758709314283479,1.0012861311989414,0.16304317195415471,0.1946358285106303,1.0181555995786817,0.4372249038367309,0.7165116723402865,0.08620687976290874,1.036344707646045,0.6113346034552248,0.3073601524247031,0.28873275887001626,0.08985780653817303,0.15739321554956934,0.5507487831930893,0.6277194056456392,0.10662933284801024,17.45,0.49818143835785733
56,16,11,3,26,1,28,24,2,26,14,28,3,15,18,24,23,26,25,13,24,0.5469004214398908,0.6799519409480898,1.0268402428595478,0.2762506284482491,1.0011859504652496,0.1683130153501269,0.15467664202664114,1.0211328012458791,0.4457877655806946,0.6170649389983729,0.093813894817001,1.0299078167084976,0.6118093683845099,0.275268927890029,0.2555943071653704,0.1357997995592528,0.19120554295029363,0.5662584227901881,0.6320936408978295,0.10434260063428409,17.5,0.49170993345799985
