,CB_0,CB_1,CB_2,CB_3,CB_4,CB_5,CB_6,CB_7,CB_8,CB_9,CB_10,CB_11,CB_12,CB_13,CB_14,CB_15,CB_16,CB_17,CB_18,CB_19,TMSE_0,TMSE_1,TMSE_2,TMSE_3,TMSE_4,TMSE_5,TMSE_6,TMSE_7,TMSE_8,TMSE_9,TMSE_10,TMSE_11,TMSE_12,TMSE_13,TMSE_14,TMSE_15,TMSE_16,TMSE_17,TMSE_18,TMSE_19,mean_CB,mean_TMSE
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9902801748848904,0.962359011548342,1.00159845511825,0.9975022425457883,1.0068408223733216,0.9914183051556607,1.0005404905188042,1.0055335965712024,0.9855028636345148,0.999655538443215,0.9785293137669342,0.9934724128475056,0.9943169457228352,0.9993072461409677,0.9984283542850146,0.9873419003113687,0.9832486642903902,0.9969571655648806,0.9823665178875955,1.0056637775266475,1.0,0.9930431899569063
1,3,5,1,5,5,4,4,4,4,2,4,2,3,3,2,4,5,3,4,3,1.0656508844349855,1.007179018973482,1.0023856627881198,1.2157036805629635,1.1249323080375628,1.0759355616350619,1.2691440221713786,1.042903322741931,1.0707282840086512,1.0277111486268606,1.0809223243046062,1.0338095495012125,1.0293786637955677,1.0097545531996999,1.0125721938251608,1.0953360697150327,0.9958313671579055,1.0116442532968009,1.061867433280002,1.1324536600479445,3.5,1.0682921981052464
2,5,8,1,6,6,6,6,7,6,4,6,5,5,4,4,6,8,4,6,4,1.496225027918763,2.0384393702892143,1.0064763539786514,1.6024316781195211,1.4633805992044686,1.4170640688732252,1.7353881441366745,1.4368902544961282,1.550208526569953,1.082093679829525,1.5667051141133348,1.3446782230714047,1.2507821867843198,1.0609711624700384,1.0517502829421357,1.6397771195371666,2.0911730918797415,1.0958806548814135,1.49809416189825,1.3217238359997,5.35,1.4375066768496816
3,7,10,1,7,7,6,7,8,8,4,7,6,6,4,5,7,9,4,7,4,2.2034909363918183,3.6044582476880547,1.0129155172280335,1.9633896721158473,1.6428933133001813,1.5083078834127925,2.1396949452505107,2.09158478606681,2.477979154612509,1.1626010183293274,2.0547647222895353,1.6925389734746739,1.6638126608205837,1.144898153586854,1.192249825252718,2.2140977434171982,2.8469616615137796,1.2184698999518355,1.724829917394043,1.4499239269044606,6.2,1.850493147950078
4,7,10,1,7,7,6,7,9,8,4,7,6,7,5,5,7,9,5,7,5,2.1590076360139405,3.634426372220855,1.017345992582384,1.6584395051145018,1.6433489537237453,1.3799079296946564,2.1059505990487613,2.8828155325908047,2.689272706631074,1.1330507362873794,2.138092275784563,1.6493702212852277,1.9718746461915155,1.2880928207132298,1.2397928639311981,1.9762591651131869,3.0072449222680775,1.4126577719395028,1.671393572327095,1.5393961018217823,6.45,1.909887016264174
5,7,10,1,9,7,9,8,9,9,4,7,6,7,5,5,8,9,5,9,5,1.7066279980715373,3.705871036956556,1.0145596690911587,0.9752371957553838,1.6344267590821029,1.0144462639600336,1.8101623126533741,1.9117358557257087,2.2160968895646977,1.0767347538309997,2.028128033019208,1.4848141684111809,1.8911241172647555,1.2853707969182264,1.304155498934847,1.4052299852848782,2.848859138975524,1.408940098314852,1.371392226056026,1.291532383932022,6.95,1.6692722590901536
6,8,11,1,12,7,9,10,12,10,4,7,8,9,5,5,9,10,5,12,5,1.15463226209822,2.9167993098985043,1.0071463959002325,0.732133564103372,1.5466210342084188,0.896789673713679,1.1450403536751224,1.0869727651863659,1.3053344236350068,1.0531505371334766,1.6659298460330667,1.1076878868575917,1.1724964405934228,1.0569120815326696,1.148225375124821,1.1306465505017382,2.375740589401899,1.0748347377175047,0.9213224173065587,1.05507815233229,7.95,1.277674719847698
7,10,14,1,13,11,11,12,13,12,4,8,9,11,5,5,11,12,5,13,6,1.0268726149228067,2.901635686135995,1.004984785468131,0.9454662989265427,0.9600710858275261,0.8058119463992959,0.9816028297581285,0.6721850128084516,0.983770598330819,1.0373125124289846,1.0128823563885436,1.042079473444634,0.7939946145016233,1.0090554905800062,1.0120906692842628,1.0230483189512116,1.2345235075745096,1.0031120996909668,0.7618678037092592,1.1004496656373186,9.3,1.0656408685384506
8,11,16,1,14,13,12,14,15,14,6,9,11,12,8,6,13,14,8,13,7,1.3102792203969293,0.9509668328932358,1.002177663937779,1.59060610848999,0.6033723141826072,0.8869222301943932,2.2643486634393386,1.631401380712215,0.8509685577222946,1.079165098929582,0.9409060577750922,1.561816554326983,0.8887265362541633,1.029468134656701,1.0301968555033507,0.9891399555905455,0.5354794519538854,1.073855447994282,0.8396622037231465,1.3677093632317567,10.85,1.121358431595414
9,12,17,1,14,14,13,15,17,16,7,11,12,13,9,9,13,15,9,14,8,2.1113149872550925,0.3616748134678065,1.0015957818700638,1.6115032356360224,1.1067210782062145,1.1102015221916013,4.319484076655951,4.391985261529002,1.7975176063770106,1.147988138630921,1.1631228226144414,3.051664134156322,1.3058800429157136,1.1466663485948823,1.1844690849224784,1.25712184146797,0.8673683813510691,1.2506148888577007,0.9515039656756247,1.76466596904062,11.95,1.6451531990708255
