,CB_0,CB_1,CB_2,TMSE_0,TMSE_1,TMSE_2,mean_CB,mean_TMSE
225,,7.0,7.0,,0.003631319903480604,0.0029249933582385663,7.0,0.003278156630859585
226,,7.0,7.0,,0.00362890757587664,0.002890808063116883,7.0,0.003259857819496762
227,,7.0,7.0,,0.0036009726504130047,0.0029340633930855266,7.0,0.0032675180217492657
228,,7.0,7.0,,0.0036212170212166182,0.0029365146171493194,7.0,0.0032788658191829686
229,,7.0,7.0,,0.003648997763109232,0.0028963832974789523,7.0,0.003272690530294092
230,,7.0,7.0,,0.0036725038901800726,0.0029066293511029167,7.0,0.0032895666206414946
231,,7.0,7.0,,0.0037278783921754254,0.0029286873138080986,7.0,0.003328282852991762
232,,7.0,7.0,,0.003782266193597038,0.0028910605103874064,7.0,0.003336663351992222
233,,7.0,7.0,,0.003778428353748297,0.0028863822512727594,7.0,0.003332405302510528
234,,7.0,7.0,,0.003830654380673344,0.0028786266215462307,7.0,0.0033546405011097872
235,,7.0,7.0,,0.0037874957442254886,0.002890754528366649,7.0,0.003339125136296069
236,,7.0,7.0,,0.0038091956379554485,0.0028557526577722443,7.0,0.0033324741478638464
237,,7.0,7.0,,0.003832910552262313,0.002870799531555364,7.0,0.0033518550419088383
238,,7.0,7.0,,0.0038138579160384373,0.002836362234132764,7.0,0.003325110075085601
239,,7.0,7.0,,0.003823361366848487,0.0028417346301210546,7.0,0.0033325479984847705
240,,7.0,7.0,,0.0037979408941630753,0.0029344659240415336,7.0,0.0033662034091023045
241,,7.0,7.0,,0.003817066278973651,0.0029206392218793587,7.0,0.003368852750426505
242,,7.0,7.0,,0.0037496990928062475,0.0029244933794548467,7.0,0.003337096236130547
243,,7.0,7.0,,0.003733916968035291,0.0028696590375235607,7.0,0.003301788002779426
244,,7.0,7.0,,0.0036979643888901716,0.002871825679416966,7.0,0.0032848950341535688
245,,7.0,7.0,,0.00368882654831126,0.002853561904130873,7.0,0.003271194226221067
246,,7.0,7.0,,0.0036778349399665734,0.002852257806789606,7.0,0.0032650463733780895
247,,7.0,7.0,,0.003711778431412833,0.003351230959158805,7.0,0.003531504695285819
248,,7.0,7.0,,0.00367539948754662,0.003470756128714263,7.0,0.0035730778081304415
249,,7.0,7.0,,0.0036879292364099332,0.0033167675727298544,7.0,0.003502348404569894
250,,7.0,7.0,,0.003673173629292362,0.0032508384307854575,7.0,0.00346200603003891
251,,7.0,7.0,,0.0037075849145393105,0.0032236241309205414,7.0,0.003465604522729926
252,,7.0,7.0,,0.0037088668457358185,0.003047471574815282,7.0,0.0033781692102755503
253,,7.0,7.0,,0.003781159811090412,0.002951107167252463,7.0,0.003366133489171437
254,,7.0,7.0,,0.003755751280440897,0.00288252088350289,7.0,0.0033191360819718936
255,,7.0,7.0,,0.0037867110744303724,0.0028462358310444003,7.0,0.003316473452737386
256,,7.0,7.0,,0.0037742473990966885,0.0028886559639818487,7.0,0.0033314516815392686
257,,7.0,7.0,,0.0037134066765279017,0.0028656396722405754,7.0,0.0032895231743842387
258,,7.0,7.0,,0.0036390728158749914,0.00289730572069184,7.0,0.003268189268283416
259,,7.0,7.0,,0.0036404065142898157,0.002897345116119721,7.0,0.0032688758152047684
260,,7.0,7.0,,0.0036438204920981373,0.0030116864874726815,7.0,0.0033277534897854094
261,,7.0,7.0,,0.0036199185894759843,0.003172765870141855,7.0,0.0033963422298089194
262,,7.0,7.0,,0.0036396532083566215,0.0032395269578404397,7.0,0.003439590083098531
263,,7.0,7.0,,0.00365702056690153,0.003148501271736413,7.0,0.0034027609193189715
264,,7.0,7.0,,0.003683321896522911,0.0032854473621303703,7.0,0.0034843846293266404
265,,7.0,7.0,,0.0036947383089801864,0.003617487087628264,7.0,0.003656112698304225
266,,7.0,7.0,,0.0037999709612378052,0.0040355184411105085,7.0,0.003917744701174157
267,,7.0,7.0,,0.00381887481499563,0.003678492680459169,7.0,0.003748683747727399
268,,7.0,7.0,,0.0037634328499485704,0.0035922808382493287,7.0,0.0036778568440989498
269,,7.0,7.0,,0.003717700234888049,0.0034216664607773463,7.0,0.0035696833478326977
270,,7.0,7.0,,0.0037402830625087465,0.0032314322705797593,7.0,0.003485857666544253
271,,7.0,7.0,,0.0037076129188390473,0.0031253518849406834,7.0,0.0034164824018898653
272,,7.0,7.0,,0.003634702395691854,0.0031648324396617938,7.0,0.003399767417676824
273,,7.0,7.0,,0.0036025898727458138,0.0032355023888505276,7.0,0.0034190461307981707
274,,7.0,7.0,,0.0036033506489329616,0.0031968204145251416,7.0,0.0034000855317290516
275,,7.0,7.0,,0.003612935516449446,0.00309355472859531,7.0,0.003353245122522378
276,,7.0,7.0,,0.0036408417926769338,0.0031088533255158733,7.0,0.0033748475590964036
277,,7.0,7.0,,0.0036278405031944976,0.003049000230748218,7.0,0.0033384203669713577
278,,7.0,7.0,,0.003597267755043527,0.0030713124223993114,7.0,0.0033342900887214193
279,,7.0,7.0,,0.0036149883483448777,0.0031426559251129717,7.0,0.0033788221367289247
280,,7.0,7.0,,0.0036448746436843022,0.003195134740030711,7.0,0.0034200046918575065
281,,7.0,7.0,,0.003665117711757695,0.0031494129012947414,7.0,0.003407265306526218
282,,7.0,7.0,,0.0036480329072844236,0.003213117851119698,7.0,0.0034305753792020608
283,,7.0,7.0,,0.00363237410837285,0.003318249766786545,7.0,0.0034753119375796975
284,,7.0,7.0,,0.0036239591084213586,0.0029990682875383,7.0,0.0033115136979798296
285,,7.0,7.0,,0.003632309864989085,0.0031975746006565465,7.0,0.0034149422328228155
286,,7.0,7.0,,0.003606131840957552,0.00319169197524954,7.0,0.003398911908103546
287,,7.0,7.0,,0.0036605191735924435,0.0031710449095647387,7.0,0.0034157820415785913
288,,7.0,7.0,,0.003658733797320965,0.0030437327875228355,7.0,0.0033512332924219004
289,,7.0,7.0,,0.0036224174274600385,0.003041313418525472,7.0,0.0033318654229927552
290,,7.0,7.0,,0.0036207185451856334,0.0030656796882394576,7.0,0.0033431991167125457
291,,7.0,7.0,,0.003644025335298705,0.003021318427665576,7.0,0.0033326718814821405
292,,7.0,7.0,,0.0036612585601558164,0.003012944490149549,7.0,0.003337101525152683
293,,7.0,7.0,,0.0037176796096725284,0.003110403856074322,7.0,0.003414041732873425
294,,7.0,7.0,,0.0037328488255283145,0.0034660421527239606,7.0,0.0035994454891261378
295,,7.0,7.0,,0.003704778860207294,0.0032806955125550207,7.0,0.003492737186381157
296,,7.0,7.0,,0.0037465120492025205,0.0033693269903168183,7.0,0.0035579195197596694
297,,7.0,7.0,,0.003795528357288875,0.00331917047832503,7.0,0.0035573494178069527
298,,7.0,7.0,,0.0037783890718438838,0.0030662207975020337,7.0,0.003422304934672959
299,,7.0,7.0,,0.0037272610620542324,0.0032510187160583104,7.0,0.0034891398890562714
300,,7.0,7.0,,0.003750978269932963,0.0032981239361435503,7.0,0.0035245511030382566
301,,7.0,7.0,,0.00368559185618181,0.0034068050862281697,7.0,0.00354619847120499
302,,7.0,7.0,,0.0037157780395029737,0.003831637625210943,7.0,0.0037737078323569584
303,,7.0,7.0,,0.0036722218430960607,0.004103873661571653,7.0,0.003888047752333857
304,,7.0,7.0,,0.0036533225203789943,0.004295488200076383,7.0,0.003974405360227688
305,,7.0,7.0,,0.0036539752355508382,0.003733331739727619,7.0,0.0036936534876392283
306,,7.0,7.0,,0.0036610878874027163,0.003490160927525029,7.0,0.003575624407463873
307,,7.0,7.0,,0.0036534714040148226,0.0033822129290954706,7.0,0.0035178421665551466
308,,7.0,7.0,,0.003712451783105832,0.003270793267092457,7.0,0.0034916225250991445
309,,7.0,7.0,,0.003722258793799739,0.003115752239900309,7.0,0.003419005516850024
